ControlStation,magnitude,year,month,day,date,Measurement,meanValue,maxValue,minValue,unit
113,Temperature,2019,7,4,2019-07-04,28079113_83_98_19_07_04,92.625,338.0,14.0,ºC
103,Precipitation,2019,7,4,2019-07-04,28079103_89_98_19_07_04,8.125,16.0,1.0,l/m^2
59,Temperature,2019,7,4,2019-07-04,28079059_83_98_19_07_04,19.916666666666668,65.0,1.0,ºC
35,Temperature,2019,7,4,2019-07-04,28079035_83_98_19_07_04,51.75,109.0,13.0,ºC
39,Precipitation,2019,7,4,2019-07-04,28079039_89_98_19_07_04,0.22083333333333335,0.6,0.1,l/m^2
4,Temperature,2019,7,4,2019-07-04,28079004_83_98_19_07_04,1.281666666666667,1.33,1.24,ºC
109,Temperature,2019,7,4,2019-07-04,28079109_83_98_19_07_04,82.25,324.0,9.0,ºC
24,Temperature,2019,7,4,2019-07-04,28079024_83_98_19_07_04,93.66666666666667,304.0,8.0,ºC
111,Temperature,2019,7,4,2019-07-04,28079111_83_98_19_07_04,15.75,31.0,1.0,ºC
18,Temperature,2019,7,4,2019-07-04,28079018_83_98_19_07_04,57.5,127.0,8.0,ºC
106,Temperature,2019,7,4,2019-07-04,28079106_83_98_19_07_04,49.541666666666664,128.0,8.0,ºC
38,Temperature,2019,7,4,2019-07-04,28079038_83_98_19_07_04,1.2037499999999999,1.23,1.18,ºC
106,Precipitation,2019,7,4,2019-07-04,28079106_89_98_19_07_04,22.875,74.0,1.0,l/m^2
110,Temperature,2019,7,4,2019-07-04,28079110_83_98_19_07_04,0.2541666666666667,0.4,0.2,ºC
54,Precipitation,2019,7,4,2019-07-04,28079054_89_98_19_07_04,5.75,11.0,1.0,l/m^2
114,Temperature,2019,7,4,2019-07-04,28079114_83_98_19_07_04,55.083333333333336,147.0,10.0,ºC
36,Temperature,2019,7,4,2019-07-04,28079036_83_98_19_07_04,11.375,15.0,9.0,ºC
56,Precipitation,2019,7,4,2019-07-04,28079056_89_98_19_07_04,0.8541666666666665,2.5,0.2,l/m^2
56,Temperature,2019,7,4,2019-07-04,28079056_83_98_19_07_04,53.083333333333336,124.0,13.0,ºC
115,Temperature,2019,7,4,2019-07-04,28079115_83_98_19_07_04,17.0,77.0,3.0,ºC
108,Precipitation,2019,7,4,2019-07-04,28079108_89_98_19_07_04,0.12916666666666668,0.3,0.1,l/m^2
107,Precipitation,2019,7,4,2019-07-04,28079107_89_98_19_07_04,86.875,304.0,9.0,l/m^2
102,Precipitation,2019,7,4,2019-07-04,28079102_89_98_19_07_04,54.0,132.0,7.0,l/m^2
112,Temperature,2019,7,4,2019-07-04,28079112_83_98_19_07_04,0.3541666666666667,0.8,0.2,ºC
102,Temperature,2019,7,4,2019-07-04,28079102_83_98_19_07_04,69.125,254.0,9.0,ºC
108,Temperature,2019,7,4,2019-07-04,28079108_83_98_19_07_04,140.0,421.0,13.0,ºC
103,Temperature,2019,7,4,2019-07-04,28079103_83_98_19_07_04,35.66624999999999,64.75,3.81,ºC
8,Temperature,2019,7,4,2019-07-04,28079008_83_98_19_07_04,0.4583333333333333,1.0,0.2,ºC
24,Precipitation,2019,7,4,2019-07-04,28079024_89_98_19_07_04,34.5,112.0,1.0,l/m^2
54,Temperature,2019,7,4,2019-07-04,28079054_83_98_19_07_04,19.208333333333332,52.0,4.0,ºC
58,Temperature,2019,7,4,2019-07-04,28079058_83_98_19_07_04,0.4750000000000001,1.6,0.1,ºC
107,Temperature,2019,7,4,2019-07-04,28079107_83_98_19_07_04,5.7375,35.3,0.9,ºC
24,Precipitation,2019,7,5,2019-07-05,28079024_89_98_19_07_05,195.08333333333334,522.0,47.0,l/m^2
24,Temperature,2019,7,5,2019-07-05,28079024_83_98_19_07_05,98.66666666666667,287.0,19.0,ºC
36,Temperature,2019,7,5,2019-07-05,28079036_83_98_19_07_05,169.16666666666666,436.0,35.0,ºC
113,Temperature,2019,7,5,2019-07-05,28079113_83_98_19_07_05,20.666666666666668,42.0,8.0,ºC
35,Temperature,2019,7,5,2019-07-05,28079035_83_98_19_07_05,153.04166666666666,766.0,29.0,ºC
111,Temperature,2019,7,5,2019-07-05,28079111_83_98_19_07_05,32.708333333333336,203.0,1.0,ºC
107,Temperature,2019,7,5,2019-07-05,28079107_83_98_19_07_05,10.541666666666666,22.0,8.0,ºC
106,Temperature,2019,7,5,2019-07-05,28079106_83_98_19_07_05,66.125,143.0,19.0,ºC
112,Temperature,2019,7,5,2019-07-05,28079112_83_98_19_07_05,0.6041666666666667,2.1,0.1,ºC
115,Temperature,2019,7,5,2019-07-05,28079115_83_98_19_07_05,38.625,104.0,7.0,ºC
56,Precipitation,2019,7,5,2019-07-05,28079056_89_98_19_07_05,0.5375000000000001,1.4,0.2,l/m^2
54,Precipitation,2019,7,5,2019-07-05,28079054_89_98_19_07_05,47.416666666666664,101.0,18.0,l/m^2
106,Precipitation,2019,7,5,2019-07-05,28079106_89_98_19_07_05,57.625,134.0,28.0,l/m^2
107,Precipitation,2019,7,5,2019-07-05,28079107_89_98_19_07_05,30.333333333333332,145.0,1.0,l/m^2
58,Temperature,2019,7,5,2019-07-05,28079058_83_98_19_07_05,18.25,106.0,1.0,ºC
102,Precipitation,2019,7,5,2019-07-05,28079102_89_98_19_07_05,1.5479166666666666,1.75,1.4,l/m^2
59,Temperature,2019,7,5,2019-07-05,28079059_83_98_19_07_05,20.708333333333332,44.0,7.0,ºC
102,Temperature,2019,7,5,2019-07-05,28079102_83_98_19_07_05,49.416666666666664,260.0,1.0,ºC
108,Temperature,2019,7,5,2019-07-05,28079108_83_98_19_07_05,4.604166666666667,19.5,1.4,ºC
4,Temperature,2019,7,5,2019-07-05,28079004_83_98_19_07_05,15.291666666666666,31.0,12.0,ºC
8,Temperature,2019,7,5,2019-07-05,28079008_83_98_19_07_05,37.416666666666664,185.0,1.0,ºC
114,Temperature,2019,7,5,2019-07-05,28079114_83_98_19_07_05,90.625,270.0,23.0,ºC
54,Temperature,2019,7,5,2019-07-05,28079054_83_98_19_07_05,66.29166666666667,110.0,39.0,ºC
39,Precipitation,2019,7,5,2019-07-05,28079039_89_98_19_07_05,104.20833333333333,366.0,17.0,l/m^2
56,Temperature,2019,7,5,2019-07-05,28079056_83_98_19_07_05,53.5,124.0,15.0,ºC
109,Temperature,2019,7,5,2019-07-05,28079109_83_98_19_07_05,52.208333333333336,162.0,8.0,ºC
18,Temperature,2019,7,5,2019-07-05,28079018_83_98_19_07_05,0.09208333333333334,0.17,0.05,ºC
38,Temperature,2019,7,5,2019-07-05,28079038_83_98_19_07_05,14.875,27.0,5.0,ºC
110,Temperature,2019,7,5,2019-07-05,28079110_83_98_19_07_05,72.58333333333333,177.0,26.0,ºC
108,Precipitation,2019,7,5,2019-07-05,28079108_89_98_19_07_05,5.141666666666667,15.5,1.3,l/m^2
114,Temperature,2019,7,6,2019-07-06,28079114_83_98_19_07_06,1.710416666666667,1.96,1.61,ºC
113,Temperature,2019,7,6,2019-07-06,28079113_83_98_19_07_06,11.541666666666666,22.0,7.0,ºC
8,Temperature,2019,7,6,2019-07-06,28079008_83_98_19_07_06,29.25,55.0,9.0,ºC
24,Temperature,2019,7,6,2019-07-06,28079024_83_98_19_07_06,0.9916666666666667,2.8,0.4,ºC
4,Temperature,2019,7,6,2019-07-06,28079004_83_98_19_07_06,28.921666666666663,77.1,3.47,ºC
103,Precipitation,2019,7,6,2019-07-06,28079103_89_98_19_07_06,3.1624999999999996,17.3,0.5,l/m^2
18,Temperature,2019,7,6,2019-07-06,28079018_83_98_19_07_06,1.585416666666667,1.68,1.53,ºC
59,Temperature,2019,7,6,2019-07-06,28079059_83_98_19_07_06,28.116249999999997,63.19,3.75,ºC
110,Temperature,2019,7,6,2019-07-06,28079110_83_98_19_07_06,18.513333333333332,41.82,1.77,ºC
24,Precipitation,2019,7,6,2019-07-06,28079024_89_98_19_07_06,79.33333333333333,247.0,7.0,l/m^2
107,Temperature,2019,7,6,2019-07-06,28079107_83_98_19_07_06,27.10416666666667,81.61,2.08,ºC
56,Precipitation,2019,7,6,2019-07-06,28079056_89_98_19_07_06,169.54166666666666,376.0,60.0,l/m^2
106,Precipitation,2019,7,6,2019-07-06,28079106_89_98_19_07_06,15.166666666666666,30.0,9.0,l/m^2
56,Temperature,2019,7,6,2019-07-06,28079056_83_98_19_07_06,1.2375,3.4,0.5,ºC
54,Precipitation,2019,7,6,2019-07-06,28079054_89_98_19_07_06,1.1083333333333334,3.7,0.5,l/m^2
107,Precipitation,2019,7,6,2019-07-06,28079107_89_98_19_07_06,53.583333333333336,114.0,12.0,l/m^2
58,Temperature,2019,7,6,2019-07-06,28079058_83_98_19_07_06,75.5,264.0,20.0,ºC
102,Precipitation,2019,7,6,2019-07-06,28079102_89_98_19_07_06,40.791666666666664,150.0,9.0,l/m^2
108,Temperature,2019,7,6,2019-07-06,28079108_83_98_19_07_06,1.45625,1.64,1.35,ºC
102,Temperature,2019,7,6,2019-07-06,28079102_83_98_19_07_06,8.958333333333334,44.0,1.0,ºC
54,Temperature,2019,7,6,2019-07-06,28079054_83_98_19_07_06,53.125,376.0,1.0,ºC
39,Precipitation,2019,7,6,2019-07-06,28079039_89_98_19_07_06,23.708333333333332,98.0,1.0,l/m^2
109,Temperature,2019,7,6,2019-07-06,28079109_83_98_19_07_06,28.42708333333333,70.32,2.39,ºC
108,Precipitation,2019,7,6,2019-07-06,28079108_89_98_19_07_06,28.875,119.0,1.0,l/m^2
38,Temperature,2019,7,6,2019-07-06,28079038_83_98_19_07_06,67.29166666666667,197.0,12.0,ºC
112,Temperature,2019,7,6,2019-07-06,28079112_83_98_19_07_06,130.66666666666666,394.0,22.0,ºC
103,Temperature,2019,7,6,2019-07-06,28079103_83_98_19_07_06,16.75,24.0,12.0,ºC
111,Temperature,2019,7,6,2019-07-06,28079111_83_98_19_07_06,0.48750000000000004,2.3,0.1,ºC
35,Temperature,2019,7,6,2019-07-06,28079035_83_98_19_07_06,100.16666666666667,275.0,23.0,ºC
36,Temperature,2019,7,6,2019-07-06,28079036_83_98_19_07_06,16.416666666666668,33.0,3.0,ºC
106,Temperature,2019,7,6,2019-07-06,28079106_83_98_19_07_06,48.125,147.0,1.0,ºC
115,Temperature,2019,7,6,2019-07-06,28079115_83_98_19_07_06,16.0,52.0,3.0,ºC
108,Temperature,2019,7,7,2019-07-07,28079108_83_98_19_07_07,42.125,164.0,1.0,ºC
102,Temperature,2019,7,7,2019-07-07,28079102_83_98_19_07_07,93.95833333333333,284.0,30.0,ºC
106,Precipitation,2019,7,7,2019-07-07,28079106_89_98_19_07_07,0.5499999999999999,2.4,0.2,l/m^2
108,Precipitation,2019,7,7,2019-07-07,28079108_89_98_19_07_07,0.2291666666666667,0.8,0.1,l/m^2
111,Temperature,2019,7,7,2019-07-07,28079111_83_98_19_07_07,77.54166666666667,149.0,28.0,ºC
114,Temperature,2019,7,7,2019-07-07,28079114_83_98_19_07_07,19.875,89.0,1.0,ºC
107,Temperature,2019,7,7,2019-07-07,28079107_83_98_19_07_07,22.583333333333332,45.0,5.0,ºC
112,Temperature,2019,7,7,2019-07-07,28079112_83_98_19_07_07,37.041666666666664,73.0,15.0,ºC
59,Temperature,2019,7,7,2019-07-07,28079059_83_98_19_07_07,168.5,484.0,30.0,ºC
107,Precipitation,2019,7,7,2019-07-07,28079107_89_98_19_07_07,65.5,148.0,20.0,l/m^2
109,Temperature,2019,7,7,2019-07-07,28079109_83_98_19_07_07,148.16666666666666,576.0,28.0,ºC
103,Precipitation,2019,7,7,2019-07-07,28079103_89_98_19_07_07,7.375,28.0,1.0,l/m^2
113,Temperature,2019,7,7,2019-07-07,28079113_83_98_19_07_07,73.45833333333333,143.0,37.0,ºC
106,Temperature,2019,7,7,2019-07-07,28079106_83_98_19_07_07,57.833333333333336,144.0,16.0,ºC
110,Temperature,2019,7,7,2019-07-07,28079110_83_98_19_07_07,26.0,53.0,13.0,ºC
115,Temperature,2019,7,7,2019-07-07,28079115_83_98_19_07_07,60.25,134.0,21.0,ºC
8,Temperature,2019,7,7,2019-07-07,28079008_83_98_19_07_07,0.4124999999999999,1.2,0.2,ºC
35,Temperature,2019,7,7,2019-07-07,28079035_83_98_19_07_07,11.375,19.0,8.0,ºC
36,Temperature,2019,7,7,2019-07-07,28079036_83_98_19_07_07,86.79166666666667,170.0,33.0,ºC
102,Precipitation,2019,7,7,2019-07-07,28079102_89_98_19_07_07,0.28333333333333327,0.7,0.1,l/m^2
4,Temperature,2019,7,7,2019-07-07,28079004_83_98_19_07_07,17.041666666666668,28.0,11.0,ºC
54,Precipitation,2019,7,7,2019-07-07,28079054_89_98_19_07_07,53.75,174.0,1.0,l/m^2
103,Temperature,2019,7,7,2019-07-07,28079103_83_98_19_07_07,0.6291666666666665,1.5,0.3,ºC
39,Precipitation,2019,7,7,2019-07-07,28079039_89_98_19_07_07,59.333333333333336,220.0,2.0,l/m^2
56,Temperature,2019,7,7,2019-07-07,28079056_83_98_19_07_07,29.458333333333332,107.0,1.0,ºC
18,Temperature,2019,7,7,2019-07-07,28079018_83_98_19_07_07,130.29166666666666,317.0,30.0,ºC
56,Precipitation,2019,7,7,2019-07-07,28079056_89_98_19_07_07,71.45833333333333,189.0,28.0,l/m^2
54,Temperature,2019,7,7,2019-07-07,28079054_83_98_19_07_07,29.313333333333333,75.33,1.77,ºC
38,Temperature,2019,7,7,2019-07-07,28079038_83_98_19_07_07,30.375,122.0,4.0,ºC
108,Precipitation,2019,7,8,2019-07-08,28079108_89_98_19_07_08,40.875,205.0,1.0,l/m^2
24,Temperature,2019,7,8,2019-07-08,28079024_83_98_19_07_08,10.083333333333334,19.0,5.0,ºC
107,Temperature,2019,7,8,2019-07-08,28079107_83_98_19_07_08,17.951666666666664,60.73,2.01,ºC
108,Temperature,2019,7,8,2019-07-08,28079108_83_98_19_07_08,109.83333333333333,306.0,31.0,ºC
54,Temperature,2019,7,8,2019-07-08,28079054_83_98_19_07_08,0.8000000000000002,3.4,0.3,ºC
112,Temperature,2019,7,8,2019-07-08,28079112_83_98_19_07_08,0.6875,3.0,0.2,ºC
115,Temperature,2019,7,8,2019-07-08,28079115_83_98_19_07_08,65.58333333333333,146.0,28.0,ºC
24,Precipitation,2019,7,8,2019-07-08,28079024_89_98_19_07_08,55.166666666666664,153.0,16.0,l/m^2
106,Temperature,2019,7,8,2019-07-08,28079106_83_98_19_07_08,17.87125,63.83,0.88,ºC
54,Precipitation,2019,7,8,2019-07-08,28079054_89_98_19_07_08,0.10000000000000003,0.1,0.1,l/m^2
36,Temperature,2019,7,8,2019-07-08,28079036_83_98_19_07_08,36.1175,83.33,0.92,ºC
103,Temperature,2019,7,8,2019-07-08,28079103_83_98_19_07_08,0.6291666666666668,1.6,0.3,ºC
35,Temperature,2019,7,8,2019-07-08,28079035_83_98_19_07_08,122.75,432.0,23.0,ºC
102,Precipitation,2019,7,8,2019-07-08,28079102_89_98_19_07_08,28.041666666666668,56.0,13.0,l/m^2
102,Temperature,2019,7,8,2019-07-08,28079102_83_98_19_07_08,27.333333333333332,78.0,10.0,ºC
56,Temperature,2019,7,8,2019-07-08,28079056_83_98_19_07_08,34.23125000000001,80.85,3.3,ºC
39,Precipitation,2019,7,8,2019-07-08,28079039_89_98_19_07_08,0.7374999999999999,1.8,0.4,l/m^2
4,Temperature,2019,7,8,2019-07-08,28079004_83_98_19_07_08,20.833333333333332,40.0,10.0,ºC
59,Temperature,2019,7,8,2019-07-08,28079059_83_98_19_07_08,0.12666666666666668,0.29,0.06,ºC
56,Precipitation,2019,7,8,2019-07-08,28079056_89_98_19_07_08,105.375,465.0,22.0,l/m^2
103,Precipitation,2019,7,8,2019-07-08,28079103_89_98_19_07_08,131.125,478.0,24.0,l/m^2
58,Temperature,2019,7,8,2019-07-08,28079058_83_98_19_07_08,0.31250000000000006,1.0,0.1,ºC
110,Temperature,2019,7,8,2019-07-08,28079110_83_98_19_07_08,0.44999999999999996,1.1,0.2,ºC
106,Precipitation,2019,7,8,2019-07-08,28079106_89_98_19_07_08,11.541666666666666,21.0,4.0,l/m^2
38,Temperature,2019,7,8,2019-07-08,28079038_83_98_19_07_08,0.8166666666666668,2.9,0.2,ºC
114,Temperature,2019,7,8,2019-07-08,28079114_83_98_19_07_08,68.5,164.0,22.0,ºC
8,Temperature,2019,7,8,2019-07-08,28079008_83_98_19_07_08,56.625,113.0,26.0,ºC
109,Temperature,2019,7,8,2019-07-08,28079109_83_98_19_07_08,10.75,20.0,4.0,ºC
18,Temperature,2019,7,8,2019-07-08,28079018_83_98_19_07_08,45.083333333333336,87.0,17.0,ºC
107,Precipitation,2019,7,8,2019-07-08,28079107_89_98_19_07_08,28.75,136.0,1.0,l/m^2
113,Temperature,2019,7,8,2019-07-08,28079113_83_98_19_07_08,145.08333333333334,452.0,22.0,ºC
111,Temperature,2019,7,8,2019-07-08,28079111_83_98_19_07_08,36.958333333333336,116.0,1.0,ºC
102,Temperature,2019,7,9,2019-07-09,28079102_83_98_19_07_09,25.708333333333332,37.0,14.0,ºC
108,Temperature,2019,7,9,2019-07-09,28079108_83_98_19_07_09,48.291666666666664,234.0,1.0,ºC
106,Temperature,2019,7,9,2019-07-09,28079106_83_98_19_07_09,0.45,1.3,0.2,ºC
36,Temperature,2019,7,9,2019-07-09,28079036_83_98_19_07_09,70.375,124.0,21.0,ºC
109,Temperature,2019,7,9,2019-07-09,28079109_83_98_19_07_09,27.403750000000002,67.67,2.48,ºC
38,Temperature,2019,7,9,2019-07-09,28079038_83_98_19_07_09,206.875,602.0,56.0,ºC
58,Temperature,2019,7,9,2019-07-09,28079058_83_98_19_07_09,0.65,0.9,0.3,ºC
39,Precipitation,2019,7,9,2019-07-09,28079039_89_98_19_07_09,0.2750000000000001,0.6,0.1,l/m^2
54,Temperature,2019,7,9,2019-07-09,28079054_83_98_19_07_09,31.166666666666668,51.0,12.0,ºC
110,Temperature,2019,7,9,2019-07-09,28079110_83_98_19_07_09,42.75,94.0,8.0,ºC
115,Temperature,2019,7,9,2019-07-09,28079115_83_98_19_07_09,0.23750000000000004,0.7,0.1,ºC
113,Temperature,2019,7,9,2019-07-09,28079113_83_98_19_07_09,2.5124999999999997,8.5,0.6,ºC
114,Temperature,2019,7,9,2019-07-09,28079114_83_98_19_07_09,22.196250000000003,67.7,0.96,ºC
8,Temperature,2019,7,9,2019-07-09,28079008_83_98_19_07_09,13.833333333333334,20.0,9.0,ºC
59,Temperature,2019,7,9,2019-07-09,28079059_83_98_19_07_09,1.0208333333333333,2.2,0.5,ºC
56,Temperature,2019,7,9,2019-07-09,28079056_83_98_19_07_09,0.775,1.7,0.4,ºC
102,Precipitation,2019,7,9,2019-07-09,28079102_89_98_19_07_09,15.375,44.0,2.0,l/m^2
18,Temperature,2019,7,9,2019-07-09,28079018_83_98_19_07_09,73.41666666666667,143.0,27.0,ºC
24,Temperature,2019,7,9,2019-07-09,28079024_83_98_19_07_09,135.70833333333334,321.0,23.0,ºC
106,Precipitation,2019,7,9,2019-07-09,28079106_89_98_19_07_09,1.3575000000000002,1.47,1.28,l/m^2
4,Temperature,2019,7,9,2019-07-09,28079004_83_98_19_07_09,9.916666666666666,33.0,1.0,ºC
107,Temperature,2019,7,9,2019-07-09,28079107_83_98_19_07_09,65.625,169.0,19.0,ºC
112,Temperature,2019,7,9,2019-07-09,28079112_83_98_19_07_09,3.6749999999999994,6.9,0.7,ºC
54,Precipitation,2019,7,9,2019-07-09,28079054_89_98_19_07_09,0.5083333333333334,1.5,0.2,l/m^2
103,Temperature,2019,7,9,2019-07-09,28079103_83_98_19_07_09,0.4583333333333333,0.8,0.2,ºC
108,Precipitation,2019,7,9,2019-07-09,28079108_89_98_19_07_09,1.4470833333333328,1.6,1.34,l/m^2
111,Temperature,2019,7,9,2019-07-09,28079111_83_98_19_07_09,106.25,258.0,37.0,ºC
24,Precipitation,2019,7,9,2019-07-09,28079024_89_98_19_07_09,3.0625000000000004,7.5,1.3,l/m^2
107,Precipitation,2019,7,9,2019-07-09,28079107_89_98_19_07_09,29.791666666666668,110.0,2.0,l/m^2
56,Precipitation,2019,7,9,2019-07-09,28079056_89_98_19_07_09,30.708333333333332,60.0,12.0,l/m^2
103,Precipitation,2019,7,9,2019-07-09,28079103_89_98_19_07_09,222.70833333333334,479.0,82.0,l/m^2
106,Precipitation,2019,7,10,2019-07-10,28079106_89_98_19_07_10,107.66666666666667,306.0,27.0,l/m^2
56,Precipitation,2019,7,10,2019-07-10,28079056_89_98_19_07_10,0.08833333333333336,0.12,0.06,l/m^2
39,Precipitation,2019,7,10,2019-07-10,28079039_89_98_19_07_10,17.416666666666668,72.0,1.0,l/m^2
107,Precipitation,2019,7,10,2019-07-10,28079107_89_98_19_07_10,2.1916666666666664,3.5,0.9,l/m^2
108,Temperature,2019,7,10,2019-07-10,28079108_83_98_19_07_10,12.041666666666666,22.0,6.0,ºC
107,Temperature,2019,7,10,2019-07-10,28079107_83_98_19_07_10,27.083333333333332,46.0,15.0,ºC
54,Precipitation,2019,7,10,2019-07-10,28079054_89_98_19_07_10,23.458333333333332,38.0,10.0,l/m^2
102,Precipitation,2019,7,10,2019-07-10,28079102_89_98_19_07_10,1.543333333333333,1.73,1.39,l/m^2
56,Temperature,2019,7,10,2019-07-10,28079056_83_98_19_07_10,143.58333333333334,477.0,21.0,ºC
54,Temperature,2019,7,10,2019-07-10,28079054_83_98_19_07_10,57.458333333333336,141.0,20.0,ºC
106,Temperature,2019,7,10,2019-07-10,28079106_83_98_19_07_10,0.6000000000000001,1.1,0.3,ºC
59,Temperature,2019,7,10,2019-07-10,28079059_83_98_19_07_10,46.208333333333336,76.0,16.0,ºC
24,Precipitation,2019,7,10,2019-07-10,28079024_89_98_19_07_10,252.875,631.0,18.0,l/m^2
18,Temperature,2019,7,10,2019-07-10,28079018_83_98_19_07_10,9.625,15.0,8.0,ºC
108,Precipitation,2019,7,10,2019-07-10,28079108_89_98_19_07_10,27.208333333333332,47.0,13.0,l/m^2
102,Temperature,2019,7,10,2019-07-10,28079102_83_98_19_07_10,0.10000000000000003,0.1,0.1,ºC
24,Temperature,2019,7,10,2019-07-10,28079024_83_98_19_07_10,58.458333333333336,118.0,20.0,ºC
110,Temperature,2019,7,10,2019-07-10,28079110_83_98_19_07_10,12.333333333333334,20.0,5.0,ºC
114,Temperature,2019,7,10,2019-07-10,28079114_83_98_19_07_10,0.7125000000000002,2.2,0.3,ºC
103,Temperature,2019,7,10,2019-07-10,28079103_83_98_19_07_10,151.0,627.0,28.0,ºC
36,Temperature,2019,7,10,2019-07-10,28079036_83_98_19_07_10,136.5,296.0,33.0,ºC
103,Precipitation,2019,7,10,2019-07-10,28079103_89_98_19_07_10,9.916666666666666,49.0,1.0,l/m^2
58,Temperature,2019,7,10,2019-07-10,28079058_83_98_19_07_10,29.527083333333337,71.79,3.03,ºC
4,Temperature,2019,7,10,2019-07-10,28079004_83_98_19_07_10,115.625,284.0,23.0,ºC
109,Temperature,2019,7,10,2019-07-10,28079109_83_98_19_07_10,45.833333333333336,110.0,15.0,ºC
38,Temperature,2019,7,10,2019-07-10,28079038_83_98_19_07_10,29.981666666666666,65.13,4.05,ºC
112,Temperature,2019,7,10,2019-07-10,28079112_83_98_19_07_10,12.125,17.0,9.0,ºC
115,Temperature,2019,7,10,2019-07-10,28079115_83_98_19_07_10,0.32499999999999996,2.1,0.1,ºC
111,Temperature,2019,7,10,2019-07-10,28079111_83_98_19_07_10,1.269583333333333,1.38,1.21,ºC
113,Temperature,2019,7,10,2019-07-10,28079113_83_98_19_07_10,63.625,119.0,25.0,ºC
54,Precipitation,2019,7,11,2019-07-11,28079054_89_98_19_07_11,9.875,20.0,8.0,l/m^2
108,Precipitation,2019,7,11,2019-07-11,28079108_89_98_19_07_11,8.666666666666666,17.0,2.0,l/m^2
8,Temperature,2019,7,11,2019-07-11,28079008_83_98_19_07_11,3.35,8.5,1.6,ºC
114,Temperature,2019,7,11,2019-07-11,28079114_83_98_19_07_11,79.91666666666667,144.0,31.0,ºC
4,Temperature,2019,7,11,2019-07-11,28079004_83_98_19_07_11,78.91666666666667,153.0,13.0,ºC
115,Temperature,2019,7,11,2019-07-11,28079115_83_98_19_07_11,30.625,101.0,4.0,ºC
113,Temperature,2019,7,11,2019-07-11,28079113_83_98_19_07_11,48.833333333333336,215.0,1.0,ºC
56,Temperature,2019,7,11,2019-07-11,28079056_83_98_19_07_11,30.684583333333332,74.02,2.4,ºC
59,Temperature,2019,7,11,2019-07-11,28079059_83_98_19_07_11,23.64333333333334,74.96,2.05,ºC
107,Temperature,2019,7,11,2019-07-11,28079107_83_98_19_07_11,53.208333333333336,106.0,13.0,ºC
24,Temperature,2019,7,11,2019-07-11,28079024_83_98_19_07_11,50.583333333333336,316.0,1.0,ºC
54,Temperature,2019,7,11,2019-07-11,28079054_83_98_19_07_11,23.166250000000005,66.61,1.57,ºC
111,Temperature,2019,7,11,2019-07-11,28079111_83_98_19_07_11,24.06,82.53,0.98,ºC
24,Precipitation,2019,7,11,2019-07-11,28079024_89_98_19_07_11,92.375,306.0,24.0,l/m^2
107,Precipitation,2019,7,11,2019-07-11,28079107_89_98_19_07_11,59.208333333333336,107.0,24.0,l/m^2
110,Temperature,2019,7,11,2019-07-11,28079110_83_98_19_07_11,14.583333333333334,32.0,2.0,ºC
35,Temperature,2019,7,11,2019-07-11,28079035_83_98_19_07_11,12.583333333333334,19.0,9.0,ºC
58,Temperature,2019,7,11,2019-07-11,28079058_83_98_19_07_11,44.166666666666664,127.0,1.0,ºC
36,Temperature,2019,7,11,2019-07-11,28079036_83_98_19_07_11,0.40833333333333344,1.1,0.1,ºC
109,Temperature,2019,7,11,2019-07-11,28079109_83_98_19_07_11,58.291666666666664,106.0,17.0,ºC
108,Temperature,2019,7,11,2019-07-11,28079108_83_98_19_07_11,85.125,229.0,26.0,ºC
39,Precipitation,2019,7,11,2019-07-11,28079039_89_98_19_07_11,29.243749999999995,78.14,4.54,l/m^2
38,Temperature,2019,7,11,2019-07-11,28079038_83_98_19_07_11,67.91666666666667,128.0,19.0,ºC
112,Temperature,2019,7,11,2019-07-11,28079112_83_98_19_07_11,11.291666666666666,44.0,1.0,ºC
56,Precipitation,2019,7,11,2019-07-11,28079056_89_98_19_07_11,16.791666666666668,28.0,11.0,l/m^2
18,Temperature,2019,7,11,2019-07-11,28079018_83_98_19_07_11,22.208333333333332,61.0,5.0,ºC
102,Temperature,2019,7,11,2019-07-11,28079102_83_98_19_07_11,28.208333333333332,98.0,1.0,ºC
106,Temperature,2019,7,11,2019-07-11,28079106_83_98_19_07_11,13.416666666666666,19.0,10.0,ºC
103,Temperature,2019,7,11,2019-07-11,28079103_83_98_19_07_11,0.8250000000000001,1.7,0.4,ºC
103,Precipitation,2019,7,11,2019-07-11,28079103_89_98_19_07_11,4.708333333333333,7.0,4.0,l/m^2
102,Precipitation,2019,7,11,2019-07-11,28079102_89_98_19_07_11,0.8583333333333334,1.9,0.3,l/m^2
106,Precipitation,2019,7,11,2019-07-11,28079106_89_98_19_07_11,61.416666666666664,137.0,20.0,l/m^2
108,Precipitation,2019,7,12,2019-07-12,28079108_89_98_19_07_12,90.20833333333333,222.0,22.0,l/m^2
108,Temperature,2019,7,12,2019-07-12,28079108_83_98_19_07_12,0.09916666666666672,0.17,0.05,ºC
56,Temperature,2019,7,12,2019-07-12,28079056_83_98_19_07_12,73.20833333333333,151.0,40.0,ºC
8,Temperature,2019,7,12,2019-07-12,28079008_83_98_19_07_12,25.5,140.0,3.0,ºC
111,Temperature,2019,7,12,2019-07-12,28079111_83_98_19_07_12,60.041666666666664,133.0,10.0,ºC
109,Temperature,2019,7,12,2019-07-12,28079109_83_98_19_07_12,0.1458333333333334,0.2,0.1,ºC
