ControlStation,magnitude,year,month,day,date,Measurement,meanValue,maxValue,minValue,unit
102,Temperature,2020,9,24,2020-09-24,28079102_83_98_20_09_24,4.25,20.0,1.0,ºC
111,Temperature,2020,9,24,2020-09-24,28079111_83_98_20_09_24,72.0,151.0,14.0,ºC
106,Temperature,2020,9,24,2020-09-24,28079106_83_98_20_09_24,3.4166666666666665,11.0,1.0,ºC
54,Temperature,2020,9,24,2020-09-24,28079054_83_98_20_09_24,23.458333333333332,53.0,6.0,ºC
54,Precipitation,2020,9,24,2020-09-24,28079054_89_98_20_09_24,72.60416666666666,124.5,27.31,l/m^2
103,Precipitation,2020,9,24,2020-09-24,28079103_89_98_20_09_24,0.2625,0.5,0.1,l/m^2
106,Precipitation,2020,9,24,2020-09-24,28079106_89_98_20_09_24,36.791666666666664,81.0,12.0,l/m^2
108,Temperature,2020,9,24,2020-09-24,28079108_83_98_20_09_24,37.458333333333336,106.0,12.0,ºC
112,Temperature,2020,9,24,2020-09-24,28079112_83_98_20_09_24,0.2291666666666667,0.3,0.2,ºC
115,Temperature,2020,9,24,2020-09-24,28079115_83_98_20_09_24,6.458333333333333,26.0,1.0,ºC
56,Temperature,2020,9,24,2020-09-24,28079056_83_98_20_09_24,67.20833333333333,130.0,11.0,ºC
113,Temperature,2020,9,24,2020-09-24,28079113_83_98_20_09_24,14.208333333333334,44.0,3.0,ºC
56,Precipitation,2020,9,24,2020-09-24,28079056_89_98_20_09_24,3.9583333333333335,18.0,1.0,l/m^2
103,Temperature,2020,9,24,2020-09-24,28079103_83_98_20_09_24,5.875,20.0,1.0,ºC
58,Temperature,2020,9,24,2020-09-24,28079058_83_98_20_09_24,3.0,5.0,1.0,ºC
114,Temperature,2020,9,24,2020-09-24,28079114_83_98_20_09_24,79.11124999999998,136.2,17.49,ºC
108,Precipitation,2020,9,24,2020-09-24,28079108_89_98_20_09_24,6.125,7.0,6.0,l/m^2
4,Temperature,2020,9,24,2020-09-24,28079004_83_98_20_09_24,16.458333333333332,26.0,7.0,ºC
110,Temperature,2020,9,24,2020-09-24,28079110_83_98_20_09_24,17.875,57.0,5.0,ºC
102,Precipitation,2020,9,24,2020-09-24,28079102_89_98_20_09_24,0.4541666666666668,0.6,0.3,l/m^2
18,Temperature,2020,9,24,2020-09-24,28079018_83_98_20_09_24,0.23750000000000004,0.4,0.2,ºC
24,Precipitation,2020,9,24,2020-09-24,28079024_89_98_20_09_24,13.541666666666666,52.0,1.0,l/m^2
109,Temperature,2020,9,24,2020-09-24,28079109_83_98_20_09_24,88.10875,131.5,38.65,ºC
24,Temperature,2020,9,24,2020-09-24,28079024_83_98_20_09_24,66.58041666666666,124.3,8.87,ºC
107,Precipitation,2020,9,24,2020-09-24,28079107_89_98_20_09_24,80.17375000000001,124.7,31.92,l/m^2
35,Temperature,2020,9,24,2020-09-24,28079035_83_98_20_09_24,30.208333333333332,75.0,10.0,ºC
107,Temperature,2020,9,24,2020-09-24,28079107_83_98_20_09_24,121.41666666666667,430.0,38.0,ºC
18,Temperature,2020,9,25,2020-09-25,28079018_83_98_20_09_25,9.25,12.0,8.0,ºC
113,Temperature,2020,9,25,2020-09-25,28079113_83_98_20_09_25,0.3333333333333333,0.5,0.2,ºC
24,Precipitation,2020,9,25,2020-09-25,28079024_89_98_20_09_25,7.708333333333333,14.0,3.0,l/m^2
106,Temperature,2020,9,25,2020-09-25,28079106_83_98_20_09_25,1.4583333333333333,4.0,1.0,ºC
107,Precipitation,2020,9,25,2020-09-25,28079107_89_98_20_09_25,46.541666666666664,97.0,16.0,l/m^2
111,Temperature,2020,9,25,2020-09-25,28079111_83_98_20_09_25,88.11291666666665,129.5,27.82,ºC
39,Precipitation,2020,9,25,2020-09-25,28079039_89_98_20_09_25,46.458333333333336,81.0,9.0,l/m^2
112,Temperature,2020,9,25,2020-09-25,28079112_83_98_20_09_25,8.791666666666666,14.0,4.0,ºC
108,Temperature,2020,9,25,2020-09-25,28079108_83_98_20_09_25,8.0,11.0,4.0,ºC
109,Temperature,2020,9,25,2020-09-25,28079109_83_98_20_09_25,10.875,12.0,10.0,ºC
103,Precipitation,2020,9,25,2020-09-25,28079103_89_98_20_09_25,0.23333333333333336,0.3,0.2,l/m^2
54,Temperature,2020,9,25,2020-09-25,28079054_83_98_20_09_25,36.375,95.0,11.0,ºC
54,Precipitation,2020,9,25,2020-09-25,28079054_89_98_20_09_25,17.916666666666668,26.0,9.0,l/m^2
4,Temperature,2020,9,25,2020-09-25,28079004_83_98_20_09_25,9.041666666666666,10.0,9.0,ºC
115,Temperature,2020,9,25,2020-09-25,28079115_83_98_20_09_25,46.5,127.0,13.0,ºC
107,Temperature,2020,9,25,2020-09-25,28079107_83_98_20_09_25,16.0,44.0,1.0,ºC
102,Temperature,2020,9,25,2020-09-25,28079102_83_98_20_09_25,30.958333333333332,75.0,11.0,ºC
38,Temperature,2020,9,25,2020-09-25,28079038_83_98_20_09_25,30.0,62.0,10.0,ºC
24,Temperature,2020,9,25,2020-09-25,28079024_83_98_20_09_25,18.208333333333332,27.0,10.0,ºC
114,Temperature,2020,9,25,2020-09-25,28079114_83_98_20_09_25,39.791666666666664,98.0,11.0,ºC
36,Temperature,2020,9,25,2020-09-25,28079036_83_98_20_09_25,0.3458333333333334,0.9,0.1,ºC
106,Precipitation,2020,9,25,2020-09-25,28079106_89_98_20_09_25,20.791666666666668,49.0,5.0,l/m^2
35,Temperature,2020,9,25,2020-09-25,28079035_83_98_20_09_25,37.5,79.0,14.0,ºC
59,Temperature,2020,9,25,2020-09-25,28079059_83_98_20_09_25,0.43750000000000006,0.9,0.1,ºC
102,Precipitation,2020,9,25,2020-09-25,28079102_89_98_20_09_25,6.375,8.0,6.0,l/m^2
58,Temperature,2020,9,25,2020-09-25,28079058_83_98_20_09_25,37.666666666666664,84.0,9.0,ºC
103,Temperature,2020,9,25,2020-09-25,28079103_83_98_20_09_25,20.0,74.0,1.0,ºC
108,Precipitation,2020,9,25,2020-09-25,28079108_89_98_20_09_25,11.458333333333334,22.0,1.0,l/m^2
110,Temperature,2020,9,25,2020-09-25,28079110_83_98_20_09_25,9.416666666666666,27.0,1.0,ºC
59,Precipitation,2020,9,25,2020-09-25,28079059_89_98_20_09_25,75.28625,116.5,12.7,l/m^2
54,Precipitation,2020,9,26,2020-09-26,28079054_89_98_20_09_26,62.958333333333336,191.0,12.0,l/m^2
107,Temperature,2020,9,26,2020-09-26,28079107_83_98_20_09_26,28.541666666666668,104.0,12.0,ºC
18,Temperature,2020,9,26,2020-09-26,28079018_83_98_20_09_26,19.083333333333332,34.0,1.0,ºC
102,Precipitation,2020,9,26,2020-09-26,28079102_89_98_20_09_26,0.3333333333333333,0.7,0.1,l/m^2
108,Temperature,2020,9,26,2020-09-26,28079108_83_98_20_09_26,22.75,48.0,6.0,ºC
115,Temperature,2020,9,26,2020-09-26,28079115_83_98_20_09_26,70.5,136.0,14.0,ºC
112,Temperature,2020,9,26,2020-09-26,28079112_83_98_20_09_26,51.12916666666666,96.09,7.42,ºC
56,Precipitation,2020,9,26,2020-09-26,28079056_89_98_20_09_26,8.666666666666666,15.0,1.0,l/m^2
114,Temperature,2020,9,26,2020-09-26,28079114_83_98_20_09_26,44.0,88.0,13.0,ºC
59,Temperature,2020,9,26,2020-09-26,28079059_83_98_20_09_26,0.5958333333333333,0.8,0.5,ºC
24,Precipitation,2020,9,26,2020-09-26,28079024_89_98_20_09_26,0.25416666666666665,0.4,0.2,l/m^2
24,Temperature,2020,9,26,2020-09-26,28079024_83_98_20_09_26,13.833333333333334,22.0,7.0,ºC
56,Temperature,2020,9,26,2020-09-26,28079056_83_98_20_09_26,7.75,35.0,1.0,ºC
58,Temperature,2020,9,26,2020-09-26,28079058_83_98_20_09_26,2.808333333333333,6.3,0.7,ºC
103,Temperature,2020,9,26,2020-09-26,28079103_83_98_20_09_26,0.7166666666666668,1.7,0.2,ºC
59,Precipitation,2020,9,26,2020-09-26,28079059_89_98_20_09_26,0.4458333333333335,0.7,0.3,l/m^2
103,Precipitation,2020,9,26,2020-09-26,28079103_89_98_20_09_26,11.208333333333334,14.0,10.0,l/m^2
113,Temperature,2020,9,26,2020-09-26,28079113_83_98_20_09_26,48.625,98.0,9.0,ºC
108,Precipitation,2020,9,26,2020-09-26,28079108_89_98_20_09_26,0.31666666666666665,0.6,0.1,l/m^2
111,Temperature,2020,9,26,2020-09-26,28079111_83_98_20_09_26,57.708333333333336,139.0,15.0,ºC
109,Temperature,2020,9,26,2020-09-26,28079109_83_98_20_09_26,75.08166666666666,107.5,28.62,ºC
106,Temperature,2020,9,26,2020-09-26,28079106_83_98_20_09_26,46.791666666666664,73.0,12.0,ºC
39,Precipitation,2020,9,26,2020-09-26,28079039_89_98_20_09_26,71.07875,119.9,12.92,l/m^2
8,Temperature,2020,9,26,2020-09-26,28079008_83_98_20_09_26,0.5291666666666668,0.7,0.3,ºC
107,Precipitation,2020,9,26,2020-09-26,28079107_89_98_20_09_26,9.458333333333334,21.0,5.0,l/m^2
102,Temperature,2020,9,26,2020-09-26,28079102_83_98_20_09_26,14.083333333333334,41.0,4.0,ºC
4,Temperature,2020,9,26,2020-09-26,28079004_83_98_20_09_26,0.41250000000000003,0.7,0.1,ºC
36,Temperature,2020,9,26,2020-09-26,28079036_83_98_20_09_26,3.104166666666666,15.0,0.6,ºC
110,Temperature,2020,9,26,2020-09-26,28079110_83_98_20_09_26,0.2708333333333334,0.6,0.1,ºC
106,Precipitation,2020,9,26,2020-09-26,28079106_89_98_20_09_26,8.833333333333334,33.0,1.0,l/m^2
35,Temperature,2020,9,26,2020-09-26,28079035_83_98_20_09_26,10.708333333333334,22.0,4.0,ºC
54,Temperature,2020,9,26,2020-09-26,28079054_83_98_20_09_26,56.24583333333334,101.6,15.99,ºC
38,Temperature,2020,9,26,2020-09-26,28079038_83_98_20_09_26,42.5,90.0,10.0,ºC
106,Precipitation,2020,9,27,2020-09-27,28079106_89_98_20_09_27,46.416666666666664,89.0,15.0,l/m^2
58,Temperature,2020,9,27,2020-09-27,28079058_83_98_20_09_27,0.11416666666666665,0.19,0.05,ºC
106,Temperature,2020,9,27,2020-09-27,28079106_83_98_20_09_27,25.625,51.0,10.0,ºC
59,Precipitation,2020,9,27,2020-09-27,28079059_89_98_20_09_27,4.25,6.0,4.0,l/m^2
56,Precipitation,2020,9,27,2020-09-27,28079056_89_98_20_09_27,13.333333333333334,73.0,1.0,l/m^2
103,Temperature,2020,9,27,2020-09-27,28079103_83_98_20_09_27,6.458333333333333,22.0,1.0,ºC
113,Temperature,2020,9,27,2020-09-27,28079113_83_98_20_09_27,0.3583333333333332,1.2,0.1,ºC
59,Temperature,2020,9,27,2020-09-27,28079059_83_98_20_09_27,0.2166666666666667,0.4,0.1,ºC
115,Temperature,2020,9,27,2020-09-27,28079115_83_98_20_09_27,22.916666666666668,47.0,2.0,ºC
54,Temperature,2020,9,27,2020-09-27,28079054_83_98_20_09_27,49.458333333333336,129.0,11.0,ºC
36,Temperature,2020,9,27,2020-09-27,28079036_83_98_20_09_27,61.041666666666664,121.0,21.0,ºC
56,Temperature,2020,9,27,2020-09-27,28079056_83_98_20_09_27,26.666666666666668,44.0,18.0,ºC
109,Temperature,2020,9,27,2020-09-27,28079109_83_98_20_09_27,68.5,163.0,22.0,ºC
24,Temperature,2020,9,27,2020-09-27,28079024_83_98_20_09_27,1.644166666666667,1.77,1.53,ºC
108,Precipitation,2020,9,27,2020-09-27,28079108_89_98_20_09_27,0.33749999999999997,0.7,0.1,l/m^2
112,Temperature,2020,9,27,2020-09-27,28079112_83_98_20_09_27,47.291666666666664,97.0,16.0,ºC
110,Temperature,2020,9,27,2020-09-27,28079110_83_98_20_09_27,3.875,21.0,1.0,ºC
35,Temperature,2020,9,27,2020-09-27,28079035_83_98_20_09_27,0.23333333333333336,0.3,0.2,ºC
39,Precipitation,2020,9,27,2020-09-27,28079039_89_98_20_09_27,54.291666666666664,110.0,26.0,l/m^2
102,Temperature,2020,9,27,2020-09-27,28079102_83_98_20_09_27,3.3333333333333335,9.0,1.0,ºC
108,Temperature,2020,9,27,2020-09-27,28079108_83_98_20_09_27,2.2916666666666665,13.0,1.0,ºC
24,Precipitation,2020,9,27,2020-09-27,28079024_89_98_20_09_27,2.025,3.6,1.1,l/m^2
111,Temperature,2020,9,27,2020-09-27,28079111_83_98_20_09_27,63.14458333333332,99.12,5.23,ºC
8,Temperature,2020,9,27,2020-09-27,28079008_83_98_20_09_27,14.166666666666666,68.0,1.0,ºC
103,Precipitation,2020,9,27,2020-09-27,28079103_89_98_20_09_27,57.541666666666664,135.0,10.0,l/m^2
114,Temperature,2020,9,27,2020-09-27,28079114_83_98_20_09_27,1.5304166666666668,1.62,1.47,ºC
54,Precipitation,2020,9,27,2020-09-27,28079054_89_98_20_09_27,0.3166666666666667,0.6,0.2,l/m^2
4,Temperature,2020,9,27,2020-09-27,28079004_83_98_20_09_27,39.708333333333336,89.0,18.0,ºC
102,Precipitation,2020,9,27,2020-09-27,28079102_89_98_20_09_27,14.25,24.0,6.0,l/m^2
114,Temperature,2020,9,28,2020-09-28,28079114_83_98_20_09_28,15.416666666666666,41.0,1.0,ºC
107,Temperature,2020,9,28,2020-09-28,28079107_83_98_20_09_28,147.16666666666666,345.0,46.0,ºC
58,Temperature,2020,9,28,2020-09-28,28079058_83_98_20_09_28,44.333333333333336,87.0,8.0,ºC
102,Precipitation,2020,9,28,2020-09-28,28079102_89_98_20_09_28,0.28750000000000003,0.5,0.1,l/m^2
8,Temperature,2020,9,28,2020-09-28,28079008_83_98_20_09_28,3.75,14.0,1.0,ºC
59,Precipitation,2020,9,28,2020-09-28,28079059_89_98_20_09_28,0.1708333333333333,1.0,0.1,l/m^2
107,Precipitation,2020,9,28,2020-09-28,28079107_89_98_20_09_28,120.70833333333333,381.0,33.0,l/m^2
59,Temperature,2020,9,28,2020-09-28,28079059_83_98_20_09_28,11.458333333333334,20.0,3.0,ºC
36,Temperature,2020,9,28,2020-09-28,28079036_83_98_20_09_28,71.875,170.0,19.0,ºC
110,Temperature,2020,9,28,2020-09-28,28079110_83_98_20_09_28,50.166666666666664,112.0,14.0,ºC
54,Temperature,2020,9,28,2020-09-28,28079054_83_98_20_09_28,14.208333333333334,36.0,1.0,ºC
108,Precipitation,2020,9,28,2020-09-28,28079108_89_98_20_09_28,4.508333333333334,13.8,1.6,l/m^2
102,Temperature,2020,9,28,2020-09-28,28079102_83_98_20_09_28,8.625,26.0,1.0,ºC
103,Precipitation,2020,9,28,2020-09-28,28079103_89_98_20_09_28,0.24166666666666656,0.8,0.1,l/m^2
24,Precipitation,2020,9,28,2020-09-28,28079024_89_98_20_09_28,54.43291666666668,106.5,3.87,l/m^2
111,Temperature,2020,9,28,2020-09-28,28079111_83_98_20_09_28,61.691666666666684,112.5,10.07,ºC
18,Temperature,2020,9,28,2020-09-28,28079018_83_98_20_09_28,28.208333333333332,61.0,13.0,ºC
39,Precipitation,2020,9,28,2020-09-28,28079039_89_98_20_09_28,63.49375,107.9,8.17,l/m^2
108,Temperature,2020,9,28,2020-09-28,28079108_83_98_20_09_28,1.2770833333333333,1.39,1.21,ºC
54,Precipitation,2020,9,28,2020-09-28,28079054_89_98_20_09_28,31.583333333333332,73.0,12.0,l/m^2
4,Temperature,2020,9,28,2020-09-28,28079004_83_98_20_09_28,82.16666666666667,119.0,25.0,ºC
24,Temperature,2020,9,28,2020-09-28,28079024_83_98_20_09_28,0.4250000000000001,0.8,0.2,ºC
115,Temperature,2020,9,28,2020-09-28,28079115_83_98_20_09_28,35.208333333333336,100.0,5.0,ºC
112,Temperature,2020,9,28,2020-09-28,28079112_83_98_20_09_28,13.791666666666666,52.0,1.0,ºC
35,Temperature,2020,9,28,2020-09-28,28079035_83_98_20_09_28,0.3166666666666666,0.8,0.1,ºC
56,Temperature,2020,9,28,2020-09-28,28079056_83_98_20_09_28,8.416666666666666,31.0,1.0,ºC
103,Temperature,2020,9,28,2020-09-28,28079103_83_98_20_09_28,73.5,121.0,26.0,ºC
38,Temperature,2020,9,28,2020-09-28,28079038_83_98_20_09_28,0.0575,0.11,0.02,ºC
56,Precipitation,2020,9,28,2020-09-28,28079056_89_98_20_09_28,22.416666666666668,37.0,11.0,l/m^2
106,Precipitation,2020,9,28,2020-09-28,28079106_89_98_20_09_28,50.666666666666664,94.0,14.0,l/m^2
106,Temperature,2020,9,28,2020-09-28,28079106_83_98_20_09_28,23.458333333333332,38.0,10.0,ºC
109,Temperature,2020,9,28,2020-09-28,28079109_83_98_20_09_28,9.333333333333334,11.0,8.0,ºC
113,Temperature,2020,9,28,2020-09-28,28079113_83_98_20_09_28,9.625,11.0,9.0,ºC
111,Temperature,2020,9,29,2020-09-29,28079111_83_98_20_09_29,20.0,49.0,1.0,ºC
102,Temperature,2020,9,29,2020-09-29,28079102_83_98_20_09_29,9.041666666666666,13.0,6.0,ºC
112,Temperature,2020,9,29,2020-09-29,28079112_83_98_20_09_29,1.2208333333333334,1.28,1.17,ºC
59,Precipitation,2020,9,29,2020-09-29,28079059_89_98_20_09_29,48.125,146.0,13.0,l/m^2
110,Temperature,2020,9,29,2020-09-29,28079110_83_98_20_09_29,40.541666666666664,97.0,11.0,ºC
108,Precipitation,2020,9,29,2020-09-29,28079108_89_98_20_09_29,43.083333333333336,74.0,17.0,l/m^2
109,Temperature,2020,9,29,2020-09-29,28079109_83_98_20_09_29,70.33333333333333,189.0,10.0,ºC
113,Temperature,2020,9,29,2020-09-29,28079113_83_98_20_09_29,42.75,137.0,7.0,ºC
107,Temperature,2020,9,29,2020-09-29,28079107_83_98_20_09_29,2.345833333333334,9.4,0.1,ºC
108,Temperature,2020,9,29,2020-09-29,28079108_83_98_20_09_29,26.75,63.0,8.0,ºC
24,Precipitation,2020,9,29,2020-09-29,28079024_89_98_20_09_29,5.083333333333333,28.0,1.0,l/m^2
18,Temperature,2020,9,29,2020-09-29,28079018_83_98_20_09_29,4.333333333333333,15.0,1.0,ºC
38,Temperature,2020,9,29,2020-09-29,28079038_83_98_20_09_29,25.958333333333332,106.0,3.0,ºC
103,Precipitation,2020,9,29,2020-09-29,28079103_89_98_20_09_29,33.375,76.0,12.0,l/m^2
56,Temperature,2020,9,29,2020-09-29,28079056_83_98_20_09_29,19.458333333333332,37.0,8.0,ºC
8,Temperature,2020,9,29,2020-09-29,28079008_83_98_20_09_29,0.2625,0.4,0.2,ºC
103,Temperature,2020,9,29,2020-09-29,28079103_83_98_20_09_29,13.916666666666666,52.0,2.0,ºC
56,Precipitation,2020,9,29,2020-09-29,28079056_89_98_20_09_29,56.458333333333336,112.0,23.0,l/m^2
58,Temperature,2020,9,29,2020-09-29,28079058_83_98_20_09_29,112.875,190.0,26.0,ºC
35,Temperature,2020,9,29,2020-09-29,28079035_83_98_20_09_29,11.5,14.0,9.0,ºC
24,Temperature,2020,9,29,2020-09-29,28079024_83_98_20_09_29,2.2083333333333335,5.0,0.6,ºC
106,Temperature,2020,9,29,2020-09-29,28079106_83_98_20_09_29,11.291666666666666,19.0,3.0,ºC
107,Precipitation,2020,9,29,2020-09-29,28079107_89_98_20_09_29,76.72083333333333,119.8,35.23,l/m^2
4,Temperature,2020,9,29,2020-09-29,28079004_83_98_20_09_29,67.54166666666667,122.0,28.0,ºC
54,Precipitation,2020,9,29,2020-09-29,28079054_89_98_20_09_29,14.541666666666666,31.0,6.0,l/m^2
59,Temperature,2020,9,29,2020-09-29,28079059_83_98_20_09_29,43.43000000000001,79.51,13.74,ºC
114,Temperature,2020,9,29,2020-09-29,28079114_83_98_20_09_29,9.0,12.0,7.0,ºC
36,Temperature,2020,9,29,2020-09-29,28079036_83_98_20_09_29,17.541666666666668,60.0,5.0,ºC
115,Temperature,2020,9,29,2020-09-29,28079115_83_98_20_09_29,34.583333333333336,169.0,2.0,ºC
106,Precipitation,2020,9,29,2020-09-29,28079106_89_98_20_09_29,0.20000000000000007,0.2,0.2,l/m^2
54,Temperature,2020,9,29,2020-09-29,28079054_83_98_20_09_29,1.9583333333333333,5.0,1.0,ºC
39,Precipitation,2020,9,29,2020-09-29,28079039_89_98_20_09_29,1.5166666666666666,7.9,0.6,l/m^2
102,Precipitation,2020,9,29,2020-09-29,28079102_89_98_20_09_29,17.416666666666668,34.0,9.0,l/m^2
35,Temperature,2020,9,30,2020-09-30,28079035_83_98_20_09_30,7.708333333333333,9.0,7.0,ºC
110,Temperature,2020,9,30,2020-09-30,28079110_83_98_20_09_30,11.833333333333334,23.0,6.0,ºC
36,Temperature,2020,9,30,2020-09-30,28079036_83_98_20_09_30,17.666666666666668,36.0,10.0,ºC
102,Temperature,2020,9,30,2020-09-30,28079102_83_98_20_09_30,9.208333333333334,37.0,4.0,ºC
54,Precipitation,2020,9,30,2020-09-30,28079054_89_98_20_09_30,22.25,50.0,9.0,l/m^2
103,Precipitation,2020,9,30,2020-09-30,28079103_89_98_20_09_30,16.375,27.0,9.0,l/m^2
112,Temperature,2020,9,30,2020-09-30,28079112_83_98_20_09_30,71.54458333333332,86.97,45.35,ºC
109,Temperature,2020,9,30,2020-09-30,28079109_83_98_20_09_30,0.5208333333333333,0.6,0.5,ºC
107,Precipitation,2020,9,30,2020-09-30,28079107_89_98_20_09_30,1.3333333333333333,2.0,1.0,l/m^2
115,Temperature,2020,9,30,2020-09-30,28079115_83_98_20_09_30,24.916666666666668,48.0,9.0,ºC
102,Precipitation,2020,9,30,2020-09-30,28079102_89_98_20_09_30,0.625,1.1,0.3,l/m^2
24,Precipitation,2020,9,30,2020-09-30,28079024_89_98_20_09_30,34.333333333333336,55.0,14.0,l/m^2
59,Temperature,2020,9,30,2020-09-30,28079059_83_98_20_09_30,17.083333333333332,52.0,7.0,ºC
114,Temperature,2020,9,30,2020-09-30,28079114_83_98_20_09_30,0.5625000000000001,1.5,0.2,ºC
58,Temperature,2020,9,30,2020-09-30,28079058_83_98_20_09_30,1.5416666666666667,5.0,1.0,ºC
59,Precipitation,2020,9,30,2020-09-30,28079059_89_98_20_09_30,12.291666666666666,17.0,3.0,l/m^2
111,Temperature,2020,9,30,2020-09-30,28079111_83_98_20_09_30,14.625,24.0,9.0,ºC
39,Precipitation,2020,9,30,2020-09-30,28079039_89_98_20_09_30,19.875,39.0,8.0,l/m^2
4,Temperature,2020,9,30,2020-09-30,28079004_83_98_20_09_30,24.083333333333332,41.0,10.0,ºC
24,Temperature,2020,9,30,2020-09-30,28079024_83_98_20_09_30,9.041666666666666,10.0,8.0,ºC
106,Precipitation,2020,9,30,2020-09-30,28079106_89_98_20_09_30,12.416666666666666,23.0,7.0,l/m^2
18,Temperature,2020,9,30,2020-09-30,28079018_83_98_20_09_30,12.541666666666666,29.0,7.0,ºC
107,Temperature,2020,9,30,2020-09-30,28079107_83_98_20_09_30,21.75,45.0,11.0,ºC
103,Temperature,2020,9,30,2020-09-30,28079103_83_98_20_09_30,9.916666666666666,12.0,9.0,ºC
108,Precipitation,2020,9,30,2020-09-30,28079108_89_98_20_09_30,2.0416666666666665,5.0,1.0,l/m^2
106,Temperature,2020,9,30,2020-09-30,28079106_83_98_20_09_30,14.666666666666666,28.0,7.0,ºC
108,Temperature,2020,9,30,2020-09-30,28079108_83_98_20_09_30,0.17916666666666672,0.3,0.1,ºC
54,Temperature,2020,9,30,2020-09-30,28079054_83_98_20_09_30,15.0,30.0,9.0,ºC
113,Temperature,2020,9,30,2020-09-30,28079113_83_98_20_09_30,80.36833333333334,100.1,46.25,ºC
38,Temperature,2020,9,30,2020-09-30,28079038_83_98_20_09_30,2.2916666666666665,5.0,1.0,ºC
109,Temperature,2020,10,1,2020-10-01,28079109_83_98_20_10_01,1.5833333333333333,7.0,1.0,ºC
108,Precipitation,2020,10,1,2020-10-01,28079108_89_98_20_10_01,0.20416666666666675,0.3,0.2,l/m^2
114,Temperature,2020,10,1,2020-10-01,28079114_83_98_20_10_01,7.0,13.0,2.0,ºC
8,Temperature,2020,10,1,2020-10-01,28079008_83_98_20_10_01,0.22916666666666666,0.4,0.1,ºC
54,Temperature,2020,10,1,2020-10-01,28079054_83_98_20_10_01,78.98875,104.3,55.25,ºC
39,Precipitation,2020,10,1,2020-10-01,28079039_89_98_20_10_01,13.583333333333334,22.0,6.0,l/m^2
38,Temperature,2020,10,1,2020-10-01,28079038_83_98_20_10_01,2.625,6.0,1.0,ºC
36,Temperature,2020,10,1,2020-10-01,28079036_83_98_20_10_01,11.791666666666666,26.0,6.0,ºC
35,Temperature,2020,10,1,2020-10-01,28079035_83_98_20_10_01,15.208333333333334,28.0,10.0,ºC
54,Precipitation,2020,10,1,2020-10-01,28079054_89_98_20_10_01,20.0,59.0,8.0,l/m^2
24,Temperature,2020,10,1,2020-10-01,28079024_83_98_20_10_01,45.64916666666667,64.1,26.67,ºC
58,Temperature,2020,10,1,2020-10-01,28079058_83_98_20_10_01,6.416666666666667,13.0,1.0,ºC
110,Temperature,2020,10,1,2020-10-01,28079110_83_98_20_10_01,12.541666666666666,27.0,8.0,ºC
112,Temperature,2020,10,1,2020-10-01,28079112_83_98_20_10_01,76.84666666666666,98.14,48.67,ºC
113,Temperature,2020,10,1,2020-10-01,28079113_83_98_20_10_01,6.25,10.0,1.0,ºC
56,Temperature,2020,10,1,2020-10-01,28079056_83_98_20_10_01,9.875,23.0,5.0,ºC
108,Temperature,2020,10,1,2020-10-01,28079108_83_98_20_10_01,16.958333333333332,34.0,9.0,ºC
115,Temperature,2020,10,1,2020-10-01,28079115_83_98_20_10_01,9.333333333333334,20.0,3.0,ºC
56,Precipitation,2020,10,1,2020-10-01,28079056_89_98_20_10_01,86.83541666666667,111.0,67.49,l/m^2
4,Temperature,2020,10,1,2020-10-01,28079004_83_98_20_10_01,2.0833333333333335,6.0,1.0,ºC
111,Temperature,2020,10,1,2020-10-01,28079111_83_98_20_10_01,2.4583333333333335,8.0,1.0,ºC
59,Temperature,2020,10,1,2020-10-01,28079059_83_98_20_10_01,0.15416666666666673,0.2,0.1,ºC
18,Temperature,2020,10,1,2020-10-01,28079018_83_98_20_10_01,6.0,6.0,6.0,ºC
106,Temperature,2020,10,1,2020-10-01,28079106_83_98_20_10_01,0.11666666666666671,0.2,0.1,ºC
107,Temperature,2020,10,1,2020-10-01,28079107_83_98_20_10_01,14.958333333333334,32.0,8.0,ºC
106,Precipitation,2020,10,1,2020-10-01,28079106_89_98_20_10_01,15.208333333333334,34.0,1.0,l/m^2
102,Precipitation,2020,10,1,2020-10-01,28079102_89_98_20_10_01,59.25833333333333,76.5,37.79,l/m^2
103,Precipitation,2020,10,1,2020-10-01,28079103_89_98_20_10_01,3.0416666666666665,7.0,1.0,l/m^2
59,Precipitation,2020,10,1,2020-10-01,28079059_89_98_20_10_01,10.083333333333334,26.0,5.0,l/m^2
107,Precipitation,2020,10,1,2020-10-01,28079107_89_98_20_10_01,6.166666666666667,16.0,1.0,l/m^2
103,Temperature,2020,10,1,2020-10-01,28079103_83_98_20_10_01,13.291666666666666,33.0,6.0,ºC
102,Temperature,2020,10,1,2020-10-01,28079102_83_98_20_10_01,0.2916666666666666,0.3,0.2,ºC
59,Precipitation,2020,10,2,2020-10-02,28079059_89_98_20_10_02,0.3375000000000001,0.6,0.1,l/m^2
4,Temperature,2020,10,2,2020-10-02,28079004_83_98_20_10_02,6.833333333333333,17.0,1.0,ºC
24,Temperature,2020,10,2,2020-10-02,28079024_83_98_20_10_02,0.10000000000000003,0.1,0.1,ºC
54,Precipitation,2020,10,2,2020-10-02,28079054_89_98_20_10_02,37.25,51.0,22.0,l/m^2
58,Temperature,2020,10,2,2020-10-02,28079058_83_98_20_10_02,7.708333333333333,13.0,4.0,ºC
56,Precipitation,2020,10,2,2020-10-02,28079056_89_98_20_10_02,1.375,5.0,1.0,l/m^2
