TIPO_DATO;CLASE_VIAL;DIRECCIÓN;NOMBRE_VIAL;NÚMERO 1;DISTRITO;LATITUD;LONGITUD
Contenedor de ropa;Calle;Calle Javier de quinto;Javier de quinto;12;Hortaleza;40,46666;-3,64184
Contenedor de ropa;Calle;Calle Emigrantes;Emigrantes;13;Hortaleza;40,4677;-3,63796
Contenedor de ropa;Carretera;Carretera Canillas;Canillas;121;Hortaleza;40,46546;-3,63757
Contenedor de ropa;Calle;Calle Torquemada;Torquemada;10;Hortaleza;40,46595;-3,63944
Contenedor de ropa;Carretera;Carretera Canillas;Canillas;47;Hortaleza;40,46368;-3,64658
Contenedor de ropa;Calle;Calle Pegaso;Pegaso;2;Hortaleza;40,462967;-3,649095
Contenedor de ropa;Calle;Calle Puerto de Santa María;Puerto de Santa María;14;Hortaleza;40,454883;-3,650893
Contenedor de ropa;Calle;Calle Moscatelas;Moscatelas;10;Hortaleza;40,45715;-3,64936
Contenedor de ropa;Calle;Calle Carril del Conde;Carril del Conde;61;Hortaleza;40,46085;-3,65392
Contenedor de ropa;Calle;Calle Andorra;Andorra;41;Hortaleza;40,45997;-3,64582
Contenedor de ropa;Calle;Calle Calanda;Calanda;28;Hortaleza;40,46212;-3,64248
Contenedor de ropa;Calle;Calle Alcorisa;Alcorisa;21;Hortaleza;40,46257;-3,64084
Contenedor de ropa;Calle;Calle Silvano;Silvano;77;Hortaleza;40,46307;-3,63689
Contenedor de ropa;Calle;Calle Silvano;Silvano;150;Hortaleza;40,46249;-3,62905
Contenedor de ropa;Calle;Calle Tomás Redondo ;Tomás Redondo ;8;Hortaleza;40,470194;-3,627874
Contenedor de ropa;Avenida;Avenida Niceto Alcala Zamora;Niceto Alcala Zamora;48;Hortaleza;40,49879;-3,65557
Contenedor de ropa;Estación;Estación Santa Adela;Santa Adela;36;Hortaleza;40,479187;-3,647425
Contenedor de ropa;Estación;Estación Ctra Hortaleza ;Ctra Hortaleza ;11;Hortaleza;40,478915;-3,653124
Contenedor de ropa;Avenida;Avenida Virgen del Carmén;Virgen del Carmén;9;Hortaleza;40,47379;-3,65454
Contenedor de ropa;Calle;Calle Luis Buitrago;Luis Buitrago;15;Hortaleza;40,47385;-3,65126
Contenedor de ropa;Avenida;Avenida Virgen del Carmén;Virgen del Carmén;34;Hortaleza;40,47517;-3,65079
Contenedor de ropa;Calle;Calle López de hoyos;López de hoyos;478;Hortaleza;40,47144;-3,64976
Contenedor de ropa;Calle;Calle López de hoyos;López de hoyos;353;Hortaleza;40,46971;-3,65207
Contenedor de ropa;Calle;Calle López de hoyos;López de hoyos;442;Hortaleza;40,46747;-3,65398
Contenedor de ropa;Calle;Calle Ángel Luis de la herran;Ángel Luis de la herran;31;Hortaleza;40,47001;-3,65004
Contenedor de ropa;Calle;Calle Ángel Luis de la herran;Ángel Luis de la herran;40;Hortaleza;40,470247;-3,647633
Contenedor de ropa;Calle;Calle Carrión de los condes;Carrión de los condes;73;Hortaleza;40,47601;-3,65805
Contenedor de ropa;Calle;Calle Cuevas de Almanzora;Cuevas de Almanzora;171;Hortaleza;40,47646;-3,65898
Contenedor de ropa;Calle;Calle Monovar;Monovar;9;Hortaleza;40,47661;-3,65679
Contenedor de ropa;Calle;Calle Jazmín;Jazmín;12;Hortaleza;40,47673;-3,66757
Contenedor de ropa;Calle;Calle Velez Blanco;Velez Blanco;32;Hortaleza;40,47769;-3,66207
Contenedor de ropa;Calle;Calle Velez Rubio;Velez Rubio;1;Hortaleza;40,47672;-3,66324
Contenedor de ropa;Avenida;Avenida Espliego;Espliego;25;Hortaleza;40,4753527;-3,6655843
Contenedor de ropa;Calle;Calle Arturo Soria;Arturo Soria;330;Hortaleza;40,4803;-3,66648
Contenedor de ropa;Avenida;Avenida Manoteras;Manoteras;50;Hortaleza;40,48656;-3,66199
Contenedor de ropa;Avenida;Avenida Francisco Pi y Margall  ;Francisco Pi y Margall  ;1;Hortaleza;40,48865;-3,65729
Contenedor de ropa;Avenida;Avenida Pi y Margall;Pi y Margall;81;Hortaleza;40,49225;-3,66323
Contenedor de ropa;Calle;Calle Principe Carlos;Principe Carlos;19;Hortaleza;40,49324;-3,65609
Contenedor de ropa;Calle;Calle Princesa de Éboli;Princesa de Éboli;62;Hortaleza;40,49601;-3,65553
Contenedor de ropa;Calle;Calle Ana de Austria;Ana de Austria;73;Hortaleza;40,50033;-3,65466
Contenedor de ropa;Calle;Calle Principe Carlos;Principe Carlos;22;Hortaleza;40,48802;-3,65045
Contenedor de ropa;Avenida;Avenida Fuerzas Armadas;Fuerzas Armadas;207;Hortaleza;40,48337;-3,62781
Contenedor de ropa;Calle;Calle Camino alto de Hortaleza;Camino alto de Hortaleza;6;Hortaleza;40,47487;-3,62795
Contenedor de ropa;Avenida;Avenida Machupichu;Machupichu;73;Hortaleza;40,46061;-3,63307
Contenedor de ropa;Avenida;Avenida Machupichu;Machupichu;35;Hortaleza;40,4608;-3,62925
Contenedor de ropa;Calle;Calle Camelias;Camelias;7;Hortaleza;40,45174;-3,61867
Contenedor de ropa;Calle;Calle Petunias;Petunias;45;Hortaleza;40,4535;-3,61913
Contenedor de ropa;Avenida;Avenida Arces y Boj;Arces y Boj;5;Hortaleza;40,455723;-3,617834
Contenedor de ropa;Calle;Calle Camarena;Camarena;10;Latina;40,395546;-3,7562433
Contenedor de ropa;Calle;Calle Valmojado;Valmojado;55;Latina;40,397017;-3,7558356
Contenedor de ropa;Calle;Calle Serradilla c/v Mirabel;Serradilla c/v Mirabel;13;Latina;40,378789;-3,781949
Contenedor de ropa;Carretera;Carretera Boadilla del Monte;Boadilla del Monte;40;Latina;40,399685;-3,7747433
Contenedor de ropa;Calle;Calle Pericles;Pericles;6;Latina;40,409373;-3,7299039
Contenedor de ropa;Calle;Calle Rafael Finat;Rafael Finat;47;Latina;40,379633;-3,7689296
Contenedor de ropa;Avenida;Avenida Águilas;Águilas;14;Latina;40,383081;-3,7721144
Contenedor de ropa;Calle;Calle Olivillo;Olivillo;4;Latina;40,406559;-3,7458896
Contenedor de ropa;Calle;Calle Gallur;Gallur;2;Latina;40,398668;-3,7358923
Contenedor de ropa;Calle;Calle Fuente del Tiro;Fuente del Tiro;72;Latina;40,382991;-3,7800773
Contenedor de ropa;Calle;Calle Rodrigo de Arana;Rodrigo de Arana;50;Latina;40,37943;-3,7655935
Contenedor de ropa;Avenida;Avenida Nuestra Señora de Valvanera;Nuestra Señora de Valvanera;120;Latina;40,393678;-3,7414702
Contenedor de ropa;Avenida;Avenida Caprichos;Caprichos;1;Latina;40,405886;-3,728511
Contenedor de ropa;Calle;Calle Fuerte de Navidad;Fuerte de Navidad;11;Latina;40,381062;-3,7653999
Contenedor de ropa;Avenida;Avenida Águilas;Águilas;114;Latina;40,381104;-3,7806799
Contenedor de ropa;Avenida;Avenida Poblados;Poblados;62;Latina;40,38491;-3,76121
Contenedor de ropa;Calle;Calle Ángel Sain Briz;Ángel Sain Briz;1;Latina;40,40059616;-3,735608896
Contenedor de ropa;Calle;Calle Francos Rodríguez;Francos Rodríguez;100;Moncloa-Aravaca;40,45843;-3,7121064
Contenedor de ropa;Calle;Calle Antonio Machado;Antonio Machado;20;Moncloa-Aravaca;40,466672;-3,7195421
Contenedor de ropa;Paseo;Paseo Rey;Rey;34;Moncloa-Aravaca;40,42516643;-3,72257642
Contenedor de ropa;Calle;Calle Arroyo de Pozuelo;Arroyo de Pozuelo;99;Moncloa-Aravaca;40,451917;-3,7830673
Contenedor de ropa;Calle;Calle Antonio Machado;Antonio Machado;12;Moncloa-Aravaca;40,46599;-3,7190866
Contenedor de ropa;Avenida;Avenida Santo Angel de la Guarda;Santo Angel de la Guarda;6;Moncloa-Aravaca;40,460935;-3,7119323
Contenedor de ropa;Calle;Calle Santa Pola;Santa Pola;22;Moncloa-Aravaca;40,432176;-3,736847
Contenedor de ropa;Calle;Calle San Restituto;San Restituto;24;Moncloa-Aravaca;40,46507;-3,71202
Contenedor de ropa;Paseo;Paseo Senda Del Rey;Senda Del Rey;20;Moncloa-Aravaca;40,451758;-3,740127
Contenedor de ropa;Calle;Calle Encomienda de Palacios;Encomienda de Palacios;332;Moratalaz;40,397466;-3,635498
Contenedor de ropa;Calle;Calle Fuente Carrantona;Fuente Carrantona;8;Moratalaz;40,398577;-3,63715
Contenedor de ropa;Calle;Calle Fuente Carrantona;Fuente Carrantona;10;Moratalaz;40,39927;-3,636741
Contenedor de ropa;Calle;Calle Tacona;Tacona;71;Moratalaz;40,397996;-3,640157
Contenedor de ropa;Calle;Calle Encomienda de Palacios;Encomienda de Palacios;190;Moratalaz;40,399017;-3,641867
Contenedor de ropa;Calle;Calle Encomienda de Palacios;Encomienda de Palacios;156;Moratalaz;40,400005;-3,64204
Contenedor de ropa;Calle;Calle Encomienda de Palacios;Encomienda de Palacios;8;Moratalaz;40,40068;-3,646045
Contenedor de ropa;Calle;Calle Corregidor Juan Francisco de Lujan;Corregidor Juan Francisco de Lujan;85;Moratalaz;40,401761;-3,646199
Contenedor de ropa;Calle;Calle Corregidor Alonso de Tobar;Corregidor Alonso de Tobar;8;Moratalaz;40,40327;-3,648471
Contenedor de ropa;Calle;Calle Hacienda de Pavones;Hacienda de Pavones;4;Moratalaz;40,405154;-3,650653
Contenedor de ropa;Calle;Calle Arroyo Belincoso;Arroyo Belincoso;11;Moratalaz;40,4098;-3,65294
Contenedor de ropa;Calle;Calle Camino de Vinateros;Camino de Vinateros;104;Moratalaz;40,409999;-3,650886
Contenedor de ropa;Calle;Calle Marroquina;Marroquina;26;Moratalaz;40,407726;-3,64903
Contenedor de ropa;Calle;Calle Entre Arroyos;Entre Arroyos;33;Moratalaz;40,40863;-3,65449
Contenedor de ropa;Calle;Calle Arroyo de la Media Legua;Arroyo de la Media Legua;1;Moratalaz;40,40767;-3,658087
Contenedor de ropa;Calle;Calle Corregidor Diego de Valderrabano;Corregidor Diego de Valderrabano;10;Moratalaz;40,409517;-3,65983
Contenedor de ropa;Calle;Calle Corregidor Diego de Valderrabano;Corregidor Diego de Valderrabano;25;Moratalaz;40,412111;-3,658053
Contenedor de ropa;Camino;Camino Vinateros;Vinateros;9;Moratalaz;40,410828;-3,657274
Contenedor de ropa;Calle;Calle Alcalde Garrido Juaristi;Alcalde Garrido Juaristi;17;Moratalaz;40,415786;-3,655636
Contenedor de ropa;Calle;Calle Arroyo de la Media Legua;Arroyo de la Media Legua;58;Moratalaz;40,411392;-3,654662
Contenedor de ropa;Calle;Calle Marroquina;Marroquina;70;Moratalaz;40,409489;-3,646966
Contenedor de ropa;Avenida;Avenida Moratalaz;Moratalaz;130;Moratalaz;40,406445;-3,646734
Contenedor de ropa;Avenida;Avenida Moratalaz;Moratalaz;150;Moratalaz;40,407302;-3,647541
Contenedor de ropa;Avenida;Avenida Moratalaz;Moratalaz;191;Moratalaz;40,409308;-3,643112
Contenedor de ropa;Calle;Calle Antonio Cumella;Antonio Cumella;10;Moratalaz;40,410458;-3,636165
Contenedor de ropa;Calle;Calle Merida;Merida;4;Moratalaz;40,407448;-3,636666
Contenedor de ropa;Calle;Calle Luis de Hoyos Sainz;Luis de Hoyos Sainz;76;Moratalaz;40,404789;-3,637517
Contenedor de ropa;Calle;Calle Pico de los Artilleros;Pico de los Artilleros;82;Moratalaz;40,4074;-3,639716
Contenedor de ropa;Calle;Calle Hacienda de Pavones;Hacienda de Pavones;224;Moratalaz;40,401651;-3,639692
Contenedor de ropa;Calle;Calle Cañada;Cañada;36;Moratalaz;40,405389;-3,644412
Contenedor de ropa;Calle;Calle Hacienda de Pavones;Hacienda de Pavones;231;Moratalaz;40,400399;-3,634234
Contenedor de ropa;Calle;Calle Valdebernardo;Valdebernardo;27;Moratalaz;40,400992;-3,631843
Contenedor de ropa;Calle;Calle Luis de Hoyos Sainz;Luis de Hoyos Sainz;170;Moratalaz;40,403817;-3,629083
Contenedor de ropa;Calle;Calle Cañon del Rio lobos;Cañon del Rio lobos;6;Moratalaz;40,406089;-3,629022
Contenedor de ropa;Avenida;Avenida Moratalaz;Moratalaz;37;Moratalaz;40,407393;-3,659103
Contenedor de ropa;Calle;Calle Doctor Garcia Tapias;Doctor Garcia Tapias;122;Moratalaz;40,406316;-3,601658
Contenedor de ropa;Calle;Calle fuente carrantona;fuente carrantona;38;Moratalaz;40,41006;-3,629635
Contenedor de ropa;Calle;Calle Pico de los Artilleros;Pico de los Artilleros;152;Moratalaz;40,403662;-3,643027
Contenedor de ropa;Calle;Calle Santanderina ;Santanderina ;7;Puente Vallecas;40,3736499;-3,659250444
Contenedor de ropa;Avenida;Avenida Entrevias ;Entrevias ;88;Puente Vallecas;40,37842011;-3,664779485
Contenedor de ropa;Calle;Calle Barros;Barros;4;Puente Vallecas;40,37678073;-3,668368951
Contenedor de ropa;Calle;Calle Ronda del Sur ;Ronda del Sur ;4;Puente Vallecas;40,37768989;-3,673890151
Contenedor de ropa;Calle;Calle Los Pedroches;Los Pedroches;9;Puente Vallecas;40,3804705;-3,67443974
Contenedor de ropa;Calle;Calle Conde Rodríguez San Pedro ;Conde Rodríguez San Pedro ;60;Puente Vallecas;40,38336031;-3,670309816
Contenedor de ropa;Calle;Calle Puerto de Morcuera ;Puerto de Morcuera ;17;Puente Vallecas;40,38385058;-3,667319887
Contenedor de ropa;Calle;Calle Sierra Carbonera ;Sierra Carbonera ;74;Puente Vallecas;40,39032034;-3,665229928
Contenedor de ropa;Calle;Calle Arroyo del Olivar ;Arroyo del Olivar ;110;Puente Vallecas;40,3894605;-3,656150342
Contenedor de ropa;Calle;Calle Buenos Aires ;Buenos Aires ;28;Puente Vallecas;40,3864105;-3,653360294
Contenedor de ropa;Calle;Calle Buenos Aires ;Buenos Aires ;95;Puente Vallecas;40,38026011;-3,652379629
Contenedor de ropa;Avenida;Avenida Pablo Neruda ;Pablo Neruda ;89;Puente Vallecas;40,38125031;-3,660299978
Contenedor de ropa;Avenida;Avenida Pablo Neruda ;Pablo Neruda ;132;Puente Vallecas;40,38169007;-3,656799465
Contenedor de ropa;Avenida;Avenida Pablo Neruda ;Pablo Neruda ;26;Puente Vallecas;40,38462992;-3,656449838
Contenedor de ropa;Calle;Calle Javier de Miguel ;Javier de Miguel ;42;Puente Vallecas;40,3864797;-3,658789968
Contenedor de ropa;Calle;Calle Miguel Hernández ;Miguel Hernández ;118;Puente Vallecas;40,37938773;-3,65060921
Contenedor de ropa;Calle;Calle Rafael Alberti ;Rafael Alberti ;29;Puente Vallecas;40,38541988;-3,641709408
Contenedor de ropa;Avenida;Avenida Albufera ;Albufera ;250;Puente Vallecas;40,38852006;-3,641519685
Contenedor de ropa;Calle;Calle Rafael Fernandez Hijicos;Rafael Fernandez Hijicos;1;Puente Vallecas;40,39221043;-3,636749719
Contenedor de ropa;Calle;Calle Pont de Molins;Pont de Molins;5;Puente Vallecas;40,39280047;-3,654030043
Contenedor de ropa;Calle;Calle  José Paulette; José Paulette;43;Puente Vallecas;40,39408037;-3,654559701
Contenedor de ropa;Calle;Calle Ramón Perez de Ayala ;Ramón Perez de Ayala ;60;Puente Vallecas;40,39723056;-3,654610239
Contenedor de ropa;Calle;Calle Alto del León;Alto del León;12;Puente Vallecas;40,399411;-3,658575
Contenedor de ropa;Calle;Calle Sierra Toledana ;Sierra Toledana ;29;Puente Vallecas;40,40196981;-3,660390432
Contenedor de ropa;Calle;Calle Convenio  ;Convenio  ;39;Puente Vallecas;40,39061052;-3,67176024
Contenedor de ropa;Calle;Calle Picos de Europa ;Picos de Europa ;1;Puente Vallecas;40,39598294;-3,661522318
Contenedor de ropa;Calle;Calle Jose del Pino;Jose del Pino;26;Puente Vallecas;40,35065515;-3,691240105
Contenedor de ropa;Avenida;Avenida San Diego;San Diego;61;Puente Vallecas;40,38698957;-3,668279506
Contenedor de ropa;Avenida;Avenida Parque Palomeras Bajas;Parque Palomeras Bajas;14;Puente Vallecas;40,38006493;-3,662686694
Contenedor de ropa;Calle;Calle Mogambo ;Mogambo ;4;Puente Vallecas;40,37957076;-3,657005776
Contenedor de ropa;Paseo;Paseo Reina Cristina;Reina Cristina;24;Retiro;40,407269;-3,680789
Contenedor de ropa;Avenida;Avenida Menendez Pelayo;Menendez Pelayo;30;Retiro;40,405904;-3,679293
Contenedor de ropa;Calle;Calle Valderribas;Valderribas;27;Retiro;40,405292;-3,677103
Contenedor de ropa;Calle;Calle Abtao;Abtao;20;Retiro;40,405839;-3,675493
Contenedor de ropa;Calle;Calle Cavanilles;Cavanilles;27;Retiro;40,404717;-3,675625
Contenedor de ropa;Calle;Calle Sanchez Barcaiztegui;Sanchez Barcaiztegui;4;Retiro;40,404022;-3,674638
Contenedor de ropa;Calle;Calle Sanchez Barcaiztegui;Sanchez Barcaiztegui;23;Retiro;40,404054;-3,6747
Contenedor de ropa;Calle;Calle Leon Gil de Palacio;Leon Gil de Palacio;1;Retiro;40,402467;-3,676057
Contenedor de ropa;Calle;Calle Alfonso XI;Alfonso XI;15;Retiro;40,416816;-3,690305
Contenedor de ropa;Calle;Calle Tellez;Tellez;13;Retiro;40,403122;-3,678819
Contenedor de ropa;Calle;Calle Estrella Polar;Estrella Polar;19;Retiro;40,411155;-3,664187
Contenedor de ropa;Calle;Calle Seco;Seco;4;Retiro;40,399031;-3,672088
Contenedor de ropa;Calle;Calle Luis Mitjans;Luis Mitjans;41;Retiro;40,403907;-3,668894
Contenedor de ropa;Calle;Calle Doctor Esquerdo;Doctor Esquerdo;138;Retiro;40,405438;-3,670927
Contenedor de ropa;Calle;Calle Lira;Lira;8;Retiro;40,408425;-3,668829
Contenedor de ropa;Avenida;Avenida Mediterráneo;Mediterráneo;47;Retiro;40,406959;-3,668656
Contenedor de ropa;Calle ;Calle  Doctor Esquerdo;Doctor Esquerdo;155;Retiro;40,40926;-3,669844
Contenedor de ropa;Calle ;Calle  Cruz del Sur ;Cruz del Sur ;5;Retiro;40,411277;-3,668584
Contenedor de ropa;Calle ;Calle  Antonio Arias;Antonio Arias;2;Retiro;40,417923;-3,671579
Contenedor de ropa;Calle ;Calle  Estrella Polar;Estrella Polar;8;Retiro;40,410729;-3,666699
Contenedor de ropa;Calle ;Calle  Pez Austral;Pez Austral;15;Retiro;40,411181;-3,665836
Contenedor de ropa;Calle ;Calle  Pez Volador;Pez Volador;38;Retiro;40,414002;-3,663142
Contenedor de ropa;Calle ;Calle  Juan Esplandiu;Juan Esplandiu;2;Retiro;40,415995;-3,66487
Contenedor de ropa;Calle ;Calle  Marques de Lozoya;Marques de Lozoya;46;Retiro;40,416977;-3,664509
Contenedor de ropa;Calle ;Calle  Alcalde Sainz de Baranda;Alcalde Sainz de Baranda;91;Retiro;40,417432;-3,667532
Contenedor de ropa;Calle ;Calle  Doctor Esquerdo;Doctor Esquerdo;111;Retiro;40,414964;-3,669357
Contenedor de ropa;Calle ;Calle  Doctor Esquerdo;Doctor Esquerdo;60;Retiro;40,416779;-3,669436
Contenedor de ropa;Calle ;Calle  Ibiza;Ibiza;15;Retiro;40,418402;-3,677129
Contenedor de ropa;Calle ;Calle  Alcalde Sainz de Baranda;Alcalde Sainz de Baranda;38;Retiro;40,416787;-3,673526
Contenedor de ropa;Calle ;Calle  Narvaez;Narvaez;38;Retiro;40,420501;-3,676152
Contenedor de ropa;Calle ;Calle  Narvaez;Narvaez;74;Retiro;40,417155;-3,676479
Contenedor de ropa;Calle ;Calle  Pio Baroja;Pio Baroja;8;Retiro;40,413193;-3,674619
Contenedor de ropa;Calle ;Calle  Doce de Octubre;Doce de Octubre;19;Retiro;40,415913;-3,674991
Contenedor de ropa;Calle ;Calle  Antonio Diaz - Cañabate;Antonio Diaz - Cañabate;32;Retiro;40,407218;-3,673702
Contenedor de ropa;Avenida;Avenida Mediterráneo;Mediterráneo;15;Retiro;40,407365;-3,675665
Contenedor de ropa;Calle;Calle Reyes Magos ;Reyes Magos ;1;Retiro;40,40772;-3,67716
Contenedor de ropa;Calle;Calle Conde de Cartagena;Conde de Cartagena;2;Retiro;40,409273;-3,676892
Contenedor de ropa;Plaza;Plaza Mariano de Cavia;Mariano de Cavia;1;Retiro;40,407217;-3,678257
Contenedor de ropa;Calle;Calle Luis Peidro;Luis Peidro;2;Retiro;40,397;-3,67352
Contenedor de ropa;Calle;Calle  Maiquez; Maiquez;14;Salamanca;40,421674;-3,672951
Contenedor de ropa;Calle;Calle Lope de Rueda;Lope de Rueda;5;Salamanca;40,42326;-3,677258
Contenedor de ropa;Calle;Calle Jorge Juan;Jorge Juan;82;Salamanca;40,42316;-3,6753
Contenedor de ropa;Calle;Calle General Diaz Porlier;General Diaz Porlier;9;Salamanca;40,42532;-3,67747
Contenedor de ropa;Calle;Calle General Pardiñas;General Pardiñas;20;Salamanca;40,42531;-3,67858
Contenedor de ropa;Calle;Calle Goya;Goya;52;Salamanca;40,42476;-3,67829
Contenedor de ropa;Calle;Calle General Pardiñas;General Pardiñas;3;Salamanca;40,42386;-3,67884
Contenedor de ropa;Calle;Calle O'Donnell;O'Donnell;16;Salamanca;40,4214;-3,67701
Contenedor de ropa;Calle;Calle  Pedro Muñoz Seca; Pedro Muñoz Seca;1;Salamanca;40,420022;-3,691006
Contenedor de ropa;Calle;Calle Lagasca;Lagasca;51;Salamanca;40,42724;-3,685338
Contenedor de ropa;Calle;Calle Nuñez de Balboa;Nuñez de Balboa;33;Salamanca;40,42487;-3,6829
Contenedor de ropa;Calle;Calle Ayala;Ayala;42;Salamanca;40,427673;-3,684271
Contenedor de ropa;Calle;Calle Hermosilla;Hermosilla;57;Salamanca;40,42593;-3,67562
Contenedor de ropa;Calle;Calle Hermosilla;Hermosilla;95;Salamanca;40,42612;-3,68
Contenedor de ropa;Calle;Calle Montesa;Montesa;9;Salamanca;40,427387;-3,672445
Contenedor de ropa;Calle;Calle Fuente del Berro;Fuente del Berro;1;Salamanca;40,426719;-3,670647
Contenedor de ropa;Calle;Calle Goya;Goya;106;Salamanca;40,42437;-3,67034
Contenedor de ropa;Calle;Calle Jorge Juan;Jorge Juan;110;Salamanca;40,42282;-3,66725
Contenedor de ropa;Calle;Calle Peñascales;Peñascales;15;Salamanca;40,424103;-3,66669
Contenedor de ropa;Paseo;Paseo Marques de Zafra;Marques de Zafra;37;Salamanca;40,42577;-3,66386
Contenedor de ropa;Paseo;Paseo Marques de Zafra;Marques de Zafra;17;Salamanca;40,42654;-3,66642
Contenedor de ropa;Calle;Calle Marques de Zafra;Marques de Zafra;2;Salamanca;40,42499;-3,66266
Contenedor de ropa;Calle;Calle Alejandro Gonzalez;Alejandro Gonzalez;4;Salamanca;40,42996;-3,66388
Contenedor de ropa;Plaza;Plaza America Española;America Española;1;Salamanca;40,42894;-3,66279
Contenedor de ropa;Calle;Calle Sancho Davila;Sancho Davila;12;Salamanca;40,42789;-3,6622
Contenedor de ropa;Calle;Calle Doctor Gomez Ulla;Doctor Gomez Ulla;2;Salamanca;40,42884;-3,66809
Contenedor de ropa;Calle;Calle Julio Camba;Julio Camba;9;Salamanca;40,431684;-3,664407
Contenedor de ropa;Calle;Calle Cardenal Belluga;Cardenal Belluga;3;Salamanca;40,4302;-3,66519
Contenedor de ropa;Avenida;Avenida Toreros;Toreros;45;Salamanca;40,43245;-3,66666
Contenedor de ropa;Avenida;Avenida Toreros;Toreros;4;Salamanca;40,43174;-3,67094
Contenedor de ropa;Calle;Calle Ardemans;Ardemans;30;Salamanca;40,43419;-3,67179
Contenedor de ropa;Calle;Calle Ferrer del Rio;Ferrer del Rio;30;Salamanca;40,43544;-3,67076
Contenedor de ropa;Avenida;Avenida Camilo Jose Cela;Camilo Jose Cela;12;Salamanca;40,44103;-3,66645
Contenedor de ropa;Calle;Calle Breme;Breme;2;Salamanca;40,437422;-3,665602
Contenedor de ropa;Calle;Calle Martinez Izquierdo;Martinez Izquierdo;60;Salamanca;40,435101;-3,665331
Contenedor de ropa;Calle;Calle Brescia;Brescia;31;Salamanca;40,436794;-3,661999
Contenedor de ropa;Avenida;Avenida Bruselas;Bruselas;48;Salamanca;40,43808;-3,66331
Contenedor de ropa;Avenida;Avenida Bruselas;Bruselas;57;Salamanca;40,439725;-3,663258
Contenedor de ropa;Calle;Calle Berlin;Berlin;3;Salamanca;40,441467;-3,663362
Contenedor de ropa;Calle;Calle Cartagena;Cartagena;78;Salamanca;40,43795;-3,67196
Contenedor de ropa;Calle;Calle Coslada;Coslada;19;Salamanca;40,43832;-3,67342
Contenedor de ropa;Calle;Calle Bejar;Bejar;1;Salamanca;40,43519;-3,67459
Contenedor de ropa;Calle;Calle General Oraa;General Oraa;71;Salamanca;40,431618;-3,676868
Contenedor de ropa;Calle;Calle Maldonado;Maldonado;71;Salamanca;40,43356;-3,67453
Contenedor de ropa;Calle;Calle Juan Bravo;Juan Bravo;77;Salamanca;40,43216;-3,67296
Contenedor de ropa;Calle;Calle General Diaz Porlier;General Diaz Porlier;97;Salamanca;40,42532;-3,67747
Contenedor de ropa;Calle;Calle General Pardiñas;General Pardiñas;81;Salamanca;40,42531;-3,67858
Contenedor de ropa;Calle;Calle Juan Bravo;Juan Bravo;42;Salamanca;40,43216;-3,67296
Contenedor de ropa;Calle;Calle General Diaz Porlier;General Diaz Porlier;54;Salamanca;40,429699;-3,676708
Contenedor de ropa;Calle;Calle Castello;Castello;100;Salamanca;40,434474;-3,680573
Contenedor de ropa;Calle;Calle Nuñez de Balboa;Nuñez de Balboa;108;Salamanca;40,435559;-3,681808
Contenedor de ropa;Calle;Calle Juan Bravo;Juan Bravo;24;Salamanca;40,43245;-3,68224
Contenedor de ropa;Calle;Calle Castello;Castello;63;Salamanca;40,428657;-3,681381
Contenedor de ropa;Calle;Calle Jose Ortega y Gasset;Jose Ortega y Gasset;8;Salamanca;40,4303191;-3,6861154
Contenedor de ropa;Calle;Calle Jose Ortega y Gasset;Jose Ortega y Gasset;68;Salamanca;40,43007;-3,68205
Contenedor de ropa;Calle;Calle Jose Ortega y Gasset;Jose Ortega y Gasset;77;Salamanca;40,429946;-3,672647
Contenedor de ropa;Calle;Calle Alcalde Sainz de Baranda ;Alcalde Sainz de Baranda ;94;Salamanca;40,420666;-3,660305
Contenedor de ropa;Calle;Calle Ortega y Gasset;Ortega y Gasset;8;Salamanca;40,4303191;-3,6861154
Contenedor de ropa;Calle;Calle Lagasca;Lagasca;7;Salamanca;40,42155312;-3,685899162
Contenedor de ropa;Avenida;Avenida Institución Libre de Enseñanza;Institución Libre de Enseñanza;121;San Blas-Canillejas;40,42096;-3,62514
Contenedor de ropa;Calle;Calle Pobladura del valle;Pobladura del valle;7;San Blas-Canillejas;40,42243;-3,62439
Contenedor de ropa;Calle;Calle Amposta;Amposta;24;San Blas-Canillejas;40,42546;-3,62131
Contenedor de ropa;Calle;Calle Castillo de Uclés ;Castillo de Uclés ;2;San Blas-Canillejas;40,42636;-3,62874
Contenedor de ropa;Calle;Calle Castillo de Uclés ;Castillo de Uclés ;35;San Blas-Canillejas;40,43118;-3,6232
Contenedor de ropa;Calle;Calle Castillo de Uclés;Castillo de Uclés;11;San Blas-Canillejas;40,42982;-3,62333
Contenedor de ropa;Calle;Calle Valdecanillas;Valdecanillas;55;San Blas-Canillejas;40,43271;-3,62491
Contenedor de ropa;Calle;Calle Valdecanillas;Valdecanillas;39;San Blas-Canillejas;40,43097;-3,62903
Contenedor de ropa;Avenida;Avenida Institución Libre de Enseñanza;Institución Libre de Enseñanza;55;San Blas-Canillejas;40,42961;-3,63185
Contenedor de ropa;Calle;Calle Alcalá;Alcalá;432;San Blas-Canillejas;40,4383;-3,63626
Contenedor de ropa;Calle;Calle Alcalá;Alcalá;477;San Blas-Canillejas;40,43926;-3,63308
Contenedor de ropa;Calle;Calle Alcalá;Alcalá;492;San Blas-Canillejas;40,43995;-3,62898
