TIPO CONTENEDOR;CANTIDAD;DIRECCION COMPLETA;NOMBRE;NÚMERO;DISTRITO;LATITUD;LONGITUD
Contenedor de ropa;1;Avenida  Pablo Neruda , 26 ;Avenida Pablo Neruda ;26;Puente Vallecas;40,38462992;-3,656449838
Contenedor de ropa;1;Calle  Javier de Miguel , 42 ;Calle Javier de Miguel ;42;Puente Vallecas;40,3864797;-3,658789968
Contenedor de ropa;1;Calle  Miguel Hernández , 118 ;Calle Miguel Hernández ;118;Puente Vallecas;40,37938773;-3,65060921
Contenedor de ropa;1;Calle  Rafael Alberti , 29 ;Calle Rafael Alberti ;29;Puente Vallecas;40,38541988;-3,641709408
Contenedor de ropa;1;Avenida  Albufera , 250 ;Avenida Albufera ;250;Puente Vallecas;40,38852006;-3,641519685
Contenedor de ropa;1;Calle  Rafael Fernandez Hijicos, 1 ;Calle Rafael Fernandez Hijicos;1;Puente Vallecas;40,39221043;-3,636749719
Contenedor de ropa;1;Calle  Pont de Molins, 5 ;Calle Pont de Molins;5;Puente Vallecas;40,39280047;-3,654030043
Contenedor de ropa;1;Calle   José Paulette, 43 ;Calle  José Paulette;43;Puente Vallecas;40,39408037;-3,654559701
Contenedor de ropa;1;Calle  Ramón Perez de Ayala , 60 ;Calle Ramón Perez de Ayala ;60;Puente Vallecas;40,39723056;-3,654610239
Contenedor de ropa;1;Calle  Alto del León, 12 ;Calle Alto del León;12;Puente Vallecas;40,399411;-3,658575
Contenedor de ropa;1;Calle  Sierra Toledana , 29 ;Calle Sierra Toledana ;29;Puente Vallecas;40,40196981;-3,660390432
Contenedor de ropa;1;Calle  Convenio  , 39 frente;Calle Convenio  ;39;Puente Vallecas;40,39061052;-3,67176024
Contenedor de ropa;1;Calle  Picos de Europa ,  esq calle Enrique Velasco;Calle Picos de Europa ;s/n;Puente Vallecas;40,39598294;-3,661522318
Contenedor de ropa;1;Calle  Jose del Pino, 26 ;Calle Jose del Pino;26;Puente Vallecas;40,35065515;-3,691240105
Contenedor de ropa;1;Avenida  San Diego, 61 ;Avenida San Diego;61;Puente Vallecas;40,38698957;-3,668279506
Contenedor de ropa;1;Avenida  Parque Palomeras Bajas, 14 ;Avenida Parque Palomeras Bajas;14;Puente Vallecas;40,38006493;-3,662686694
Contenedor de ropa;1;Calle  Mogambo , 4 esquina calle Violetera;Calle Mogambo ;4;Puente Vallecas;40,37957076;-3,657005776
Contenedor de ropa;1;Paseo  Reina Cristina, 24 ;Paseo Reina Cristina;24;Retiro;40,407269;-3,680789
Contenedor de ropa;1;Avenida  Menendez Pelayo, 30 ;Avenida Menendez Pelayo;30;Retiro;40,405904;-3,679293
Contenedor de ropa;1;Calle  Valderribas, 27 ;Calle Valderribas;27;Retiro;40,405292;-3,677103
Contenedor de ropa;1;Calle  Abtao, 20 ;Calle Abtao;20;Retiro;40,405839;-3,675493
Contenedor de ropa;1;Calle  Cavanilles, 27 ;Calle Cavanilles;27;Retiro;40,404717;-3,675625
Contenedor de ropa;1;Calle  Sanchez Barcaiztegui, 4 ;Calle Sanchez Barcaiztegui;4;Retiro;40,404022;-3,674638
Contenedor de ropa;1;Calle  Sanchez Barcaiztegui, 23 ;Calle Sanchez Barcaiztegui;23;Retiro;40,404054;-3,6747
Contenedor de ropa;1;Calle  Leon Gil de Palacio, 1 ;Calle Leon Gil de Palacio;1;Retiro;40,402467;-3,676057
Contenedor de ropa;1;Calle  Alfonso XI, 15 ;Calle Alfonso XI;15;Retiro;40,416816;-3,690305
Contenedor de ropa;1;Calle  Tellez, 13 ;Calle Tellez;13;Retiro;40,403122;-3,678819
Contenedor de ropa;1;Calle  Estrella Polar, 19 ;Calle Estrella Polar;19;Retiro;40,411155;-3,664187
Contenedor de ropa;1;Calle  Seco, 4 ;Calle Seco;4;Retiro;40,399031;-3,672088
Contenedor de ropa;1;Calle  Luis Mitjans, 41 ;Calle Luis Mitjans;41;Retiro;40,403907;-3,668894
Contenedor de ropa;1;Calle  Doctor Esquerdo, 138  esquinaSanta Sabina;Calle Doctor Esquerdo;138;Retiro;40,405438;-3,670927
Contenedor de ropa;1;Calle  Lira, 8 ;Calle Lira;8;Retiro;40,408425;-3,668829
Contenedor de ropa;1;Avenida del Mediterráneo, 47 ;Avenida del Mediterráneo;47;Retiro;40,406959;-3,668656
Contenedor de ropa;1;Calle   Doctor Esquerdo, 155 ;Calle Doctor Esquerdo;155;Retiro;40,40926;-3,669844
Contenedor de ropa;1;Calle   Cruz del Sur , 5 esquina Los Astros;Calle Cruz del Sur ;5;Retiro;40,411277;-3,668584
Contenedor de ropa;1;Calle   Antonio Arias, 2 ;Calle Antonio Arias;2;Retiro;40,417923;-3,671579
Contenedor de ropa;1;Calle   Estrella Polar, 8 ;Calle Estrella Polar;8;Retiro;40,410729;-3,666699
Contenedor de ropa;1;Calle   Pez Austral, 15  esquina Estrella Polar;Calle Pez Austral;15;Retiro;40,411181;-3,665836
Contenedor de ropa;1;Calle   Pez Volador, 38 ;Calle Pez Volador;38;Retiro;40,414002;-3,663142
Contenedor de ropa;1;Calle   Juan Esplandiu, 2 ;Calle Juan Esplandiu;2;Retiro;40,415995;-3,66487
Contenedor de ropa;1;Calle   Marques de Lozoya, 46 ;Calle Marques de Lozoya;46;Retiro;40,416977;-3,664509
Contenedor de ropa;1;Calle   Alcalde Sainz de Baranda, 91 ;Calle Alcalde Sainz de Baranda;91;Retiro;40,417432;-3,667532
Contenedor de ropa;1;Calle   Doctor Esquerdo, 111 ;Calle Doctor Esquerdo;111;Retiro;40,414964;-3,669357
Contenedor de ropa;1;Calle   Doctor Esquerdo, 60 ;Calle Doctor Esquerdo;60;Retiro;40,416779;-3,669436
Contenedor de ropa;1;Calle   Ibiza, 15 ;Calle Ibiza;15;Retiro;40,418402;-3,677129
Contenedor de ropa;1;Calle   Alcalde Sainz de Baranda, 38 ;Calle Alcalde Sainz de Baranda;38;Retiro;40,416787;-3,673526
Contenedor de ropa;1;Calle   Narvaez, 38 ;Calle Narvaez;38;Retiro;40,420501;-3,676152
Contenedor de ropa;1;Calle   Narvaez, 74 ;Calle Narvaez;74;Retiro;40,417155;-3,676479
Contenedor de ropa;1;Calle   Pio Baroja, 8 ;Calle Pio Baroja;8;Retiro;40,413193;-3,674619
Contenedor de ropa;1;Calle   Doce de Octubre, 19 ;Calle Doce de Octubre;19;Retiro;40,415913;-3,674991
Contenedor de ropa;1;Calle   Antonio Diaz - Cañabate, 32 ;Calle Antonio Diaz - Cañabate;32;Retiro;40,407218;-3,673702
Contenedor de ropa;1;Avenida del Mediterráneo, 15 ;Avenida del Mediterráneo;15;Retiro;40,407365;-3,675665
Contenedor de ropa;1;Calle de los  Reyes Magos ,  esquina Avenida del Mediterraneo;Calle de los  Reyes Magos ;s/n;Retiro;40,40772;-3,67716
Contenedor de ropa;1;Calle  Conde de Cartagena, 2 ;Calle Conde de Cartagena;2;Retiro;40,409273;-3,676892
Contenedor de ropa;1;Plaza  Mariano de Cavia, 1 ;Plaza Mariano de Cavia;1;Retiro;40,407217;-3,678257
Contenedor de ropa;1;Calle  Luis Peidro, 2 ;Calle Luis Peidro;2;Retiro;40,397;-3,67352
Contenedor de ropa;1;Calle   Maiquez, 14 ;Calle  Maiquez;14;Salamanca;40,421674;-3,672951
Contenedor de ropa;1;Calle  Lope de Rueda, 5 ;Calle Lope de Rueda;5;Salamanca;40,42326;-3,677258
Contenedor de ropa;1;Calle  Jorge Juan, 82 frente;Calle Jorge Juan;82;Salamanca;40,42316;-3,6753
Contenedor de ropa;1;Calle  General Diaz Porlier, 9 ;Calle General Diaz Porlier;9;Salamanca;40,42532;-3,67747
Contenedor de ropa;1;Calle  General Pardiñas, 20 ;Calle General Pardiñas;20;Salamanca;40,42531;-3,67858
Contenedor de ropa;1;Calle  Goya, 52 ;Calle Goya;52;Salamanca;40,42476;-3,67829
Contenedor de ropa;1;Calle  General Pardiñas, 3 ;Calle General Pardiñas;3;Salamanca;40,42386;-3,67884
Contenedor de ropa;1;Calle  O'Donnell, 16 ;Calle O'Donnell;16;Salamanca;40,4214;-3,67701
Contenedor de ropa;1;Calle   Pedro Muñoz Seca, 1 ;Calle  Pedro Muñoz Seca;1;Salamanca;40,420022;-3,691006
Contenedor de ropa;1;Calle  Lagasca, 51 ;Calle Lagasca;51;Salamanca;40,42724;-3,685338
Contenedor de ropa;1;Calle  Nuñez de Balboa, 33 ;Calle Nuñez de Balboa;33;Salamanca;40,42487;-3,6829
Contenedor de ropa;1;Calle  Ayala, 42 ;Calle Ayala;42;Salamanca;40,427673;-3,684271
Contenedor de ropa;1;Calle  Hermosilla, 57 ;Calle Hermosilla;57;Salamanca;40,42593;-3,67562
Contenedor de ropa;1;Calle  Hermosilla, 95 ;Calle Hermosilla;95;Salamanca;40,42612;-3,68
Contenedor de ropa;1;Calle  Montesa, 9 ;Calle Montesa;9;Salamanca;40,427387;-3,672445
Contenedor de ropa;1;Calle  Fuente del Berro, 1 esquina calle Alcalá;Calle Fuente del Berro;1;Salamanca;40,426719;-3,670647
Contenedor de ropa;1;Calle  Goya, 106 ;Calle Goya;106;Salamanca;40,42437;-3,67034
Contenedor de ropa;1;Calle  Jorge Juan, 110 ;Calle Jorge Juan;110;Salamanca;40,42282;-3,66725
Contenedor de ropa;1;Calle de los Peñascales, 15 ;Calle de los Peñascales;15;Salamanca;40,424103;-3,66669
Contenedor de ropa;1;Paseo  Marques de Zafra, 37 ;Paseo Marques de Zafra;37;Salamanca;40,42577;-3,66386
Contenedor de ropa;1;Paseo  Marques de Zafra, 17 ;Paseo Marques de Zafra;17;Salamanca;40,42654;-3,66642
Contenedor de ropa;1;Calle  Marques de Zafra, 2 ;Calle Marques de Zafra;2;Salamanca;40,42499;-3,66266
Contenedor de ropa;1;Calle  Alejandro Gonzalez, 4 ;Calle Alejandro Gonzalez;4;Salamanca;40,42996;-3,66388
Contenedor de ropa;1;Plaza  America Española,  esquina Marqués de Mondéjar;Plaza America Española;s/n;Salamanca;40,42894;-3,66279
Contenedor de ropa;1;Calle  Sancho Davila, 12 ;Calle Sancho Davila;12;Salamanca;40,42789;-3,6622
Contenedor de ropa;1;Calle  Doctor Gomez Ulla, 2 ;Calle Doctor Gomez Ulla;2;Salamanca;40,42884;-3,66809
Contenedor de ropa;1;Calle  Julio Camba, 9 esquina Francisco Navacerrada;Calle Julio Camba;9;Salamanca;40,431684;-3,664407
Contenedor de ropa;1;Calle  Cardenal Belluga, 3 ;Calle Cardenal Belluga;3;Salamanca;40,4302;-3,66519
Contenedor de ropa;1;Avenida los Toreros, 45 ;Avenida los Toreros;45;Salamanca;40,43245;-3,66666
Contenedor de ropa;1;Avenida los Toreros, 4 ;Avenida los Toreros;4;Salamanca;40,43174;-3,67094
Contenedor de ropa;1;Calle  Ardemans, 30 ;Calle Ardemans;30;Salamanca;40,43419;-3,67179
Contenedor de ropa;1;Calle  Ferrer del Rio, 30 ;Calle Ferrer del Rio;30;Salamanca;40,43544;-3,67076
Contenedor de ropa;1;Avenida  Camilo Jose Cela, 12 ;Avenida Camilo Jose Cela;12;Salamanca;40,44103;-3,66645
Contenedor de ropa;1;Calle  Breme, 2 esq calle Luis Calvo;Calle Breme;2;Salamanca;40,437422;-3,665602
Contenedor de ropa;1;Calle  Martinez Izquierdo, 60 ;Calle Martinez Izquierdo;60;Salamanca;40,435101;-3,665331
Contenedor de ropa;1;Calle  Brescia, 31 ;Calle Brescia;31;Salamanca;40,436794;-3,661999
Contenedor de ropa;1;Avenida de Bruselas, 48 ;Avenida de Bruselas;48;Salamanca;40,43808;-3,66331
Contenedor de ropa;1;Avenida de Bruselas, 57 ;Avenida de Bruselas;57;Salamanca;40,439725;-3,663258
Contenedor de ropa;1;Calle  Berlin, 3 ;Calle Berlin;3;Salamanca;40,441467;-3,663362
Contenedor de ropa;1;Calle  Cartagena, 78 ;Calle Cartagena;78;Salamanca;40,43795;-3,67196
Contenedor de ropa;1;Calle  Coslada, 19 ;Calle Coslada;19;Salamanca;40,43832;-3,67342
Contenedor de ropa;1;Calle  Bejar, 1 ;Calle Bejar;1;Salamanca;40,43519;-3,67459
Contenedor de ropa;1;Calle  General Oraa, 71  esquina G.Diaz Porlier;Calle General Oraa;71;Salamanca;40,431618;-3,676868
Contenedor de ropa;1;Calle  Maldonado, 71 esquina Conde de Peñalver;Calle Maldonado;71;Salamanca;40,43356;-3,67453
Contenedor de ropa;1;Calle  Juan Bravo, 77 ;Calle Juan Bravo;77;Salamanca;40,43216;-3,67296
Contenedor de ropa;1;Calle  General Diaz Porlier, 97 ;Calle General Diaz Porlier;97;Salamanca;40,42532;-3,67747
Contenedor de ropa;1;Calle  General Pardiñas, 81 ;Calle General Pardiñas;81;Salamanca;40,42531;-3,67858
Contenedor de ropa;1;Calle  Juan Bravo, 42 ;Calle Juan Bravo;42;Salamanca;40,43216;-3,67296
Contenedor de ropa;1;Calle  General Diaz Porlier, 54 ;Calle General Diaz Porlier;54;Salamanca;40,429699;-3,676708
Contenedor de ropa;1;Calle  Castello, 100 ;Calle Castello;100;Salamanca;40,434474;-3,680573
Contenedor de ropa;1;Calle  Nuñez de Balboa, 108 ;Calle Nuñez de Balboa;108;Salamanca;40,435559;-3,681808
Contenedor de ropa;1;Calle  Juan Bravo, 24 esquina Nuñez de Balboa;Calle Juan Bravo;24;Salamanca;40,43245;-3,68224
Contenedor de ropa;1;Calle  Castello, 63 ;Calle Castello;63;Salamanca;40,428657;-3,681381
Contenedor de ropa;1;Calle  Jose Ortega y Gasset, 8 ;Calle Jose Ortega y Gasset;8;Salamanca;40,4303191;-3,6861154
Contenedor de ropa;1;Calle  Jose Ortega y Gasset, 68 ;Calle Jose Ortega y Gasset;68;Salamanca;40,43007;-3,68205
Contenedor de ropa;1;Calle  Jose Ortega y Gasset, 77 ;Calle Jose Ortega y Gasset;77;Salamanca;40,429946;-3,672647
Contenedor de ropa;1;Calle  Alcalde Sainz de Baranda , 94 ;Calle Alcalde Sainz de Baranda ;94;Salamanca;40,420666;-3,660305
Contenedor de ropa;1;Calle  Ortega y Gasset, 8 ;Calle Ortega y Gasset;8;Salamanca;40,4303191;-3,6861154
Contenedor de ropa;1;Calle  Lagasca, 7 frente;Calle Lagasca;7;Salamanca;40,42155312;-3,685899162
Contenedor de ropa;1;Avenida  Institución Libre de Enseñanza, 121 ;Avenida Institución Libre de Enseñanza;121;San Blas-Canillejas;40,42096;-3,62514
Contenedor de ropa;1;Calle  Pobladura del valle, 7 ;Calle Pobladura del valle;7;San Blas-Canillejas;40,42243;-3,62439
Contenedor de ropa;1;Calle  Amposta, 24 ;Calle Amposta;24;San Blas-Canillejas;40,42546;-3,62131
Contenedor de ropa;1;Calle del Castillo de Uclés , 2 ;Calle del Castillo de Uclés ;2;San Blas-Canillejas;40,42636;-3,62874
Contenedor de ropa;1;Calle del Castillo de Uclés , 35 ;Calle del Castillo de Uclés ;35;San Blas-Canillejas;40,43118;-3,6232
Contenedor de ropa;1;Calle del Castillo de Uclés, 11 ;Calle del Castillo de Uclés;11;San Blas-Canillejas;40,42982;-3,62333
Contenedor de ropa;1;Calle de Valdecanillas, 55 ;Calle de Valdecanillas;55;San Blas-Canillejas;40,43271;-3,62491
Contenedor de ropa;1;Calle de Valdecanillas, 39 ;Calle de Valdecanillas;39;San Blas-Canillejas;40,43097;-3,62903
Contenedor de ropa;1;Avenida  Institución Libre de Enseñanza, 55 ;Avenida Institución Libre de Enseñanza;55;San Blas-Canillejas;40,42961;-3,63185
Contenedor de ropa;1;Calle  Alcalá, 432 ;Calle Alcalá;432;San Blas-Canillejas;40,4383;-3,63626
Contenedor de ropa;1;Calle  Alcalá, 477 ;Calle Alcalá;477;San Blas-Canillejas;40,43926;-3,63308
Contenedor de ropa;1;Calle  Alcalá, 492 ;Calle Alcalá;492;San Blas-Canillejas;40,43995;-3,62898
Contenedor de ropa;1;Calle  Alcalá, 579 ;Calle Alcalá;579;San Blas-Canillejas;40,44502;-3,61505
Contenedor de ropa;1;Calle  Alcalá, 617 ;Calle Alcalá;617;San Blas-Canillejas;40,44756;-3,61115
Contenedor de ropa;1;Avenida  Cuarta , 1 ;Avenida Cuarta ;1;San Blas-Canillejas;40,44888;-3,59602
Contenedor de ropa;1;Plaza  Calle Ocho, 3 ;Plaza Calle Ocho;3;San Blas-Canillejas;40,44749;-3,5958
Contenedor de ropa;1;Calle  Pirra, 18 ;Calle Pirra;18;San Blas-Canillejas;40,44696;-3,58734
Contenedor de ropa;1;Calle  Febrero, 4 ;Calle Febrero;4;San Blas-Canillejas;40,44679;-3,57276
Contenedor de ropa;1;Calle  Nicolasa Gomez, 33 ;Calle Nicolasa Gomez;33;San Blas-Canillejas;40,44111;-3,613812
Contenedor de ropa;1;Calle  Esfinge, 63 ;Calle Esfinge;63;San Blas-Canillejas;40,4392;-3,60695
Contenedor de ropa;1;Calle de Santa Genoveva, 2 ;Calle de Santa Genoveva;2;San Blas-Canillejas;40,42623;-3,648309
Contenedor de ropa;1;Calle  Esfinge, 35 ;Calle Esfinge;35;San Blas-Canillejas;40,4437;-3,60932
Contenedor de ropa;1;Calle  San Faustino, 2 frente;Calle San Faustino;2;San Blas-Canillejas;40,4473;-3,6092
Contenedor de ropa;1;Calle  Valderobles, 4 ;Calle Valderobles;4;San Blas-Canillejas;40,44424;-3,61096
Contenedor de ropa;1;Calle  Boltaña, 14 ;Calle Boltaña;14;San Blas-Canillejas;40,44423;-3,61388
Contenedor de ropa;1;Calle  Albata, 5 ;Calle Albata;5;San Blas-Canillejas;40,43623;-3,6194
Contenedor de ropa;1;Calle  Julian Camarillo, 59 ;Calle Julian Camarillo;59;San Blas-Canillejas;40,43818;-3,61875
Contenedor de ropa;1;Calle  San Romualdo, 20 ;Calle San Romualdo;20;San Blas-Canillejas;40.4'40.6;-3,62317
Contenedor de ropa;1;Avenida de Niza, 52 ;Avenida de Niza;52;San Blas-Canillejas;40,43362;-3,60761
Contenedor de ropa;1;Calle  Suecia, 79 ;Calle Suecia;79;San Blas-Canillejas;40,43212;-3,60599
Contenedor de ropa;1;Calle  Suecia, 10 ;Calle Suecia;10;San Blas-Canillejas;40,42178;-3,60919
Contenedor de ropa;1;Calle  Sofia , 177 ;Calle Sofia ;177;San Blas-Canillejas;40,42235;-3,60124
Contenedor de ropa;1;Calle  Sofia, 56 ;Calle Sofia;56;San Blas-Canillejas;40,42829;-3,60126
Contenedor de ropa;1;Calle  Helsinki, 21 ;Calle Helsinki;21;San Blas-Canillejas;40,42566;-3,60274
Contenedor de ropa;1;Avenida  Guadalajara, 125 ;Avenida Guadalajara;125;San Blas-Canillejas;40,42414;-3,60795
Contenedor de ropa;1;Avenida  Guadalajara , 51 ;Avenida Guadalajara ;51;San Blas-Canillejas;40.41991, ;-3,61803
Contenedor de ropa;1;Avenida  Guadalajara , 2 ;Avenida Guadalajara ;2;San Blas-Canillejas;40,41872;-3,62097
Contenedor de ropa;1;Calle  San Román del Valle, 8 ;Calle San Román del Valle;8;San Blas-Canillejas;40,4196;-3,62151
Contenedor de ropa;1;Calle  Aquitania, 19 ;Calle Aquitania;19;San Blas-Canillejas;40,41884;-3,61877
Contenedor de ropa;1;Calle  Aquitania, 35 ;Calle Aquitania;35;San Blas-Canillejas;40,4196;-3,61623
Contenedor de ropa;1;Calle  Amposta, 24 ;Calle Amposta;24;San Blas-Canillejas;40,42546;-3,62131
Contenedor de ropa;1;Calle  Pobladura del Valle, 7 ;Calle Pobladura del Valle;7;San Blas-Canillejas;40,42243;-3,62439
Contenedor de ropa;1;Calle  Pobladura del Valle , 13 ;Calle Pobladura del Valle ;13;San Blas-Canillejas;40,42636;-3,61963
Contenedor de ropa;1;Calle  Alberique, 16 ;Calle Alberique;16;San Blas-Canillejas;40,42906;-3,61639
Contenedor de ropa;1;Calle  Gregorio Lopez Madera , 6 ;Calle Gregorio Lopez Madera ;6;San Blas-Canillejas;40,429487;-3,613099
Contenedor de ropa;1;Calle  Hinojosa del Duque , 3 ;Calle Hinojosa del Duque ;3;San Blas-Canillejas;40.43193, ;-3,61398
Contenedor de ropa;1;Calle de Julia Garcia Boutan, 6 ;Calle de Julia Garcia Boutan;6;San Blas-Canillejas;40,4294;-3,61007
Contenedor de ropa;1;Calle de Longares, 20 ;Calle de Longares;20;San Blas-Canillejas;40,43148;-3,60982
Contenedor de ropa;1;Calle  Francos Rodríguez, 86 frente;Calle Francos Rodríguez;86;Tetuán;40,457186;-3,7107133
Contenedor de ropa;1;Calle  Hierbabuena, 2 ;Calle Hierbabuena;2;Tetuán;40,459078;-3,7018875
Contenedor de ropa;1;Calle  Bravo Murillo, 376 ;Calle Bravo Murillo;376;Tetuán;40,464936;-3,6925947
Contenedor de ropa;1;Calle  Matilde Landa, 30 ;Calle Matilde Landa;30;Tetuán;40,47317;-3,6940124
Contenedor de ropa;1;Avenida  Asturias, 2 ;Avenida Asturias;2;Tetuán;40,46688;-3,6902
Contenedor de ropa;1;Plaza  Donoso, 5 ;Plaza Donoso;5;Tetuán;40,469321;-3,697284
Contenedor de ropa;1;Calle  Cestona, 5 ;Calle Cestona;5;Usera;40,37283982;-3,713759541
Contenedor de ropa;1;Avenida  Rafaela Ybarra , 52 ;Avenida Rafaela Ybarra ;52;Usera;40,37283982;-3,713759541
Contenedor de ropa;1;Calle  Doctor Tolosa Latour , 13 ;Calle Doctor Tolosa Latour ;13;Usera;40,37243034;-3,702210399
Contenedor de ropa;1;Avenida  Orcasur , 60 frente;Avenida Orcasur ;60;Usera;40,36548037;-3,701820263
Contenedor de ropa;1;Avenida  Orcasur, 53 esquina calle Lanjarón;Avenida Orcasur;53;Usera;40,36524973;-3,700929811
Contenedor de ropa;1;Calle  De Albuñuelas , 13 frente;Calle De Albuñuelas ;13;Usera;40,3657803;-3,698410088
Contenedor de ropa;1;Calle  Moreja , 3 ;Calle Moreja ;3;Usera;40,36870036;-3,697629864
Contenedor de ropa;1;Avenida  De los Poblados, 183 ;Avenida De los Poblados;183;Usera;40,3710325;-3,696935747
Contenedor de ropa;1;Calle  De Estafeta , 26 ;Calle De Estafeta ;26;Usera;40,37183975;-3,692280353
Contenedor de ropa;1;Calle  Carabelos, 21 frente;Calle Carabelos;21;Usera;40,3749289;-3,692113244
Contenedor de ropa;1;Avenida  Los Fueros, 47 frente;Avenida Los Fueros;47;Usera;40,36778019;-3,685939712
Contenedor de ropa;1;Calle  De Silvina , 28 ;Calle De Silvina ;28;Usera;40,36520988;-3,69017964
Contenedor de ropa;1;Calle  Antonio López , 256 frente;Calle Antonio López ;256;Usera;40,38005014;-3,694919593
Contenedor de ropa;1;Calle  Antonio López , 241 Mercadona;Calle Antonio López ;241;Usera;40,38241983;-3,695919408
Contenedor de ropa;1;Calle  Antonio López , 199 ;Calle Antonio López ;199;Usera;40,38422044;-3,695670504
Contenedor de ropa;1;Avenida  Cordoba , 8 ;Avenida Cordoba ;8;Usera;40,38632032;-3,699129995
Contenedor de ropa;1;Calle  Andres Arteaga , 5 ;Calle Andres Arteaga ;5;Usera;40,38838046;-3,705989575
Contenedor de ropa;1;Avenida  Rafaela Ybarra , 16 ;Avenida Rafaela Ybarra ;16;Usera;40,38205939;-3,711374252
Contenedor de ropa;1;Avenida  Rafaela Ybarra , 73 ;Avenida Rafaela Ybarra ;73;Usera;40,37894971;-3,711579859
Contenedor de ropa;1;Calle  Cristo de la Victoria , 245 ;Calle Cristo de la Victoria ;245;Usera;40,37883016;-3,709630133
Contenedor de ropa;1;Calle  Cristo de la Victoria , 245 ;Calle Cristo de la Victoria ;245;Usera;40,37883016;-3,709630133
Contenedor de ropa;1;Calle  Cristo de la Victoria , 88 ;Calle Cristo de la Victoria ;88;Usera;40,37984018;-3,70490025
Contenedor de ropa;1;Calle  Cristo de la Victoria , 88 ;Calle Cristo de la Victoria ;88;Usera;40,37984018;-3,70490025
Contenedor de ropa;1;Calle  Censo, 4 frente;Calle Censo;4;Usera;40,36872312;-3,705418452
Contenedor de ropa;1;Calle  Gran Avenida, 33 ;Calle Gran Avenida;33;Usera;40,36973103;-3,706086569
Contenedor de ropa;1;Calle  Rafaela Ybarra , 123 ;Calle Rafaela Ybarra ;123;Usera;40,36622287;-3,712419581
Contenedor de ropa;1;Calle  Avena, 4 ;Calle Avena;4;Usera;40,37772287;-3,716043525
Contenedor de ropa;1;Calle  Juan Español, 2 ;Calle Juan Español;2;Usera;40,38667188;-3,707568156
Contenedor de ropa;1;Calle  Guetaria , 49 esquina calle Villabona;Calle Guetaria ;49;Usera;40,36876253;-3,715441852
Contenedor de ropa;1;Calle  Minerva, 70 ;Calle Minerva;70;Vicalvaro;40,39532;-3,607771
Contenedor de ropa;1;Calle del Campo de la Torre, 14 ;Calle del Campo de la Torre;14;Vicalvaro;40,397202;-3,606118
Contenedor de ropa;1;Calle   Bulevar Jose Prat, 25 ;Calle Bulevar Jose Prat;25;Vicalvaro;40,397708;-3,621148
Contenedor de ropa;1;Avenida  Gran Via del Este, 14 ;Avenida Gran Via del Este;14;Vicalvaro;40,401837;-3,597145
Contenedor de ropa;1;Calle  Pedernal, 1 ;Calle Pedernal;1;Vicalvaro;40,405582;-3,598394
Contenedor de ropa;1;Calle  Sepiolita, 6 ;Calle Sepiolita;6;Vicalvaro;40,395106;-3,607987
Contenedor de ropa;1;Calle  Villablanca , 73 ;Calle Villablanca ;73;Vicalvaro;40,406316;-3,601658
Contenedor de ropa;1;Calle  Villablanca , 23 ;Calle Villablanca ;23;Vicalvaro;40,408299;-3,606141
Contenedor de ropa;1;Calle  Casalareina, 27 ;Calle Casalareina;27;Vicalvaro;40,408258;-3,614427
Contenedor de ropa;1;Calle  Casalareina, 22 ;Calle Casalareina;22;Vicalvaro;40,409135;-3,612732
Contenedor de ropa;1;Calle  Villa Jimena, 75 ;Calle Villa Jimena;75;Vicalvaro;40,406805;-3,605849
Contenedor de ropa;1;Calle  Villardondiego, 32 ;Calle Villardondiego;32;Vicalvaro;40,405342;-3,608288
Contenedor de ropa;1;Calle  Calahorra, 17 ;Calle Calahorra;17;Vicalvaro;40,406949;-3,613039
Contenedor de ropa;1;Calle  Tren de Arganda, 12 ;Calle Tren de Arganda;12;Vicalvaro;40,403786;-3,619454
Contenedor de ropa;1;Calle   Ladera de los Almendros, 2 ;Calle  Ladera de los Almendros;2;Vicalvaro;40,404471;-3,622591
Contenedor de ropa;1;Calle   Ladera de los Almendros, 44 ;Calle  Ladera de los Almendros;44;Vicalvaro;40,396576;-3,626258
Contenedor de ropa;1;Calle  Indalecio Prieto, 44 ;Calle Indalecio Prieto;44;Vicalvaro;40,3967;-3,623087
Contenedor de ropa;1;Bulevar  Indalecio Prieto, 19 ;Bulevar Indalecio Prieto;19;Vicalvaro;40,399946;-3,62122
Contenedor de ropa;1;Calle  San Jose Prat, 95 ;Calle San Jose Prat;95;Vicalvaro;40,396731;-3,620231
Contenedor de ropa;1;Calle  San Cipriano, 30 ;Calle San Cipriano;30;Vicalvaro;40,403693;-3,601317
Contenedor de ropa;1;Paseo de la  Castellana, 2 ;Paseo de la  Castellana;2;Vicalvaro;40,426315;-3,689716
Contenedor de ropa;1;Avenida de la Aurora Boreal, 15 ;Avenida de la Aurora Boreal;15;Vicalvaro;40,398881;-3,604157
Contenedor de ropa;1;Calle  Fuente de San Jorge, 2 ;Calle Fuente de San Jorge;2;Vicalvaro;40,401646;-3,605478
Contenedor de ropa;1;Calle  Ensanche Vallecas , 120 ;Calle Ensanche Vallecas ;120;Villa Vallecas;40,36020799;-3,593408157
Contenedor de ropa;1;Calle  Ensanche Vallecas , 79 frente;Calle Ensanche Vallecas ;79;Villa Vallecas;40,37116993;-3,646600334
Contenedor de ropa;1;Calle  Antonio Gades  , 25 ;Calle Antonio Gades  ;25;Villa Vallecas;40,3653618;-3,593015326
