Tipo Contenedor;Distrito;Tipo Vía;Nombre;Número;LONGITUD;LATITUD;DIRECCION
ENVASES;PUENTE DE VALLECAS;CALLE;de Pont de Molins;;-3,643394;40,3934951;Calle  de Pont de Molins,
ENVASES;PUENTE DE VALLECAS;CALLE;de Pont de Molins;;-3,6436839;40,393099;Calle  de Pont de Molins,
ENVASES;PUENTE DE VALLECAS;CALLE;de Pont de Molins;;-3,643834;40,392719;Calle  de Pont de Molins,
ENVASES;CARABANCHEL;CALLE;de la Verdad;;-3,716278;40,394708;Calle  de la Verdad,
ENVASES;PUENTE DE VALLECAS;CALLE;de Pont de Molins;;-3,643943;40,3928261;Calle  de Pont de Molins,
ENVASES;USERA;PLAZA;del Movimiento Ciudadano;;-3,707288;40,3699671;Plaza  del Movimiento Ciudadano,
ENVASES;USERA;PLAZA;del Movimiento Ciudadano;;-3,708167;40,3699631;Plaza  del Movimiento Ciudadano,
ENVASES;USERA;CAMINO; de Perales;;-3,686454;40,368949;Camino  de Perales,
ENVASES;USERA;CAMINO; de Perales;;-3,688396;40,3719441;Camino  de Perales,
ORGANICA;VILLAVERDE;CALLE;de Anoeta;;-3,7037419;40,350538;Calle  de Anoeta,
ENVASES;USERA;CALLE;del Alerce;;-3,697786;40,3649571;Calle  del Alerce,
ENVASES;USERA;CALLE;del Alerce;;-3,696239;40,365016;Calle  del Alerce,
ORGANICA;VILLAVERDE;CALLE;de Cifuentes;;-3,695638;40,348603;Calle  de Cifuentes,
ENVASES;USERA;CALLE;del Alerce;;-3,6967759;40,3649851;Calle  del Alerce,
ORGANICA;PUENTE DE VALLECAS;AVENIDA;de Buenos Aires;;-3,652767;40,380472;Avenida de Buenos Aires,
ENVASES;USERA;CALLE;de Manuel Noya;;-3,712412;40,3858541;Calle  de Manuel Noya,
ENVASES;USERA;CALLE;de Manuel Noya;;-3,7122109;40,3855721;Calle  de Manuel Noya,
ORGANICA;VILLAVERDE;CALLE;de Menasalbas;;-3,697398;40,363081;Calle  de Menasalbas,
ENVASES;USERA;CALLE;de la Expropiación;;-3,706313;40,371426;Calle  de la Expropiación,
ENVASES;USERA;CALLE;de la Expropiación;;-3,7048809;40,3698481;Calle  de la Expropiación,
ENVASES;CARABANCHEL;CALLE;de Matilde Hernández;;-3,735839;40,3880111;Calle  de Matilde Hernández,
ORGANICA;PUENTE DE VALLECAS;AVENIDA;del Parque de Palomeras Bajas;;-3,6641879;40,380573;Avenida del Parque de Palomeras Bajas,
ORGANICA;PUENTE DE VALLECAS;AVENIDA;de Entrevías;;-3,666196;40,3794371;Avenida de Entrevías,
ENVASES;VILLA DE VALLECAS;CALLE;de Puentelarra;;-3,609615;40,379395;Calle  de Puentelarra,
ENVASES;PUENTE DE VALLECAS;CALLE;de la Mancha;;-3,669111;40,3814421;Calle  de la Mancha,
ORGANICA;VILLAVERDE;CALLE;de Cifuentes;;-3,696448;40,348693;Calle  de Cifuentes,
ENVASES;PUENTE DE VALLECAS;AVENIDA;de Joaquín Garrigues Walker;;-3,661113;40,3702121;Avenida de Joaquín Garrigues Walker,
ENVASES;PUENTE DE VALLECAS;CALLE;del Pintor Sorolla;;-3,671285;40,387776;Calle  del Pintor Sorolla,
ENVASES;PUENTE DE VALLECAS;CALLE;de Gerardo Diego;;-3,643768;40,3858771;Calle  de Gerardo Diego,
ORGANICA;PUENTE DE VALLECAS;CALLE;del Campo de la Paloma;;-3,645973;40,383834;Calle  del Campo de la Paloma,
ORGANICA;PUENTE DE VALLECAS;AVENIDA;de Joaquín Garrigues Walker;;-3,661113;40,3702121;Avenida de Joaquín Garrigues Walker,
ORGANICA;PUENTE DE VALLECAS;RONDA;del Sur;;-3,67321;40,377989;Ronda  del Sur,
ORGANICA;VILLAVERDE;CALLE;de Anoeta;;-3,700654;40,352051;Calle  de Anoeta,
ORGANICA;PUENTE DE VALLECAS;CALLE;del Pintor Sorolla;;-3,671285;40,387776;Calle  del Pintor Sorolla,
ENVASES;VILLA DE VALLECAS;CALLE;de la Sierra del Torcal;;-3,6172231;40,3796111;Calle  de la Sierra del Torcal,
ENVASES;VILLA DE VALLECAS;CALLE;de Fuentidueña;;-3,624044;40,375145;Calle  de Fuentidueña,
ENVASES;VILLA DE VALLECAS;CALLE;de la Sierra del Torcal;;-3,617399;40,380443;Calle  de la Sierra del Torcal,
ORGANICA;PUENTE DE VALLECAS;RONDA;del Sur;;-3,679073;40,3797751;Ronda  del Sur,
ENVASES;VILLA DE VALLECAS;CALLE;del Puerto del Bruch;;-3,619995;40,382034;Calle  del Puerto del Bruch,
ENVASES;VILLA DE VALLECAS;CALLE;del Puerto del Bruch;;-3,619657;40,382304;Calle  del Puerto del Bruch,
ENVASES;VILLA DE VALLECAS;CALLE;del Puerto del Bruch;;-3,619321;40,3825501;Calle  del Puerto del Bruch,
ENVASES;PUENTE DE VALLECAS;CALLE;de la Cooperativa Eléctrica;;-3,6598899;40,37447;Calle  de la Cooperativa Eléctrica,
ENVASES;CARABANCHEL;CALLE;de Santa Lucrecia;;-3,719183;40,386448;Calle  de Santa Lucrecia,
ENVASES;PUENTE DE VALLECAS;CALLE;de la Cooperativa Eléctrica;;-3,6592509;40,374245;Calle  de la Cooperativa Eléctrica,
ENVASES;PUENTE DE VALLECAS;CALLE;de la Cooperativa Eléctrica;;-3,6611069;40,374969;Calle  de la Cooperativa Eléctrica,
ENVASES;CARABANCHEL;CALLE;de Utebo;;-3,737916;40,386276;Calle  de Utebo,
ORGANICA;VILLA DE VALLECAS;CALLE;de la Sierra del Torcal;;-3,6172231;40,3796111;Calle  de la Sierra del Torcal,
ORGANICA;VILLA DE VALLECAS;CALLE;de Fuentidueña;;-3,624044;40,375145;Calle  de Fuentidueña,
ORGANICA;PUENTE DE VALLECAS;CALLE;de la Cooperativa Eléctrica;;-3,6598899;40,37447;Calle  de la Cooperativa Eléctrica,
ENVASES;PUENTE DE VALLECAS;CALLE;de Guillermo Pingarrón;;-3,6477661;40,387203;Calle  de Guillermo Pingarrón,
ENVASES;PUENTE DE VALLECAS;PLAZA;de La Constitución;;-3,647739;40,3856831;Plaza  de La Constitución,
ENVASES;PUENTE DE VALLECAS;CALLE;de Guillermo Pingarrón;;-3,647386;40,3870261;Calle  de Guillermo Pingarrón,
ENVASES;PUENTE DE VALLECAS;CALLE;de Guillermo Pingarrón;;-3,646568;40,3867301;Calle  de Guillermo Pingarrón,
ENVASES;PUENTE DE VALLECAS;PLAZA;de La Constitución;;-3,649236;40,3860631;Plaza  de La Constitución,
ENVASES;PUENTE DE VALLECAS;CALLE;de Guillermo Pingarrón;;-3,648509;40,387479;Calle  de Guillermo Pingarrón,
ENVASES;VILLA DE VALLECAS;PLAZA;de la Sierra de Magina;;-3,621963;40,3763171;Plaza  de la Sierra de Magina,
ENVASES;VILLAVERDE;CALLE;de Villafuerte;;-3,68955;40,355792;Calle  de Villafuerte,
ENVASES;VILLAVERDE;CALLE;de Villafuerte;;-3,689475;40,354401;Calle  de Villafuerte,
ENVASES;VILLA DE VALLECAS;PLAZA;de la Sierra de Magina;;-3,622618;40,376163;Plaza  de la Sierra de Magina,
ENVASES;VILLA DE VALLECAS;PLAZA;de la Sierra de Magina;;-3,62305;40,3764981;Plaza  de la Sierra de Magina,
ENVASES;VILLA DE VALLECAS;PLAZA;de la Sierra de Magina;;-3,622618;40,376163;Plaza  de la Sierra de Magina,
ORGANICA;PUENTE DE VALLECAS;CALLE;de Guillermo Pingarrón;;-3,6477661;40,387203;Calle  de Guillermo Pingarrón,
ENVASES;CARABANCHEL;CALLE;de Alba de Tormes;;-3,742831;40,3788431;Calle  de Alba de Tormes,
ENVASES;VILLAVERDE;CALLE;de Concepción de la Oliva;;-3,681476;40,354103;Calle  de Concepción de la Oliva,
ENVASES;USERA;CALLE;de Marcelo Usera;;-3,714848;40,3850941;Calle  de Marcelo Usera,
ORGANICA;PUENTE DE VALLECAS;PLAZA;de La Constitución;;-3,647739;40,3856831;Plaza  de La Constitución,
ENVASES;CARABANCHEL;CALLE;de María Odiaga;;-3,7402;40,3793941;Calle  de María Odiaga,
ENVASES;LATINA;PLAZA;de Tauste;;-3,738547;40,3954231;Plaza  de Tauste,
ORGANICA;VILLA DE VALLECAS;PLAZA;de la Sierra de Magina;;-3,621963;40,3763171;Plaza  de la Sierra de Magina,
ORGANICA;VILLAVERDE;CALLE;de Villafuerte;;-3,68955;40,355792;Calle  de Villafuerte,
ORGANICA;PUENTE DE VALLECAS;CALLE;Convenio;;-3,671429;40,3885691;Calle  Convenio,
ENVASES;CARABANCHEL;PLAZA;de Almodóvar;;-3,734825;40,389868;Plaza  de Almodóvar,
ENVASES;CARABANCHEL;CALLE;de Albox;;-3,743139;40,3737771;Calle  de Albox,
ORGANICA;VILLAVERDE;PASEO;de Gigantes y Cabezudos;;-3,6938541;40,3589871;Paseo  de Gigantes y Cabezudos,
ORGANICA;VILLAVERDE;CALLE;de la Hermandad de Donantes de Sangre;;-3,699632;40,355058;Calle  de la Hermandad de Donantes de Sangre,
ENVASES;VILLAVERDE;CALLE;de Terriente;;-3,710986;40,344888;Calle  de Terriente,
ENVASES;USERA;CALLE;de Maracena;;-3,697803;40,3692541;Calle  de Maracena,
ENVASES;USERA;CALLE;de Tomelloso;;-3,698102;40,382256;Calle  de Tomelloso,
ENVASES;USERA;CALLE;de Maracena;;-3,697803;40,3692541;Calle  de Maracena,
ENVASES;USERA;CALLE;del Plan Parcial;;-3,7070479;40,371601;Calle  del Plan Parcial,
ENVASES;USERA;CALLE;de Salobreña;;-3,699266;40,36567;Calle  de Salobreña,
ENVASES;VILLAVERDE;CALLE;de Eduardo Maristany;;-3,6832129;40,3530161;Calle  de Eduardo Maristany,
ENVASES;USERA;CALLE;del General Marvá;;-3,7082;40,388514;Calle  del General Marvá,
ENVASES;USERA;CALLE;del Plan Parcial;;-3,708534;40,3715521;Calle  del Plan Parcial,
ENVASES;USERA;CALLE;del General Marvá;;-3,7082;40,388514;Calle  del General Marvá,
ORGANICA;PUENTE DE VALLECAS;CALLE;de Ramón Pérez de Ayala;;-3,6507969;40,400361;Calle  de Ramón Pérez de Ayala,
ENVASES;PUENTE DE VALLECAS;CALLE;de la Vedra;;-3,663344;40,377196;Calle  de la Vedra,
ENVASES;USERA;CALLE;de Jayena;;-3,702391;40,3707321;Calle  de Jayena,
ENVASES;USERA;CALLE;de Leiza;;-3,714243;40,3708761;Calle  de Leiza,
ENVASES;PUENTE DE VALLECAS;CALLE;de la Vedra;;-3,6641059;40,37671;Calle  de la Vedra,
ENVASES;PUENTE DE VALLECAS;CALLE;de la Vedra;;-3,663859;40,3768731;Calle  de la Vedra,
ENVASES;PUENTE DE VALLECAS;CALLE;de la Vedra;;-3,66541;40,3760961;Calle  de la Vedra,
ENVASES;USERA;CALLE;de Dúrcal;;-3,6997971;40,3687041;Calle  de Dúrcal,
ENVASES;USERA;CALLE;de Villabona;;-3,712413;40,3689161;Calle  de Villabona,
ORGANICA;PUENTE DE VALLECAS;CALLE;de San Claudio;;-3,640642;40,3909501;Calle  de San Claudio,
ORGANICA;VILLAVERDE;CALLE;de Terriente;;-3,710986;40,344888;Calle  de Terriente,
ORGANICA;VILLAVERDE;CALLE;La del Manojo de Rosas;;-3,697458;40,3602321;Calle  La del Manojo de Rosas,
ORGANICA;VILLAVERDE;CALLE;de Eduardo Maristany;;-3,6832129;40,3530161;Calle  de Eduardo Maristany,
ORGANICA;PUENTE DE VALLECAS;CALLE;de la Vedra;;-3,663344;40,377196;Calle  de la Vedra,
ORGANICA;PUENTE DE VALLECAS;CALLE;de la Mancha;;-3,669111;40,3814421;Calle  de la Mancha,
ENVASES;USERA;CALLE;de Santa María Reina;;-3,697877;40,370428;Calle  de Santa María Reina,
ENVASES;USERA;CALLE;de Santa María Reina;;-3,69663;40,3703811;Calle  de Santa María Reina,
ENVASES;USERA;CALLE;Gran Avenida;;-3,705675;40,369394;Calle  Gran Avenida,
ENVASES;USERA;PLAZA;de los Mil Delegados;;-3,70572;40,369639;Plaza  de los Mil Delegados,
ENVASES;USERA;CALLE;Gran Avenida;;-3,7089259;40,3690551;Calle  Gran Avenida,
ENVASES;USERA;CALLE;de Santa María Reina;;-3,69663;40,3703811;Calle  de Santa María Reina,
ENVASES;USERA;CALLE;del Cerro Blanco;;-3,716249;40,380483;Calle  del Cerro Blanco,
ENVASES;USERA;CALLE;de Salvador Martínez;;-3,698127;40,367261;Calle  de Salvador Martínez,
ENVASES;USERA;CALLE;del Cerro Blanco;;-3,7157931;40,381716;Calle  del Cerro Blanco,
ORGANICA;PUENTE DE VALLECAS;RONDA;del Sur;;-3,66992;40,3763131;Ronda  del Sur,
ORGANICA;PUENTE DE VALLECAS;CALLE;Marchamalo;;-3,646389;40,396039;Calle  Marchamalo,
ORGANICA;VILLA DE VALLECAS;CALLE;de Diego Olivera Victorio;;-3,613602;40,3835651;Calle  de Diego Olivera Victorio,
ENVASES;USERA;CALLE;de Carabelos;;-3,692226;40,374756;Calle  de Carabelos,
ORGANICA;VILLAVERDE;CARRETERA;de Villaverde a Vallecas;;-3,687724;40,355507;Carretera de Villaverde a Vallecas,
ORGANICA;VILLAVERDE;CALLE;La del Manojo de Rosas;;-3,69769;40,3607651;Calle  La del Manojo de Rosas,
ENVASES;USERA;CALLE;del Parque de la Paloma;;-3,713244;40,378124;Calle  del Parque de la Paloma,
ENVASES;USERA;CALLE;de Guetaria;;-3,715674;40,372439;Calle  de Guetaria,
ENVASES;USERA;CALLE;del Parque de la Paloma;;-3,713244;40,378124;Calle  del Parque de la Paloma,
ORGANICA;PUENTE DE VALLECAS;CALLE;de Ramón Pérez de Ayala;;-3,6510929;40,3990871;Calle  de Ramón Pérez de Ayala,
ORGANICA;PUENTE DE VALLECAS;CALLE;de San Claudio;;-3,637992;40,3886701;Calle  de San Claudio,
