IDENTIFICADOR,TIPO CONTENEDOR,DESCRIPCION MODELO,CANTIDAD,LOTE,DISTRITO,URI distrito,NOMBRE,NUMERO,LONGITUD,LATITUD,DIRECCION COMPLETA
"Packaging/-3,7334036_40,406733",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Moscareta,2,-3.7334036,40.406733,"Calle Moscareta, 2"
"Organic/-3,7360194_40,4103972",Organic,O 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Jose espelius,10,-3.7360194,40.4103972,"Calle Jose espelius, 10"
"Waste/-3,7377275_40,4049188",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Paseo Perales,5,-3.7377275,40.4049188,"Paseo Perales, 5"
"Waste/-3,7399455_40,4076424",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Juan pascual de mena,13,-3.7399455,40.4076424,"Calle Juan pascual de mena, 13"
"Paper-Cardboard/-3,7351424_40,40784",Paper-Cardboard,PC 3200 CL,1,1,Latina,http://www.wikidata.org/entity/Q794954,Paseo Jesuitas,44,-3.7351424,40.40784,"Paseo Jesuitas, 44"
"Paper-Cardboard/-3,7249307_40,4133047",Paper-Cardboard,PC 3200 CL,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Saavedra fajardo,20,-3.7249307,40.4133047,"Calle Saavedra fajardo, 20"
"Organic/-3,7385402_40,4076115",Organic,O 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Domingo de zaizita,3,-3.7385402,40.4076115,"Calle Domingo de zaizita, 3"
"Packaging/-3,7279275_40,4115156",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Antillon,22,-3.7279275,40.4115156,"Calle Antillon, 22"
"Waste/-3,7265379_40,4109026",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Doña mencia,3,-3.7265379,40.4109026,"Calle Doña mencia, 3"
"Organic/-3,7371238_40,4105417",Organic,O 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Paseo Extremadura,140,-3.7371238,40.4105417,"Paseo Extremadura, 140"
"Packaging/-3,7344197_40,412531",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Avenida Portugal,115,-3.7344197,40.412531,"Avenida Portugal, 115"
"Organic/-3,7348992_40,4062987",Organic,O 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Santa aurea,21,-3.7348992,40.4062987,"Calle Santa aurea, 21"
"Waste/-3,7361857_40,4079658",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Herminio puertas,56,-3.7361857,40.4079658,"Calle Herminio puertas, 56"
"Waste/-3,7334552_40,4077986",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Magin calvo,8,-3.7334552,40.4077986,"Calle Magin calvo, 8"
"Paper-Cardboard/-3,7394005_40,4070287",Paper-Cardboard,PC 3200 CL,1,1,Latina,http://www.wikidata.org/entity/Q794954,Avenida Apostoles,6,-3.7394005,40.4070287,"Avenida Apostoles, 6"
"Packaging/-3,7286252_40,4112967",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Jaime vera,32,-3.7286252,40.4112967,"Calle Jaime vera, 32"
"Packaging/-3,7261877_40,4137317",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Lain calvo,2,-3.7261877,40.4137317,"Calle Lain calvo, 2"
"Packaging/-3,7383653_40,4065536",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Sagrados corazones,9,-3.7383653,40.4065536,"Calle Sagrados corazones, 9"
"Waste/-3,7270402_40,412793",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Caramuel,10,-3.7270402,40.412793,"Calle Caramuel, 10"
"Waste/-3,729003_40,4100749",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Doña mencia,37,-3.729003,40.4100749,"Calle Doña mencia, 37"
"Waste/-3,7279125_40,4120783",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Cardenal mendoza,38,-3.7279125,40.4120783,"Calle Cardenal mendoza, 38"
"Packaging/-3,7292049_40,4087137",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Calatayud,6,-3.7292049,40.4087137,"Calle Calatayud, 6"
"Waste/-3,7387947_40,4091403",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Benicasim,5,-3.7387947,40.4091403,"Calle Benicasim, 5"
"Packaging/-3,7362051_40,4094454",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Ramiro molina,21,-3.7362051,40.4094454,"Calle Ramiro molina, 21"
"Waste/-3,7381233_40,4070396",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Plaza Patriarca eijo y garay,10,-3.7381233,40.4070396,"Plaza Patriarca eijo y garay, 10"
"Waste/-3,7408548_40,4095513",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Avenida Portugal,177,-3.7408548,40.4095513,"Avenida Portugal, 177"
"Glass/-3,7342128_40,4055386",Glass,V 2200 CL,1,1,Latina,http://www.wikidata.org/entity/Q794954,Paseo Olivos,39,-3.7342128,40.4055386,"Paseo Olivos, 39"
"Waste/-3,7339216_40,4054169",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Ampelido,42,-3.7339216,40.4054169,"Calle Ampelido, 42"
"Packaging/-3,7360194_40,4103972",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Jose espelius,10,-3.7360194,40.4103972,"Calle Jose espelius, 10"
"Waste/-3,7328035_40,408941",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Pericles,31,-3.7328035,40.408941,"Calle Pericles, 31"
"Packaging/-3,733009_40,4107699",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Pedro de repide,2,-3.733009,40.4107699,"Calle Pedro de repide, 2"
"Packaging/-3,7374894_40,4060439",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Vicente camaron,2,-3.7374894,40.4060439,"Calle Vicente camaron, 2"
"Packaging/-3,7224696_40,4091981",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Avenida Manzanares,8,-3.7224696,40.4091981,"Avenida Manzanares, 8"
"Packaging/-3,7321892_40,4078911",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Fidias,18,-3.7321892,40.4078911,"Calle Fidias, 18"
"Organic/-3,7402774_40,4083676",Organic,O 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Francisco ronquillo,3,-3.7402774,40.4083676,"Calle Francisco ronquillo, 3"
"Organic/-3,7289339_40,414568",Organic,O 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Avenida Portugal,75,-3.7289339,40.414568,"Avenida Portugal, 75"
"Waste/-3,7255762_40,4109032",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Lain calvo,28,-3.7255762,40.4109032,"Calle Lain calvo, 28"
"Organic/-3,7308067_40,408461",Organic,O 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Jaime tercero,18,-3.7308067,40.408461,"Calle Jaime tercero, 18"
"Waste/-3,7299615_40,4118401",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Doña berenguela,57,-3.7299615,40.4118401,"Calle Doña berenguela, 57"
"Waste/-3,7382849_40,4075771",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Arcangel san rafael,1,-3.7382849,40.4075771,"Calle Arcangel san rafael, 1"
"Organic/-3,7273617_40,4151569",Organic,O 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Avenida Portugal,33,-3.7273617,40.4151569,"Avenida Portugal, 33"
"Organic/-3,7262396_40,4133937",Organic,O 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Antonio zamora,9,-3.7262396,40.4133937,"Calle Antonio zamora, 9"
"Waste/-3,736323_40,4060524",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Clemente fernandez,62,-3.736323,40.4060524,"Calle Clemente fernandez, 62"
"Waste/-3,7414179_40,4080566",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Huerta de castañeda,3,-3.7414179,40.4080566,"Calle Huerta de castañeda, 3"
"Waste/-3,7316592_40,4091848",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Pericles,20,-3.7316592,40.4091848,"Calle Pericles, 20"
"Packaging/-3,7264438_40,4129408",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Doña urraca,17,-3.7264438,40.4129408,"Calle Doña urraca, 17"
"Packaging/-3,7307243_40,4119876",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Grandeza española,2,-3.7307243,40.4119876,"Calle Grandeza española, 2"
"Waste/-3,7273676_40,4143427",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Plaza Santa cristina,2,-3.7273676,40.4143427,"Plaza Santa cristina, 2"
"Packaging/-3,7368613_40,4091971",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Herminio puertas,26,-3.7368613,40.4091971,"Calle Herminio puertas, 26"
"Waste/-3,7324189_40,4110036",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Barrafon,35,-3.7324189,40.4110036,"Calle Barrafon, 35"
"Waste/-3,729926_40,4107753",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Industria,1,-3.729926,40.4107753,"Calle Industria, 1"
"Waste/-3,7298376_40,4142221",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Avenida Portugal,81,-3.7298376,40.4142221,"Avenida Portugal, 81"
"Waste/-3,7318853_40,4082872",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Maria del carmen,14,-3.7318853,40.4082872,"Calle Maria del carmen, 14"
"Packaging/-3,7329473_40,4104957",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Pedro de repide,6,-3.7329473,40.4104957,"Calle Pedro de repide, 6"
"Waste/-3,7327444_40,4059596",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Paseo Olivos,1,-3.7327444,40.4059596,"Paseo Olivos, 1"
"Packaging/-3,725636_40,4115153",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Plaza Lucena,1,-3.725636,40.4115153,"Plaza Lucena, 1"
"Waste/-3,7258817_40,4111184",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Baena,9,-3.7258817,40.4111184,"Calle Baena, 9"
"Waste/-3,7351114_40,4099503",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Mauregato,1,-3.7351114,40.4099503,"Calle Mauregato, 1"
"Waste/-3,7290268_40,4106617",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Doña mencia,27,-3.7290268,40.4106617,"Calle Doña mencia, 27"
"Packaging/-3,7267173_40,4110016",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Caramuel,28,-3.7267173,40.4110016,"Calle Caramuel, 28"
"Waste/-3,7318853_40,4082872",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Maria del carmen,14,-3.7318853,40.4082872,"Calle Maria del carmen, 14"
"Waste/-3,7378842_40,4098187",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Navas del rey,4,-3.7378842,40.4098187,"Calle Navas del rey, 4"
"Packaging/-3,7360623_40,411941",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Avenida Portugal,135,-3.7360623,40.411941,"Avenida Portugal, 135"
"Packaging/-3,7316774_40,4117303",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Grandeza española,20,-3.7316774,40.4117303,"Calle Grandeza española, 20"
"Waste/-3,7364114_40,4083859",Waste,Res 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Herminio puertas,50,-3.7364114,40.4083859,"Calle Herminio puertas, 50"
"Organic/-3,7346955_40,4078251",Organic,O 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Fortuna,34,-3.7346955,40.4078251,"Calle Fortuna, 34"
"Organic/-3,7319364_40,4096114",Organic,O 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Cerro bermejo,27,-3.7319364,40.4096114,"Calle Cerro bermejo, 27"
"Packaging/-3,7353653_40,410494",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Doctor larra y cerezo,3,-3.7353653,40.410494,"Calle Doctor larra y cerezo, 3"
"Packaging/-3,7419017_40,4045236",Packaging,Env 800,1,1,Latina,http://www.wikidata.org/entity/Q794954,Calle Sepulveda,59,-3.7419017,40.4045236,"Calle Sepulveda, 59"
