IDENTIFICADOR,TIPO CONTENEDOR,DESCRIPCION MODELO,CANTIDAD,LOTE,DISTRITO,URI distrito,NOMBRE,NUMERO,LONGITUD,LATITUD,DIRECCION COMPLETA
"Packaging/-3,70116_40,349705",Packaging,Env 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Calle  De alcocer,33,-3.70116,40.349705,"Calle  De alcocer, 33"
"Packaging/-3,7049009_40,350974",Packaging,Env 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Calle  De alcocer,-1,-3.7049009,40.350974,"Calle  De alcocer, "
"Packaging/-3,695145_40,350958",Packaging,Env 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Calle  De alcocer,3,-3.695145,40.350958,"Calle  De alcocer, 3"
"Packaging/-3,6621351_40,393459",Packaging,Env 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De nuestra señora del perpetuo socorro,-1,-3.6621351,40.393459,"Calle  De nuestra señora del perpetuo socorro, "
"Packaging/-3,663101_40,388757",Packaging,Env 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De javier de miguel,-1,-3.663101,40.388757,"Calle  De javier de miguel, "
"Packaging/-3,720996_40,394329",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De mercedes arteaga,-1,-3.720996,40.394329,"Calle  De mercedes arteaga, "
"Packaging/-3,742108_40,3897681",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De la laguna,42,-3.742108,40.3897681,"Calle  De la laguna, 42"
"Packaging/-3,714188_40,395464",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Condes de barcelona,6,-3.714188,40.395464,"Calle  Condes de barcelona, 6"
"Packaging/-3,734166_40,3980011",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De zaida,7,-3.734166,40.3980011,"Calle  De zaida, 7"
"Packaging/-3,698597_40,352512",Packaging,Env 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Calle  De anoeta,29,-3.698597,40.352512,"Calle  De anoeta, 29"
"Packaging/-3,701778_40,351531",Packaging,Env 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Calle  De anoeta,50,-3.701778,40.351531,"Calle  De anoeta, 50"
"Packaging/-3,694708_40,352821",Packaging,Env 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Calle  De anoeta,10,-3.694708,40.352821,"Calle  De anoeta, 10"
"Packaging/-3,7037419_40,350538",Packaging,Env 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Calle  De anoeta,-1,-3.7037419,40.350538,"Calle  De anoeta, "
"Packaging/-3,6997761_40,3524251",Packaging,Env 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Calle  De anoeta,36,-3.6997761,40.3524251,"Calle  De anoeta, 36"
"Packaging/-3,700654_40,352051",Packaging,Env 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Calle  De anoeta,-1,-3.700654,40.352051,"Calle  De anoeta, "
"Packaging/-3,700702_40,351787",Packaging,Env 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Calle  De anoeta,41,-3.700702,40.351787,"Calle  De anoeta, 41"
"Packaging/-3,696571_40,352635",Packaging,Env 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Calle  De anoeta,19,-3.696571,40.352635,"Calle  De anoeta, 19"
"Packaging/-3,701305_40,351522",Packaging,Env 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Calle  De anoeta,57,-3.701305,40.351522,"Calle  De anoeta, 57"
"Packaging/-3,735728_40,3937871",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De zaida,-1,-3.735728,40.3937871,"Calle  De zaida, "
"Packaging/-3,651645_40,379317",Packaging,Env 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De villalobos,48,-3.651645,40.379317,"Calle  De villalobos, 48"
"Packaging/-3,754666_40,3783171",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Del parque de eugenia de montijo,4,-3.754666,40.3783171,"Calle  Del parque de eugenia de montijo, 4"
"Packaging/-3,727018_40,38775",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Del camino viejo de leganés,93,-3.727018,40.38775,"Calle  Del camino viejo de leganés, 93"
"Packaging/-3,7088871_40,3929241",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Del marqués de jura real,11,-3.7088871,40.3929241,"Calle  Del marqués de jura real, 11"
"Packaging/-3,736824_40,396926",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Vía carpetana,67,-3.736824,40.396926,"Calle  Vía carpetana, 67"
"Packaging/-3,738941_40,3912501",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De algodre,8,-3.738941,40.3912501,"Calle  De algodre, 8"
"Packaging/-3,7371369_40,3928211",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Del el toboso,-1,-3.7371369,40.3928211,"Calle  Del el toboso, "
"Packaging/-3,734837_40,393241",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Del el toboso,105,-3.734837,40.393241,"Calle  Del el toboso, 105"
"Packaging/-3,739106_40,391097",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De algodre,-1,-3.739106,40.391097,"Calle  De algodre, "
"Packaging/-3,736148_40,393056",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Del el toboso,-1,-3.736148,40.393056,"Calle  Del el toboso, "
"Packaging/-3,738337_40,3917491",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Avenida De nuestrseñorde valvanera,102,-3.738337,40.3917491,"Avenida De nuestrseñorde valvanera, 102"
"Packaging/-3,729534_40,392779",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Del el toboso,48,-3.729534,40.392779,"Calle  Del el toboso, 48"
"Packaging/-3,732313_40,393007",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Del el toboso,61,-3.732313,40.393007,"Calle  Del el toboso, 61"
"Packaging/-3,730344_40,392928",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Del el toboso,60,-3.730344,40.392928,"Calle  Del el toboso, 60"
"Packaging/-3,728853_40,392684",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Del el toboso,40,-3.728853,40.392684,"Calle  Del el toboso, 40"
"Packaging/-3,715553_40,3891861",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De juan pérez almeida,-1,-3.715553,40.3891861,"Calle  De juan pérez almeida, "
"Packaging/-3,7402761_40,3853161",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Paseo  De muñoz grandes,9,-3.7402761,40.3853161,"Paseo  De muñoz grandes, 9"
"Packaging/-3,710825_40,3955461",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De antonio lópez,45,-3.710825,40.3955461,"Calle  De antonio lópez, 45"
"Packaging/-3,735284_40,396035",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De zaida,-1,-3.735284,40.396035,"Calle  De zaida, "
"Packaging/-3,746729_40,379542",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De eugenia de montijo,72,-3.746729,40.379542,"Calle  De eugenia de montijo, 72"
"Packaging/-3,745772_40,3845171",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De ramón serrano,32,-3.745772,40.3845171,"Calle  De ramón serrano, 32"
"Packaging/-3,716313_40,3459391",Packaging,Env 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Paseo  De ferroviarios,41,-3.716313,40.3459391,"Paseo  De ferroviarios, 41"
"Packaging/-3,7169199_40,34479",Packaging,Env 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Paseo  De ferroviarios,59,-3.7169199,40.34479,"Paseo  De ferroviarios, 59"
"Packaging/-3,744379_40,38406",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De ramón serrano,21,-3.744379,40.38406,"Calle  De ramón serrano, 21"
"Packaging/-3,743441_40,3838541",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De ramón serrano,7,-3.743441,40.3838541,"Calle  De ramón serrano, 7"
"Packaging/-3,7148379_40,348678",Packaging,Env 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Paseo  De ferroviarios,3,-3.7148379,40.348678,"Paseo  De ferroviarios, 3"
"Packaging/-3,715703_40,347306",Packaging,Env 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Paseo  De ferroviarios,-1,-3.715703,40.347306,"Paseo  De ferroviarios, "
"Packaging/-3,7166079_40,3452931",Packaging,Env 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Paseo  De ferroviarios,53,-3.7166079,40.3452931,"Paseo  De ferroviarios, 53"
"Packaging/-3,7310959_40,393052",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Del el toboso,66,-3.7310959,40.393052,"Calle  Del el toboso, 66"
"Packaging/-3,72408_40,3854591",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Avenida De oporto,31,-3.72408,40.3854591,"Avenida De oporto, 31"
"Packaging/-3,743923_40,386366",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Avenida De nuestrseñorde fátima,9,-3.743923,40.386366,"Avenida De nuestrseñorde fátima, 9"
"Packaging/-3,648325_40,381852",Packaging,Env 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De villalobos,18,-3.648325,40.381852,"Calle  De villalobos, 18"
"Packaging/-3,741904_40,388528",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De la laguna,119,-3.741904,40.388528,"Calle  De la laguna, 119"
"Packaging/-3,741904_40,376236",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De aliseda,19,-3.741904,40.376236,"Calle  De aliseda, 19"
"Packaging/-3,748467_40,3805391",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Avenida De nuestrseñorde fátima,92,-3.748467,40.3805391,"Avenida De nuestrseñorde fátima, 92"
"Packaging/-3,756779_40,368681",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De gómez de arteche,39,-3.756779,40.368681,"Calle  De gómez de arteche, 39"
"Packaging/-3,640932_40,391226",Packaging,Env 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De los andaluces,4,-3.640932,40.391226,"Calle  De los andaluces, 4"
"Packaging/-3,755074_40,3695311",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De gómez de arteche,19,-3.755074,40.3695311,"Calle  De gómez de arteche, 19"
"Packaging/-3,715548_40,3958861",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De jacinto verdaguer,11,-3.715548,40.3958861,"Calle  De jacinto verdaguer, 11"
"Packaging/-3,6395699_40,388701",Packaging,Env 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Avenida De rafael alberti,16,-3.6395699,40.388701,"Avenida De rafael alberti, 16"
"Packaging/-3,721586_40,3934591",Packaging,Env 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De mercedes arteaga,13,-3.721586,40.3934591,"Calle  De mercedes arteaga, 13"
