IDENTIFICADOR,TIPO CONTENEDOR,DESCRIPCION MODELO,CANTIDAD,LOTE,DISTRITO,URI distrito,NOMBRE,NUMERO,LONGITUD,LATITUD,DIRECCION COMPLETA
"Waste/-3,723201_40,39066",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De mercedes arteaga,49,-3.723201,40.39066,"Calle  De mercedes arteaga, 49"
"Waste/-3,616449_40,3790511",Waste,Res 3200 CL,0,3,Villa de Vallecas,http://www.wikidata.org/entity/Q1947988,Calle  Del puerto de reinosa,11,-3.616449,40.3790511,"Calle  Del puerto de reinosa, 11"
"Waste/-3,719531_40,3875141",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De eusebio morán,27,-3.719531,40.3875141,"Calle  De eusebio morán, 27"
"Waste/-3,7471371_40,378679",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De la época,1,-3.7471371,40.378679,"Calle  De la época, 1"
"Waste/-3,671343_40,3802941",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De la lagartera,-1,-3.671343,40.3802941,"Calle  De la lagartera, "
"Waste/-3,669975_40,3742781",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De montánchez,10,-3.669975,40.3742781,"Calle  De montánchez, 10"
"Waste/-3,649252_40,387228",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De pedro laborde,56,-3.649252,40.387228,"Calle  De pedro laborde, 56"
"Waste/-3,6641059_40,37671",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De la vedra,-1,-3.6641059,40.37671,"Calle  De la vedra, "
"Waste/-3,658769_40,374869",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De cabo de creus,-1,-3.658769,40.374869,"Calle  De cabo de creus, "
"Waste/-3,658618_40,375504",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De najarra,3,-3.658618,40.375504,"Calle  De najarra, 3"
"Waste/-3,642616_40,384388",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Avenida De rafael alberti,41,-3.642616,40.384388,"Avenida De rafael alberti, 41"
"Waste/-3,747142_40,377274",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De federico grases,16,-3.747142,40.377274,"Calle  De federico grases, 16"
"Waste/-3,720493_40,384193",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Vía Lusitana,8,-3.720493,40.384193,"Vía Lusitana, 8"
"Waste/-3,648566_40,380089",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Avenida Del poetmiguel hernández,110,-3.648566,40.380089,"Avenida Del poetmiguel hernández, 110"
"Waste/-3,706132_40,3791931",Waste,Res 3200 CL,0,3,Usera,http://www.wikidata.org/entity/Q953368,Calle  Del cristo de la victoria,-1,-3.706132,40.3791931,"Calle  Del cristo de la victoria, "
"Waste/-3,745139_40,382041",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De monseñor óscar romero,52,-3.745139,40.382041,"Calle  De monseñor óscar romero, 52"
"Waste/-3,746924_40,377237",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De federico grases,15,-3.746924,40.377237,"Calle  De federico grases, 15"
"Waste/-3,64014_40,3866721",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De coín,11,-3.64014,40.3866721,"Calle  De coín, 11"
"Waste/-3,6708729_40,390673",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Avenida Del monte igueldo,102,-3.6708729,40.390673,"Avenida Del monte igueldo, 102"
"Waste/-3,745264_40,378121",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De la época,18,-3.745264,40.378121,"Calle  De la época, 18"
"Waste/-3,6497331_40,3803271",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De villalobos,103,-3.6497331,40.3803271,"Calle  De villalobos, 103"
"Waste/-3,658168_40,3849561",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  Del puerto de milagro,3,-3.658168,40.3849561,"Calle  Del puerto de milagro, 3"
"Waste/-3,7412791_40,379054",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De maría odiaga,14,-3.7412791,40.379054,"Calle  De maría odiaga, 14"
"Waste/-3,746124_40,376801",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De federico grases,28,-3.746124,40.376801,"Calle  De federico grases, 28"
"Waste/-3,6769361_40,380611",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Ronda  Del sur,69,-3.6769361,40.380611,"Ronda  Del sur, 69"
"Waste/-3,741934_40,388647",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De la laguna,117,-3.741934,40.388647,"Calle  De la laguna, 117"
"Waste/-3,640107_40,3854391",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De luis buñuel,-1,-3.640107,40.3854391,"Calle  De luis buñuel, "
"Waste/-3,716689_40,3688541",Waste,Res 3200 CL,0,3,Usera,http://www.wikidata.org/entity/Q953368,Calle  De régil,6,-3.716689,40.3688541,"Calle  De régil, 6"
"Waste/-3,741998_40,3891851",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De la laguna,109,-3.741998,40.3891851,"Calle  De la laguna, 109"
"Waste/-3,7445821_40,3779431",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De la época,19,-3.7445821,40.3779431,"Calle  De la época, 19"
"Waste/-3,743017_40,3838751",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Del espinar,45,-3.743017,40.3838751,"Calle  Del espinar, 45"
"Waste/-3,721484_40,3993741",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Paseo  De san illán,49,-3.721484,40.3993741,"Paseo  De san illán, 49"
"Waste/-3,644981_40,3908601",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De arenas de iguña,-1,-3.644981,40.3908601,"Calle  De arenas de iguña, "
"Waste/-3,72168_40,383709",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Vía lusitana,18,-3.72168,40.383709,"Calle  Vía lusitana, 18"
"Waste/-3,675768_40,3792921",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De alfredo marquerie,15,-3.675768,40.3792921,"Calle  De alfredo marquerie, 15"
"Waste/-3,675008_40,380299",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De ruidera,22,-3.675008,40.380299,"Calle  De ruidera, 22"
"Waste/-3,675227_40,3808941",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De mestanza,9,-3.675227,40.3808941,"Calle  De mestanza, 9"
"Waste/-3,660486_40,389828",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De sierra bermeja,44,-3.660486,40.389828,"Calle  De sierra bermeja, 44"
"Waste/-3,728853_40,392684",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Del el toboso,40,-3.728853,40.392684,"Calle  Del el toboso, 40"
"Waste/-3,7587609_40,368769",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De marianistas,9,-3.7587609,40.368769,"Calle  De marianistas, 9"
"Waste/-3,742614_40,3829011",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De nuestra señora de la luz,9,-3.742614,40.3829011,"Calle  De nuestra señora de la luz, 9"
"Waste/-3,695145_40,350958",Waste,Res 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Calle  De alcocer,3,-3.695145,40.350958,"Calle  De alcocer, 3"
"Waste/-3,733093_40,3815221",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De clara campoamor,-1,-3.733093,40.3815221,"Calle  De clara campoamor, "
"Waste/-3,669687_40,380978",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De la mancha,8,-3.669687,40.380978,"Calle  De la mancha, 8"
"Waste/-3,667314_40,3768691",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De torreperogil,6,-3.667314,40.3768691,"Calle  De torreperogil, 6"
"Waste/-3,755144_40,3718541",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De joaquín turina,42,-3.755144,40.3718541,"Calle  De joaquín turina, 42"
"Waste/-3,720609_40,3996381",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Avenida Del manzanares,92,-3.720609,40.3996381,"Avenida Del manzanares, 92"
"Waste/-3,736767_40,391894",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De aceuchal,6,-3.736767,40.391894,"Calle  De aceuchal, 6"
"Waste/-3,735839_40,3880111",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De matilde hernández,-1,-3.735839,40.3880111,"Calle  De matilde hernández, "
"Waste/-3,734732_40,386247",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De clara campoamor,2,-3.734732,40.386247,"Calle  De clara campoamor, 2"
"Waste/-3,738988_40,3871941",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De castrojeriz,8,-3.738988,40.3871941,"Calle  De castrojeriz, 8"
"Waste/-3,723339_40,395227",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Del comandante fontanes,15,-3.723339,40.395227,"Calle  Del comandante fontanes, 15"
"Waste/-3,710047_40,388658",Waste,Res 3200 CL,0,3,Usera,http://www.wikidata.org/entity/Q953368,Plaza  Del pintor lucas,-1,-3.710047,40.388658,"Plaza  Del pintor lucas, "
"Waste/-3,675719_40,3823171",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De bolaños,1,-3.675719,40.3823171,"Calle  De bolaños, 1"
"Waste/-3,752378_40,3730151",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De joaquín turina,16,-3.752378,40.3730151,"Calle  De joaquín turina, 16"
"Waste/-3,731314_40,3847781",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De álvarez abellán,27,-3.731314,40.3847781,"Calle  De álvarez abellán, 27"
"Waste/-3,669455_40,373726",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  Del ibor,4,-3.669455,40.373726,"Calle  Del ibor, 4"
"Waste/-3,645996_40,384739",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  Del campo de la paloma,6,-3.645996,40.384739,"Calle  Del campo de la paloma, 6"
"Waste/-3,637257_40,386566",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De león felipe,14,-3.637257,40.386566,"Calle  De león felipe, 14"
"Waste/-3,734964_40,3965691",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De zaida,27,-3.734964,40.3965691,"Calle  De zaida, 27"
"Waste/-3,731099_40,381842",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De la oropéndola,8,-3.731099,40.381842,"Calle  De la oropéndola, 8"
"Waste/-3,702392_40,381071",Waste,Res 3200 CL,0,3,Usera,http://www.wikidata.org/entity/Q953368,Calle  Del cristo de la victoria,84,-3.702392,40.381071,"Calle  Del cristo de la victoria, 84"
"Waste/-3,638303_40,3869701",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De león felipe,-1,-3.638303,40.3869701,"Calle  De león felipe, "
"Waste/-3,624145_40,37107",Waste,Res 3200 CL,0,3,Villa de Vallecas,http://www.wikidata.org/entity/Q1947988,Parque  vallecas villa,-1,-3.624145,40.37107,"Parque  vallecas villa, "
"Waste/-3,713312_40,385984",Waste,Res 3200 CL,0,3,Usera,http://www.wikidata.org/entity/Q953368,Calle  De la marquesa de silvela,18,-3.713312,40.385984,"Calle  De la marquesa de silvela, 18"
"Waste/-3,627651_40,3773491",Waste,Res 3200 CL,0,3,Villa de Vallecas,http://www.wikidata.org/entity/Q1947988,Calle  De la sierra vieja,27,-3.627651,40.3773491,"Calle  De la sierra vieja, 27"
"Waste/-3,715995_40,38003",Waste,Res 3200 CL,0,3,Usera,http://www.wikidata.org/entity/Q953368,Calle  Del cerro blanco,27,-3.715995,40.38003,"Calle  Del cerro blanco, 27"
"Waste/-3,7320071_40,3834601",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Del avefría,25,-3.7320071,40.3834601,"Calle  Del avefría, 25"
"Waste/-3,728383_40,380469",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Avenida De abrantes,87,-3.728383,40.380469,"Avenida De abrantes, 87"
"Waste/-3,675555_40,379958",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De ruidera,28,-3.675555,40.379958,"Calle  De ruidera, 28"
"Waste/-3,664504_40,391218",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Plaza  De la sierra carbonera,-1,-3.664504,40.391218,"Plaza  De la sierra carbonera, "
"Waste/-3,70701_40,348983",Waste,Res 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Calle  Del arroyo bueno,10,-3.70701,40.348983,"Calle  Del arroyo bueno, 10"
"Waste/-3,753637_40,3653171",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Avenida De carabanchel alto,23,-3.753637,40.3653171,"Avenida De carabanchel alto, 23"
"Waste/-3,7188319_40,3952931",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De jacinto verdaguer,34,-3.7188319,40.3952931,"Calle  De jacinto verdaguer, 34"
"Waste/-3,7304851_40,3805051",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De carrero juan ramón,22,-3.7304851,40.3805051,"Calle  De carrero juan ramón, 22"
"Waste/-3,728734_40,3880091",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Del valle de oro,11,-3.728734,40.3880091,"Calle  Del valle de oro, 11"
"Waste/-3,650825_40,3883331",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  Del arroyo del olivar,83,-3.650825,40.3883331,"Calle  Del arroyo del olivar, 83"
"Waste/-3,712213_40,3961781",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De antonio lópez,33,-3.712213,40.3961781,"Calle  De antonio lópez, 33"
"Waste/-3,654046_40,399573",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De ramón pérez de ayala,44,-3.654046,40.399573,"Calle  De ramón pérez de ayala, 44"
"Waste/-3,756096_40,372341",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Del redentor,23,-3.756096,40.372341,"Calle  Del redentor, 23"
"Waste/-3,6723669_40,3941901",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  Convenio,-1,-3.6723669,40.3941901,"Calle  Convenio, "
"Waste/-3,710544_40,3953691",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De antonio lópez,47,-3.710544,40.3953691,"Calle  De antonio lópez, 47"
"Waste/-3,715674_40,372439",Waste,Res 3200 CL,0,3,Usera,http://www.wikidata.org/entity/Q953368,Calle  De guetaria,-1,-3.715674,40.372439,"Calle  De guetaria, "
"Waste/-3,731738_40,381971",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De la oropéndola,14,-3.731738,40.381971,"Calle  De la oropéndola, 14"
"Waste/-3,744229_40,388049",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De la oca,103,-3.744229,40.388049,"Calle  De la oca, 103"
"Waste/-3,730615_40,377014",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Vía lusitana,96,-3.730615,40.377014,"Calle  Vía lusitana, 96"
"Waste/-3,667491_40,397953",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De la sierra de javalambre,1,-3.667491,40.397953,"Calle  De la sierra de javalambre, 1"
"Waste/-3,650788_40,3921301",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De carlos solé,46,-3.650788,40.3921301,"Calle  De carlos solé, 46"
"Waste/-3,711943_40,395887",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De antonio lópez,38,-3.711943,40.395887,"Calle  De antonio lópez, 38"
"Waste/-3,670235_40,372764",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Ronda  Del sur,-1,-3.670235,40.372764,"Ronda  Del sur, "
"Waste/-3,659386_40,370722",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  Del cabo de tarifa,-1,-3.659386,40.370722,"Calle  Del cabo de tarifa, "
"Waste/-3,761057_40,371086",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De aguilar del río,18,-3.761057,40.371086,"Calle  De aguilar del río, 18"
"Waste/-3,637589_40,38819",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De león felipe,6,-3.637589,40.38819,"Calle  De león felipe, 6"
"Waste/-3,7094621_40,3922731",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Del marqués de jura real,17,-3.7094621,40.3922731,"Calle  Del marqués de jura real, 17"
"Waste/-3,6909861_40,35501",Waste,Res 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Calle  De villajoyosa,84,-3.6909861,40.35501,"Calle  De villajoyosa, 84"
"Waste/-3,689096_40,340065",Waste,Res 3200 CL,0,3,Villaverde,http://www.wikidata.org/entity/Q919536,Calle  Godella,203,-3.689096,40.340065,"Calle  Godella, 203"
"Waste/-3,720274_40,3990101",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Paseo  De san illán,-1,-3.720274,40.3990101,"Paseo  De san illán, "
"Waste/-3,727562_40,3876981",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  Del valle de oro,28,-3.727562,40.3876981,"Calle  Del valle de oro, 28"
"Waste/-3,720447_40,386377",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De la vía,17,-3.720447,40.386377,"Calle  De la vía, 17"
"Waste/-3,706743_40,367612",Waste,Res 3200 CL,0,3,Usera,http://www.wikidata.org/entity/Q953368,Ronda  De las cooperativas,6,-3.706743,40.367612,"Ronda  De las cooperativas, 6"
"Waste/-3,721496_40,3847731",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De braganza,1,-3.721496,40.3847731,"Calle  De braganza, 1"
"Waste/-3,733297_40,389099",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De la oca,11,-3.733297,40.389099,"Calle  De la oca, 11"
"Waste/-3,6681401_40,375451",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De montánchez,-1,-3.6681401,40.375451,"Calle  De montánchez, "
"Waste/-3,759988_40,368151",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De rufino rejón,13,-3.759988,40.368151,"Calle  De rufino rejón, 13"
"Waste/-3,6582971_40,374004",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De la cooperativa eléctrica,15,-3.6582971,40.374004,"Calle  De la cooperativa eléctrica, 15"
"Waste/-3,6611069_40,374969",Waste,Res 3200 CL,0,3,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,Calle  De la cooperativa eléctrica,-1,-3.6611069,40.374969,"Calle  De la cooperativa eléctrica, "
"Waste/-3,713991_40,396196",Waste,Res 3200 CL,0,3,Carabanchel,http://www.wikidata.org/entity/Q1001991,Calle  De jacinto verdaguer,3,-3.713991,40.396196,"Calle  De jacinto verdaguer, 3"
