IDENTIFICADOR,TIPO CONTENEDOR,DESCRIPCION MODELO,CANTIDAD,LOTE,DISTRITO,URI distrito,NOMBRE,NUMERO,LONGITUD,LATITUD,DIRECCION COMPLETA
"Waste/-3,6772935_40,44",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Horcajuelo,7,-3.6772935,40.44,"Calle Horcajuelo, 7"
"Waste/-3,6630151_40,4472629",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Martin Machio,23,-3.6630151,40.4472629,"Calle Martin Machio, 23"
"Waste/-3,6624782_40,4466264",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Julio Lopez,13,-3.6624782,40.4466264,"Calle Julio Lopez, 13"
"Waste/-3,6630151_40,4472629",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Martin Machio,23,-3.6630151,40.4472629,"Calle Martin Machio, 23"
"Organic/-3,6717661_40,4497439",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Charca Verde,2,-3.6717661,40.4497439,"Calle Charca Verde, 2"
"Waste/-3,6693589_40,4507759",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Luis Larrainza,45,-3.6693589,40.4507759,"Calle Luis Larrainza, 45"
"Waste/-3,6770109_40,4388665",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pradena Del Rincon,5,-3.6770109,40.4388665,"Calle Pradena Del Rincon, 5"
"Organic/-3,6770109_40,4388665",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pradena Del Rincon,5,-3.6770109,40.4388665,"Calle Pradena Del Rincon, 5"
"Waste/-3,663841_40,4485014",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Martin Machio,1,-3.663841,40.4485014,"Calle Martin Machio, 1"
"Organic/-3,6697272_40,4498639",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Navalafuente,31,-3.6697272,40.4498639,"Calle Navalafuente, 31"
"Waste/-3,6751945_40,4399852",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle San Fernando Del Jarama,18,-3.6751945,40.4399852,"Calle San Fernando Del Jarama, 18"
"Organic/-3,6619754_40,4458545",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Martin Machio,52,-3.6619754,40.4458545,"Calle Martin Machio, 52"
"Organic/-3,6770109_40,4388665",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pradena Del Rincon,5,-3.6770109,40.4388665,"Calle Pradena Del Rincon, 5"
"Packaging/-3,6850195_40,4739634",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Legendre,39,-3.6850195,40.4739634,"Calle Mauricio Legendre, 39"
"Organic/-3,6648961_40,4562431",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Avenida Aster,6,-3.6648961,40.4562431,"Avenida Aster, 6"
"Packaging/-3,6636139_40,4481964",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Martin Machio,5,-3.6636139,40.4481964,"Calle Martin Machio, 5"
"Organic/-3,6854332_40,4786816",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Paseo Castellana,292,-3.6854332,40.4786816,"Paseo Castellana, 292"
"Packaging/-3,6717425_40,4497351",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Charca Verde,2,-3.6717425,40.4497351,"Calle Charca Verde, 2"
"Organic/-3,6851716_40,4796381",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Paseo Castellana,298,-3.6851716,40.4796381,"Paseo Castellana, 298"
"Organic/-3,6842314_40,4788329",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pablo Luna,7,-3.6842314,40.4788329,"Calle Pablo Luna, 7"
"Organic/-3,6857779_40,4777697",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Paseo Castellana,286,-3.6857779,40.4777697,"Paseo Castellana, 286"
"Organic/-3,6851716_40,4796381",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Paseo Castellana,298,-3.6851716,40.4796381,"Paseo Castellana, 298"
"Organic/-3,6862103_40,471578",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Legendre,27,-3.6862103,40.471578,"Calle Mauricio Legendre, 27"
"Organic/-3,6862141_40,469632",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Legendre,2,-3.6862141,40.469632,"Calle Mauricio Legendre, 2"
"Packaging/-3,6624782_40,4466264",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Julio Lopez,13,-3.6624782,40.4466264,"Calle Julio Lopez, 13"
"Waste/-3,6773277_40,4398917",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Horcajuelo,7,-3.6773277,40.4398917,"Calle Horcajuelo, 7"
"Waste/-3,6869117_40,4686369",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Agustin De Foxa,19,-3.6869117,40.4686369,"Calle Agustin De Foxa, 19"
"Waste/-3,6773277_40,4398917",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Horcajuelo,7,-3.6773277,40.4398917,"Calle Horcajuelo, 7"
"Organic/-3,6865527_40,4692876",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Legendre,5,-3.6865527,40.4692876,"Calle Mauricio Legendre, 5"
"Waste/-3,66628_40,4542622",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Narcisos,36,-3.66628,40.4542622,"Calle Narcisos, 36"
"Organic/-3,6627049_40,4468953",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Martin Machio,30,-3.6627049,40.4468953,"Calle Martin Machio, 30"
"Waste/-3,6625373_40,446635",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Julio Lopez,13,-3.6625373,40.446635,"Calle Julio Lopez, 13"
"Organic/-3,6862141_40,469632",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Legendre,2,-3.6862141,40.469632,"Calle Mauricio Legendre, 2"
"Organic/-3,6658589_40,4570033",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Avenida Aster,26,-3.6658589,40.4570033,"Avenida Aster, 26"
"Waste/-3,6697272_40,4498639",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Navalafuente,31,-3.6697272,40.4498639,"Calle Navalafuente, 31"
"Organic/-3,6864432_40,4712793",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Jose Vasconcelos,3,-3.6864432,40.4712793,"Calle Jose Vasconcelos, 3"
"Waste/-3,6869117_40,4686369",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Agustin De Foxa,19,-3.6869117,40.4686369,"Calle Agustin De Foxa, 19"
"Waste/-3,6764719_40,439203",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle San Fernando Del Jarama,8,-3.6764719,40.439203,"Calle San Fernando Del Jarama, 8"
"Packaging/-3,6764719_40,439203",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle San Fernando Del Jarama,8,-3.6764719,40.439203,"Calle San Fernando Del Jarama, 8"
"Waste/-3,6869117_40,4686369",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Agustin De Foxa,19,-3.6869117,40.4686369,"Calle Agustin De Foxa, 19"
"Waste/-3,6850354_40,4801705",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Viejas,11,-3.6850354,40.4801705,"Calle Viejas, 11"
"Packaging/-3,663841_40,4485014",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Martin Machio,1,-3.663841,40.4485014,"Calle Martin Machio, 1"
"Waste/-3,685697_40,4779413",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Paseo Castellana,290,-3.685697,40.4779413,"Paseo Castellana, 290"
"Packaging/-3,6863678_40,4696671",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Legendre,2,-3.6863678,40.4696671,"Calle Mauricio Legendre, 2"
"Waste/-3,6624892_40,4465452",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Julio Lopez,13,-3.6624892,40.4465452,"Calle Julio Lopez, 13"
"Packaging/-3,6840528_40,4798339",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pablo Luna,14,-3.6840528,40.4798339,"Calle Pablo Luna, 14"
"Organic/-3,6770464_40,4388843",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pradena Del Rincon,5,-3.6770464,40.4388843,"Calle Pradena Del Rincon, 5"
"Organic/-3,6841063_40,4792931",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pablo Luna,9,-3.6841063,40.4792931,"Calle Pablo Luna, 9"
"Organic/-3,6851125_40,4773052",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Conde De Torralba,5,-3.6851125,40.4773052,"Calle Conde De Torralba, 5"
"Organic/-3,6859475_40,4724173",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Legendre,31,-3.6859475,40.4724173,"Calle Mauricio Legendre, 31"
"Organic/-3,6869117_40,4686369",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Agustin De Foxa,19,-3.6869117,40.4686369,"Calle Agustin De Foxa, 19"
"Organic/-3,6630519_40,4474069",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Martin Machio,23,-3.6630519,40.4474069,"Calle Martin Machio, 23"
"Organic/-3,6658225_40,4569044",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Avenida Aster,26,-3.6658225,40.4569044,"Avenida Aster, 26"
"Organic/-3,6869117_40,4686369",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Agustin De Foxa,19,-3.6869117,40.4686369,"Calle Agustin De Foxa, 19"
"Organic/-3,6693824_40,4507668",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Luis Larrainza,45,-3.6693824,40.4507668,"Calle Luis Larrainza, 45"
"Organic/-3,6840052_40,4797982",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pablo Luna,14,-3.6840052,40.4797982,"Calle Pablo Luna, 14"
"Organic/-3,6862141_40,469632",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Legendre,2,-3.6862141,40.469632,"Calle Mauricio Legendre, 2"
"Organic/-3,665271_40,4536013",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Paseo Jacintos,9,-3.665271,40.4536013,"Paseo Jacintos, 9"
"Organic/-3,6658225_40,4569044",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Avenida Aster,26,-3.6658225,40.4569044,"Avenida Aster, 26"
"Organic/-3,6781126_40,4393826",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pinilla Del Valle,2,-3.6781126,40.4393826,"Calle Pinilla Del Valle, 2"
"Organic/-3,6630776_40,4464157",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Julio Lopez,4,-3.6630776,40.4464157,"Calle Julio Lopez, 4"
"Organic/-3,677071_40,4389833",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pradena Del Rincon,5,-3.677071,40.4389833,"Calle Pradena Del Rincon, 5"
"Organic/-3,6770109_40,4388665",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pradena Del Rincon,5,-3.6770109,40.4388665,"Calle Pradena Del Rincon, 5"
"Organic/-3,6859852_40,4772729",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Paseo Castellana,284,-3.6859852,40.4772729,"Paseo Castellana, 284"
"Organic/-3,6646353_40,4549113",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Avenida Alhelies,33,-3.6646353,40.4549113,"Avenida Alhelies, 33"
"Waste/-3,6630776_40,4464157",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Julio Lopez,4,-3.6630776,40.4464157,"Calle Julio Lopez, 4"
"Packaging/-3,6770109_40,4388665",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pradena Del Rincon,5,-3.6770109,40.4388665,"Calle Pradena Del Rincon, 5"
"Packaging/-3,6717425_40,4497351",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Charca Verde,2,-3.6717425,40.4497351,"Calle Charca Verde, 2"
"Waste/-3,6862103_40,471578",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Legendre,27,-3.6862103,40.471578,"Calle Mauricio Legendre, 27"
"Packaging/-3,663494_40,4479899",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Martin Machio,5,-3.663494,40.4479899,"Calle Martin Machio, 5"
"Waste/-3,6862103_40,471578",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Legendre,27,-3.6862103,40.471578,"Calle Mauricio Legendre, 27"
"Organic/-3,6664152_40,4536218",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Narcisos,13,-3.6664152,40.4536218,"Calle Narcisos, 13"
"Waste/-3,6717661_40,4497439",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Charca Verde,2,-3.6717661,40.4497439,"Calle Charca Verde, 2"
"Waste/-3,663494_40,4479899",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Martin Machio,5,-3.663494,40.4479899,"Calle Martin Machio, 5"
"Organic/-3,6636139_40,4481964",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Martin Machio,5,-3.6636139,40.4481964,"Calle Martin Machio, 5"
"Waste/-3,6751708_40,4399674",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle San Fernando Del Jarama,18,-3.6751708,40.4399674,"Calle San Fernando Del Jarama, 18"
"Waste/-3,6844453_40,4801469",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Conde De Torralba,21,-3.6844453,40.4801469,"Calle Conde De Torralba, 21"
"Waste/-3,6858312_40,4702559",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Legendre,6,-3.6858312,40.4702559,"Calle Mauricio Legendre, 6"
"Packaging/-3,6770469_40,4389294",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pradena Del Rincon,5,-3.6770469,40.4389294,"Calle Pradena Del Rincon, 5"
"Waste/-3,6845495_40,4776328",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pablo Luna,8,-3.6845495,40.4776328,"Calle Pablo Luna, 8"
"Packaging/-3,6771864_40,4399015",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Horcajuelo,7,-3.6771864,40.4399015,"Calle Horcajuelo, 7"
"Waste/-3,6634483_40,4481433",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Martin Machio,5,-3.6634483,40.4481433,"Calle Martin Machio, 5"
"Packaging/-3,6663587_40,4574599",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Avenida Aster,49,-3.6663587,40.4574599,"Avenida Aster, 49"
"Packaging/-3,6842911_40,4789046",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pablo Luna,7,-3.6842911,40.4789046,"Calle Pablo Luna, 7"
"Packaging/-3,6625612_40,4466709",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Julio Lopez,13,-3.6625612,40.4466709,"Calle Julio Lopez, 13"
"Waste/-3,676743_40,4403726",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pinilla Del Valle,12,-3.676743,40.4403726,"Calle Pinilla Del Valle, 12"
"Waste/-3,6844332_40,4754714",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Legendre,36,-3.6844332,40.4754714,"Calle Mauricio Legendre, 36"
"Waste/-3,6859475_40,4724173",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Legendre,31,-3.6859475,40.4724173,"Calle Mauricio Legendre, 31"
"Packaging/-3,6770815_40,4388571",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pradena Del Rincon,5,-3.6770815,40.4388571,"Calle Pradena Del Rincon, 5"
"Waste/-3,6856571_40,4728605",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Legendre,35,-3.6856571,40.4728605,"Calle Mauricio Legendre, 35"
"Packaging/-3,6770815_40,4388571",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pradena Del Rincon,5,-3.6770815,40.4388571,"Calle Pradena Del Rincon, 5"
"Waste/-3,6634483_40,4481433",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Martin Machio,5,-3.6634483,40.4481433,"Calle Martin Machio, 5"
"Waste/-3,6751945_40,4399852",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle San Fernando Del Jarama,18,-3.6751945,40.4399852,"Calle San Fernando Del Jarama, 18"
"Waste/-3,6863678_40,4696671",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Legendre,2,-3.6863678,40.4696671,"Calle Mauricio Legendre, 2"
"Waste/-3,6858312_40,4702559",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Legendre,6,-3.6858312,40.4702559,"Calle Mauricio Legendre, 6"
"Packaging/-3,6770109_40,4388665",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pradena Del Rincon,5,-3.6770109,40.4388665,"Calle Pradena Del Rincon, 5"
"Packaging/-3,6864432_40,4712793",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Jose Vasconcelos,3,-3.6864432,40.4712793,"Calle Jose Vasconcelos, 3"
"Waste/-3,6766954_40,4403278",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pinilla Del Valle,12,-3.6766954,40.4403278,"Calle Pinilla Del Valle, 12"
"Waste/-3,6862141_40,469632",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Legendre,2,-3.6862141,40.469632,"Calle Mauricio Legendre, 2"
"Packaging/-3,663841_40,4485014",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Martin Machio,1,-3.663841,40.4485014,"Calle Martin Machio, 1"
"Organic/-3,6703287_40,4498694",Organic,O 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Navalafuente,19,-3.6703287,40.4498694,"Calle Navalafuente, 19"
"Packaging/-3,6859475_40,4724173",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Legendre,31,-3.6859475,40.4724173,"Calle Mauricio Legendre, 31"
"Packaging/-3,6766954_40,4403278",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pinilla Del Valle,12,-3.6766954,40.4403278,"Calle Pinilla Del Valle, 12"
"Waste/-3,6751945_40,4399852",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle San Fernando Del Jarama,18,-3.6751945,40.4399852,"Calle San Fernando Del Jarama, 18"
"Packaging/-3,6624901_40,4466353",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Julio Lopez,13,-3.6624901,40.4466353,"Calle Julio Lopez, 13"
"Waste/-3,6842911_40,4789046",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pablo Luna,7,-3.6842911,40.4789046,"Calle Pablo Luna, 7"
"Waste/-3,6845928_40,4795695",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Conde De Torralba,19,-3.6845928,40.4795695,"Calle Conde De Torralba, 19"
"Waste/-3,665271_40,4536013",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Paseo Jacintos,9,-3.665271,40.4536013,"Paseo Jacintos, 9"
"Packaging/-3,6859709_40,4723992",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Ravel,6,-3.6859709,40.4723992,"Calle Mauricio Ravel, 6"
"Packaging/-3,6770109_40,4388665",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Pradena Del Rincon,5,-3.6770109,40.4388665,"Calle Pradena Del Rincon, 5"
"Waste/-3,6844594_40,4803721",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Viejas,11,-3.6844594,40.4803721,"Calle Viejas, 11"
"Packaging/-3,6856007_40,4765906",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Manuel Caldeiro,1,-3.6856007,40.4765906,"Calle Manuel Caldeiro, 1"
"Waste/-3,6866331_40,46908",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Legendre,5,-3.6866331,40.46908,"Calle Mauricio Legendre, 5"
"Packaging/-3,6751708_40,4399674",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle San Fernando Del Jarama,18,-3.6751708,40.4399674,"Calle San Fernando Del Jarama, 18"
"Packaging/-3,6865527_40,4692876",Packaging,Env 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Mauricio Legendre,5,-3.6865527,40.4692876,"Calle Mauricio Legendre, 5"
"Waste/-3,6851386_40,4775572",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Conde De Torralba,5,-3.6851386,40.4775572,"Calle Conde De Torralba, 5"
"Waste/-3,6773277_40,4398917",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Horcajuelo,7,-3.6773277,40.4398917,"Calle Horcajuelo, 7"
"Waste/-3,6693825_40,4507758",Waste,Res 800,1,2,Chamartín,http://www.wikidata.org/entity/Q1766348,Calle Luis Larrainza,45,-3.6693825,40.4507758,"Calle Luis Larrainza, 45"
