TIPO CONTENEDOR;CANTIDAD;DIRECCION COMPLETA;NOMBRE;NÚMERO;DISTRITO;URI distrito;LATITUD;LONGITUD;IDENTIFICADOR
Contenedor de ropa;1;Avenida  Peseta, 22 ;Avenida Peseta;22;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,36427968;-3,763230204;-3.76323020428965 40.3642796798197 Contenedor de ropa
Contenedor de ropa;1;Calle  Camino de las Cruces , 17 ;Calle Camino de las Cruces ;17;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,36967022;-3,759200263;-3.75920026258977 40.3696702240668 Contenedor de ropa
Contenedor de ropa;1;Calle  Laguna, 117 ;Calle Laguna;117;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,39333984;-3,736060574;-3.73606057440346 40.3933398398132 Contenedor de ropa
Contenedor de ropa;1;Avenida  Carabanchel Alto , 90 ;Avenida Carabanchel Alto ;90;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,36787029;-3,753540561;-3.75354056089402 40.3678702853607 Contenedor de ropa
Contenedor de ropa;1;Avenida  Carabanchel Alto , 34 ;Avenida Carabanchel Alto ;34;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,37222991;-3,75200011;-3.75200011049783 40.3722299053232 Contenedor de ropa
Contenedor de ropa;1;Calle  Joaquin Turina , 15 frente;Calle Joaquin Turina ;15;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,37294052;-3,752170564;-3.75217056433141 40.3729405152686 Contenedor de ropa
Contenedor de ropa;1;Calle  Ronda  de Don Bosco , 18 frente;Calle Ronda  de Don Bosco ;18;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,37523543;-3,753065778;-3.75306577834363 40.3752354310866 Contenedor de ropa
Contenedor de ropa;1;Calle  Eugenia de Montijo , 87 ;Calle Eugenia de Montijo ;87;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,37498052;-3,750730216;-3.75073021571 40.3749805242151 Contenedor de ropa
Contenedor de ropa;1;Calle  Eugenia de Montijo , 74 ;Calle Eugenia de Montijo ;74;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,37942637;-3,747023728;-3.74702372777712 40.3794263679315 Contenedor de ropa
Contenedor de ropa;1;Parque  Eugenia de Montijo , 38 frente;Parque Eugenia de Montijo ;38;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38224851;-3,742694547;-3.74269454727752 40.3822485109784 Contenedor de ropa
Contenedor de ropa;1;Parque  Eugenia de Montijo , 2 frente;Parque Eugenia de Montijo ;2;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,37762023;-3,748500089;-3.74850008897997 40.3776202292101 Contenedor de ropa
Contenedor de ropa;1;Avenida  Nuestr Sra de Fátima , 98 ;Avenida Nuestr Sra de Fátima ;98;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38113004;-3,748520085;-3.7485200853164 40.3811300394984 Contenedor de ropa
Contenedor de ropa;1;Calle  Nuestra Señora de la Luz , 74 ;Calle Nuestra Señora de la Luz ;74;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38517;-3,74875;-3.74875 40.38517 Contenedor de ropa
Contenedor de ropa;1;Calle  Nuestra Señora de la Luz , 12 ;Calle Nuestra Señora de la Luz ;12;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38321;-3,743249865;-3.74324986483822 40.3832099959424 Contenedor de ropa
Contenedor de ropa;1;Calle  Joaquin Turina , 74 frente;Calle Joaquin Turina ;74;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,37228;-3,7595;-3.7595 40.37228 Contenedor de ropa
Contenedor de ropa;1;Calle  Vía Carpetana, 199 ;Calle Vía Carpetana;199;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38894969;-3,7440894;-3.74408940012758 40.3889496850503 Contenedor de ropa
Contenedor de ropa;1;Avenida  Nuestra Señora de Fátima , 16 ;Avenida Nuestra Señora de Fátima ;16;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,3869599;-3,743619796;-3.74361979553697 40.3869598987925 Contenedor de ropa
Contenedor de ropa;1;Paseo  Marcelino Camacho, 11 ;Paseo Marcelino Camacho;11;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38545057;-3,740580068;-3.74058006809405 40.3854505661332 Contenedor de ropa
Contenedor de ropa;1;Avenida  Plaza de Toros , 3 ;Avenida Plaza de Toros ;3;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38542971;-3,737500161;-3.73750016101304 40.3854297092778 Contenedor de ropa
Contenedor de ropa;1;Calle  Blasòn , 19 frente;Calle Blasòn ;19;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38206051;-3,740429845;-3.74042984461537 40.3820605098613 Contenedor de ropa
Contenedor de ropa;1;Calle  De la Sombra , 13 frente;Calle De la Sombra ;13;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,3795999;-3,741590375;-3.74159037541316 40.3795998991485 Contenedor de ropa
Contenedor de ropa;1;Calle  Federico Grases, 14 ;Calle Federico Grases;14;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,37824045;-3,743130459;-3.74313045886122 40.3782404510267 Contenedor de ropa
Contenedor de ropa;1;Avenida  Oporto, 6 ;Avenida Oporto;6;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38534501;-3,719483486;-3.719483486272 40.3853450121772 Contenedor de ropa
Contenedor de ropa;1;Calle  Belzunegui , 18 ;Calle Belzunegui ;18;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,37627052;-3,739420534;-3.73942053402188 40.3762705202994 Contenedor de ropa
Contenedor de ropa;1;Calle  María Odiaga , 58 frente;Calle María Odiaga ;58;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,37570034;-3,744180401;-3.74418040111853 40.3757003428022 Contenedor de ropa
Contenedor de ropa;1;calle  Antonia Rodriquez Sacristan, 14 ;Calle Antonia Rodriquez Sacristan;14;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,37291832;-3,742977402;-3.74297740172187 40.3729183216966 Contenedor de ropa
Contenedor de ropa;1;Calle  Monseñor Óscar Romero , 32 frente;Calle Monseñor Óscar Romero ;32;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38156328;-3,743745763;-3.74374576256623 40.3815632806118 Contenedor de ropa
Contenedor de ropa;1;calle  Vía Lusitana, 10 ;Calle Vía Lusitana;10;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38426251;-3,72068769;-3.72068769 40.38426251 Contenedor de ropa
Contenedor de ropa;1;Calle  Oca, 13 ;Calle Oca;13;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38909466;-3,738267331;-3.73826733097514 40.3890946613266 Contenedor de ropa
Contenedor de ropa;1;Calle  Valle de Oro, 20 ;Calle Valle de Oro;20;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38779519;-3,728552401;-3.72855240130845 40.3877951871099 Contenedor de ropa
Contenedor de ropa;1;Avenida  Oporto, 15 ;Avenida Oporto;15;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38513054;-3,722368598;-3.72236859816449 40.3851305369901 Contenedor de ropa
Contenedor de ropa;1;Calle  Santa Cruz de Marcenado, 21 ;Calle Santa Cruz de Marcenado;21;Centro;http://www.wikidata.org/entity/Q1763376;40,428952;-3,7106636;-3.7106636 40.428952 Contenedor de ropa
Contenedor de ropa;1;Plaza  Campillo del Mundo Nuevo, 3 ;Plaza Campillo del Mundo Nuevo;3;Centro;http://www.wikidata.org/entity/Q1763376;40,40645;-3,70798;-3.70798 40.40645 Contenedor de ropa
Contenedor de ropa;1;Calle  Barceló, 6 ;Calle Barceló;6;Centro;http://www.wikidata.org/entity/Q1763376;40,42677;-3,69885;-3.69885 40.42677 Contenedor de ropa
Contenedor de ropa;1;Calle  Casino, 3 ;Calle Casino;3;Centro;http://www.wikidata.org/entity/Q1763376;40,40676;-3,70503;-3.70503 40.40676 Contenedor de ropa
Contenedor de ropa;1;Calle  Pradillo, 33 ;Calle Pradillo;33;Chamartín;http://www.wikidata.org/entity/Q1766348;40,449113;-3,6717244;-3.6717244 40.449113 Contenedor de ropa
Contenedor de ropa;1;Calle  Puerto Rico, 52 ;Calle Puerto Rico;52;Chamartín;http://www.wikidata.org/entity/Q1766348;40,459135;-3,6741242;-3.6741242 40.459135 Contenedor de ropa
Contenedor de ropa;1;Avenida  Alfonso XIII, 128  (Entrada junto gasolinera);Avenida Alfonso XIII;128;Chamartín;http://www.wikidata.org/entity/Q1766348;40,458687;-3,6674913;-3.6674913 40.458687 Contenedor de ropa
Contenedor de ropa;1;Calle  Corazón de María, 53 ;Calle Corazón de María;53;Chamartín;http://www.wikidata.org/entity/Q1766348;40,44692;-3,66608;-3.66608 40.44692 Contenedor de ropa
Contenedor de ropa;1;Calle  López de Hoyos, 200 ;Calle López de Hoyos;200;Chamartín;http://www.wikidata.org/entity/Q1766348;40,4487;-3,66754;-3.66754 40.4487 Contenedor de ropa
Contenedor de ropa;1;Calle  Clara del Rey, 65 ;Calle Clara del Rey;65;Chamartín;http://www.wikidata.org/entity/Q1766348;40,44715;-3,6682;-3.6682 40.44715 Contenedor de ropa
Contenedor de ropa;1;Calle  Clara del Rey, 32 ;Calle Clara del Rey;32;Chamartín;http://www.wikidata.org/entity/Q1766348;40,44147;-3,67152;-3.67152 40.44147 Contenedor de ropa
Contenedor de ropa;1;Calle  Clara del Rey, 14 ;Calle Clara del Rey;14;Chamartín;http://www.wikidata.org/entity/Q1766348;40,44364;-3,66833;-3.66833 40.44364 Contenedor de ropa
Contenedor de ropa;1;Calle  Cartagena, 120 ;Calle Cartagena;120;Chamartín;http://www.wikidata.org/entity/Q1766348;40,44063;-3,67416;-3.67416 40.44063 Contenedor de ropa
Contenedor de ropa;1;Calle de Jose Pla , 68 esquina Calle de López de Hoyos;Calle de Jose Pla ;68;Chamartín;http://www.wikidata.org/entity/Q1766348;40,444;-3,677573;-3.677573 40.444 Contenedor de ropa
Contenedor de ropa;1;Plaza  Getafe, 1 ;Plaza Getafe;1;Chamartín;http://www.wikidata.org/entity/Q1766348;40,44424;-3,67213;-3.67213 40.44424 Contenedor de ropa
Contenedor de ropa;1;Calle  López de Hoyos, 166 ;Calle López de Hoyos;166;Chamartín;http://www.wikidata.org/entity/Q1766348;40,44626;-3,67016;-3.67016 40.44626 Contenedor de ropa
Contenedor de ropa;1;Calle  Vinaroz, 1 ;Calle Vinaroz;1;Chamartín;http://www.wikidata.org/entity/Q1766348;40,44453;-3,67482;-3.67482 40.44453 Contenedor de ropa
Contenedor de ropa;1;Calle  Sánchez Pacheco, 35 ;Calle Sánchez Pacheco;35;Chamartín;http://www.wikidata.org/entity/Q1766348;40,44721;-3,67464;-3.67464 40.44721 Contenedor de ropa
Contenedor de ropa;1;Calle  Pradillo, 4 ;Calle Pradillo;4;Chamartín;http://www.wikidata.org/entity/Q1766348;40,448319;-3,67596;-3.67596 40.448319 Contenedor de ropa
Contenedor de ropa;1;Calle  Pradillo, 33 ;Calle Pradillo;33;Chamartín;http://www.wikidata.org/entity/Q1766348;40,44911;-3,67172;-3.67172 40.44911 Contenedor de ropa
Contenedor de ropa;1;Avenida  Ramón y Cajal, 67 ;Avenida Ramón y Cajal;67;Chamartín;http://www.wikidata.org/entity/Q1766348;40,45227;-3,66847;-3.66847 40.45227 Contenedor de ropa
Contenedor de ropa;1;Calle  Puerto Rico, 1 ;Calle Puerto Rico;1;Chamartín;http://www.wikidata.org/entity/Q1766348;40,45216;-3,67507;-3.67507 40.45216 Contenedor de ropa
Contenedor de ropa;1;Calle  Principe de Vergara, 205 frente;Calle Principe de Vergara;205;Chamartín;http://www.wikidata.org/entity/Q1766348;40,44967;-3,67805;-3.67805 40.44967 Contenedor de ropa
Contenedor de ropa;1;Avenida  Doctor Arce, 32 ;Avenida Doctor Arce;32;Chamartín;http://www.wikidata.org/entity/Q1766348;40,44834;-3,679;-3.679 40.44834 Contenedor de ropa
Contenedor de ropa;1;Calle  López de Hoyos, 40 ;Calle López de Hoyos;40;Chamartín;http://www.wikidata.org/entity/Q1766348;40,43958;-3,68151;-3.68151 40.43958 Contenedor de ropa
Contenedor de ropa;1;Calle  Pablo Aranda, 4 ;Calle Pablo Aranda;4;Chamartín;http://www.wikidata.org/entity/Q1766348;40,4419;-3,6854;-3.6854 40.4419 Contenedor de ropa
Contenedor de ropa;1;Paseo de la  Habana, 5 ;Paseo de la  Habana;5;Chamartín;http://www.wikidata.org/entity/Q1766348;40,44814;-3,69012;-3.69012 40.44814 Contenedor de ropa
Contenedor de ropa;1;Paseo de la  Habana, 54 ;Paseo de la  Habana;54;Chamartín;http://www.wikidata.org/entity/Q1766348;40,45098;-3,68648;-3.68648 40.45098 Contenedor de ropa
Contenedor de ropa;1;Avenida  Santo Domingo de Silos, 5 ;Avenida Santo Domingo de Silos;5;Chamartín;http://www.wikidata.org/entity/Q1766348;40,451466;-3,687864;-3.687864 40.451466 Contenedor de ropa
Contenedor de ropa;1;Paseo de la Habana, 33 ;Paseo de la Habana;33;Chamartín;http://www.wikidata.org/entity/Q1766348;40,45262;-3,68585;-3.68585 40.45262 Contenedor de ropa
Contenedor de ropa;1;Calle  Padre Damian, 30 ;Calle Padre Damian;30;Chamartín;http://www.wikidata.org/entity/Q1766348;40,45638;-3,68642;-3.68642 40.45638 Contenedor de ropa
Contenedor de ropa;1;Calle  Doctor Fleming, 11 ;Calle Doctor Fleming;11;Chamartín;http://www.wikidata.org/entity/Q1766348;40,45633;-3,68854;-3.68854 40.45633 Contenedor de ropa
Contenedor de ropa;1;Calle  Carlos Maurras, 7 ;Calle Carlos Maurras;7;Chamartín;http://www.wikidata.org/entity/Q1766348;40,46149;-3,68803;-3.68803 40.46149 Contenedor de ropa
Contenedor de ropa;1;Calle  Doctor Fleming, 42 ;Calle Doctor Fleming;42;Chamartín;http://www.wikidata.org/entity/Q1766348;40,460731;-3,687709;-3.687709 40.460731 Contenedor de ropa
Contenedor de ropa;1;Calle  Padre Damián, 44 ;Calle Padre Damián;44;Chamartín;http://www.wikidata.org/entity/Q1766348;40,45952;-3,68516;-3.68516 40.45952 Contenedor de ropa
Contenedor de ropa;1;Calle  Apolonio Morales, 3 ;Calle Apolonio Morales;3;Chamartín;http://www.wikidata.org/entity/Q1766348;40,4635;-3,68413;-3.68413 40.4635 Contenedor de ropa
Contenedor de ropa;1;Paseo de la Habana, 190 ;Paseo de la Habana;190;Chamartín;http://www.wikidata.org/entity/Q1766348;40,46173;-3,6806;-3.6806 40.46173 Contenedor de ropa
Contenedor de ropa;1;Calle  Felix Boix, 13 ;Calle Felix Boix;13;Chamartín;http://www.wikidata.org/entity/Q1766348;40,46336;-3,6859;-3.6859 40.46336 Contenedor de ropa
Contenedor de ropa;1;Calle  Conde de Torralba, 8 ;Calle Conde de Torralba;8;Chamartín;http://www.wikidata.org/entity/Q1766348;40,478716;-3,684738;-3.684738 40.478716 Contenedor de ropa
Contenedor de ropa;1;Calle  Mauricio Legendre, 17 ;Calle Mauricio Legendre;17;Chamartín;http://www.wikidata.org/entity/Q1766348;40,470871;-3,686483;-3.686483 40.470871 Contenedor de ropa
Contenedor de ropa;1;Calle  Mateo Inurria, 35 ;Calle Mateo Inurria;35;Chamartín;http://www.wikidata.org/entity/Q1766348;40,46759;-3,68159;-3.68159 40.46759 Contenedor de ropa
Contenedor de ropa;1;Avenida de Burgos, 17 ;Avenida de Burgos;17;Chamartín;http://www.wikidata.org/entity/Q1766348;40,473353;-3,676099;-3.676099 40.473353 Contenedor de ropa
Contenedor de ropa;1;Calle  Pastora Imperio, 1 ;Calle Pastora Imperio;1;Chamartín;http://www.wikidata.org/entity/Q1766348;40,48098;-3,67466;-3.67466 40.48098 Contenedor de ropa
Contenedor de ropa;1;Calle  Buganvilla, 2 esquina Av Burgos;Calle Buganvilla;2;Chamartín;http://www.wikidata.org/entity/Q1766348;40,471516;-3,676413;-3.676413 40.471516 Contenedor de ropa
Contenedor de ropa;1;Calle  Dolores Sanchez Carrascosa, 3 ;Calle Dolores Sanchez Carrascosa;3;Chamartín;http://www.wikidata.org/entity/Q1766348;40,4679;-3,67868;-3.67868 40.4679 Contenedor de ropa
Contenedor de ropa;1;Avenida   Pio XII, 43 ;Avenida  Pio XII;43;Chamartín;http://www.wikidata.org/entity/Q1766348;40,4647;-3,67586;-3.67586 40.4647 Contenedor de ropa
Contenedor de ropa;1;Avenida  Madre de Dios, 2 ;Avenida Madre de Dios;2;Chamartín;http://www.wikidata.org/entity/Q1766348;40,462385;-3,674673;-3.674673 40.462385 Contenedor de ropa
Contenedor de ropa;1;Avenida  Alfonso XIII, 182 ;Avenida Alfonso XIII;182;Chamartín;http://www.wikidata.org/entity/Q1766348;40,46056;-3,67725;-3.67725 40.46056 Contenedor de ropa
Contenedor de ropa;1;Calle  Puerto Rico, 52 ;Calle Puerto Rico;52;Chamartín;http://www.wikidata.org/entity/Q1766348;40,45913;-3,67412;-3.67412 40.45913 Contenedor de ropa
Contenedor de ropa;1;Calle  Bolivia, 14 ;Calle Bolivia;14;Chamartín;http://www.wikidata.org/entity/Q1766348;40,45674;-3,67789;-3.67789 40.45674 Contenedor de ropa
Contenedor de ropa;1;Calle  Serrano, 203 frente;Calle Serrano;203;Chamartín;http://www.wikidata.org/entity/Q1766348;40,45295;-3,68014;-3.68014 40.45295 Contenedor de ropa
Contenedor de ropa;1;Calle  Chile, 24 ;Calle Chile;24;Chamartín;http://www.wikidata.org/entity/Q1766348;40,457491;-3,675668;-3.675668 40.457491 Contenedor de ropa
Contenedor de ropa;1;Calle  Urugua, 35 ;Calle Urugua;35;Chamartín;http://www.wikidata.org/entity/Q1766348;40,4552;-3,67184;-3.67184 40.4552 Contenedor de ropa
Contenedor de ropa;1;Avenida de Alfonso XIII, 91 ;Avenida de Alfonso XIII;91;Chamartín;http://www.wikidata.org/entity/Q1766348;40,45649;-3,66732;-3.66732 40.45649 Contenedor de ropa
Contenedor de ropa;1;Avenida  Alfonso XIII, 128 ;Avenida Alfonso XIII;128;Chamartín;http://www.wikidata.org/entity/Q1766348;40,45868;-3,66749;-3.66749 40.45868 Contenedor de ropa
Contenedor de ropa;1;Calle del Padre Claret, 13 ;Calle del Padre Claret;13;Chamartín;http://www.wikidata.org/entity/Q1766348;40,446876;-3,664678;-3.664678 40.446876 Contenedor de ropa
Contenedor de ropa;1;Calle  Crucero 25 de mayo, 11 esquina Calle Drácena;Calle Crucero 25 de mayo;11;Chamartín;http://www.wikidata.org/entity/Q1766348;40,463004;-3,671616;-3.671616 40.463004 Contenedor de ropa
Contenedor de ropa;1;Calle  Ricardo Ortiz, 10 frente;Calle Ricardo Ortiz;10;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,429545;-3,658295;-3.658295 40.429545 Contenedor de ropa
Contenedor de ropa;1;Calle  Ricardo Ortiz, 60 ;Calle Ricardo Ortiz;60;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,424847;-3,657993;-3.657993 40.424847 Contenedor de ropa
Contenedor de ropa;1;Avenida  Marques de Corbera, 18 ;Avenida Marques de Corbera;18;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,423442;-3,654771;-3.654771 40.423442 Contenedor de ropa
Contenedor de ropa;1;Calle  Maria Teresa Saenz de Heredia, 18 ;Calle Maria Teresa Saenz de Heredia;18;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,42533;-3,65146;-3.65146 40.42533 Contenedor de ropa
Contenedor de ropa;1;Calle  Pablo Lafargue, 12 ;Calle Pablo Lafargue;12;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,421931;-3,653882;-3.653882 40.421931 Contenedor de ropa
Contenedor de ropa;1;Calle   Santa Genoveva, 32 ;Calle  Santa Genoveva;32;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,42362;-3,648995;-3.648995 40.42362 Contenedor de ropa
Contenedor de ropa;1;Calle  Poeta Blas de Otero, 81 ;Calle Poeta Blas de Otero;81;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,422965;-3,65146;-3.65146 40.422965 Contenedor de ropa
Contenedor de ropa;1;Calle  Santa Felicidad, 30 ;Calle Santa Felicidad;30;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,424576;-3,650541;-3.650541 40.424576 Contenedor de ropa
Contenedor de ropa;1;Avenida  Marques de Corbera, 61 ;Avenida Marques de Corbera;61;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,427031;-3,650197;-3.650197 40.427031 Contenedor de ropa
Contenedor de ropa;1;Calle  Ezequiel Solana, 54 ;Calle Ezequiel Solana;54;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,430388;-3,644649;-3.644649 40.430388 Contenedor de ropa
Contenedor de ropa;1;Calle  Elfo, 59 ;Calle Elfo;59;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,434095;-3,651598;-3.651598 40.434095 Contenedor de ropa
Contenedor de ropa;1;Calle  Virgen del Sagrario, 3 ;Calle Virgen del Sagrario;3;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,433915;-3,647581;-3.647581 40.433915 Contenedor de ropa
Contenedor de ropa;1;Calle  Hermanos Gomez, 3 ;Calle Hermanos Gomez;3;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,432435;-3,650223;-3.650223 40.432435 Contenedor de ropa
Contenedor de ropa;1;Calle de los Collados, 2 ;Calle de los Collados;2;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,431037;-3,649851;-3.649851 40.431037 Contenedor de ropa
Contenedor de ropa;1;Calle de los Urquiza, 6 ;Calle de los Urquiza;6;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,433576;-3,646032;-3.646032 40.433576 Contenedor de ropa
Contenedor de ropa;1;Calle  Alcalá, 3 esquina Calle Alfonso Paso;Calle Alcalá;3;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,437447;-3,639124;-3.639124 40.437447 Contenedor de ropa
Contenedor de ropa;1;Camino  Institución Libre de Enseñanza, 16 ;Camino Institución Libre de Enseñanza;16;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,43632;-3,637043;-3.637043 40.43632 Contenedor de ropa
Contenedor de ropa;1;Calle  Vital Aza, 81 ;Calle Vital Aza;81;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,433785;-3,637693;-3.637693 40.433785 Contenedor de ropa
Contenedor de ropa;1;Calle  Vital Aza, 68 ;Calle Vital Aza;68;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,433273;-3,639141;-3.639141 40.433273 Contenedor de ropa
Contenedor de ropa;1;Calle  Vital Aza, 47 ;Calle Vital Aza;47;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,432331;-3,64111;-3.64111 40.432331 Contenedor de ropa
Contenedor de ropa;1;Calle  Esteban Collantes, 13 ;Calle Esteban Collantes;13;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,430922;-3,642135;-3.642135 40.430922 Contenedor de ropa
Contenedor de ropa;1;Calle  Ascao, 63 ;Calle Ascao;63;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,431841;-3,637049;-3.637049 40.431841 Contenedor de ropa
Contenedor de ropa;1;Calle  Ascao, 24 esquina Calle Luis Ruiz;Calle Ascao;24;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,431453;-3,638914;-3.638914 40.431453 Contenedor de ropa
Contenedor de ropa;1;Calle  Ascao, 4 ;Calle Ascao;4;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,42995;-3,64129;-3.64129 40.42995 Contenedor de ropa
Contenedor de ropa;1;Calle  Gutierre de Cetina, 82 ;Calle Gutierre de Cetina;82;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,42793;-3,639716;-3.639716 40.42793 Contenedor de ropa
Contenedor de ropa;1;Calle  Ezequiel Solana, 104 ;Calle Ezequiel Solana;104;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,427028;-3,64209;-3.64209 40.427028 Contenedor de ropa
Contenedor de ropa;1;Calle  Ezequiel Solana, 120 esquina Calle Santurce;Calle Ezequiel Solana;120;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,425857;-3,641356;-3.641356 40.425857 Contenedor de ropa
Contenedor de ropa;1;Calle  Fernando Gabriel, 21 ;Calle Fernando Gabriel;21;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,425088;-3,637274;-3.637274 40.425088 Contenedor de ropa
Contenedor de ropa;1;Calle  Luis Ruiz, 84 ;Calle Luis Ruiz;84;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,425247;-3,634303;-3.634303 40.425247 Contenedor de ropa
Contenedor de ropa;1;Calle  Gandhi, 16 ;Calle Gandhi;16;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,424729;-3,63735;-3.63735 40.424729 Contenedor de ropa
Contenedor de ropa;1;Calle  Barlovento, 9 ;Calle Barlovento;9;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,425716;-3,63139;-3.63139 40.425716 Contenedor de ropa
Contenedor de ropa;1;Camino  Institución Libre de Enseñanza, 160 ;Camino Institución Libre de Enseñanza;160;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,424033;-3,628337;-3.628337 40.424033 Contenedor de ropa
Contenedor de ropa;1;Calle  Idioma Esperanto, 3 ;Calle Idioma Esperanto;3;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,419598;-3,626154;-3.626154 40.419598 Contenedor de ropa
Contenedor de ropa;1;Calle  Jose Maria Rodero, 18 ;Calle Jose Maria Rodero;18;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,420686;-3,628555;-3.628555 40.420686 Contenedor de ropa
Contenedor de ropa;1;Calle  Villaescusa, 30 ;Calle Villaescusa;30;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,421647;-3,631768;-3.631768 40.421647 Contenedor de ropa
Contenedor de ropa;1;Calle  Apostol Santiago, 60 ;Calle Apostol Santiago;60;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,428489;-3,654641;-3.654641 40.428489 Contenedor de ropa
Contenedor de ropa;1;Calle  Jose del hierro, 20 ;Calle Jose del hierro;20;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,437979;-3,646841;-3.646841 40.437979 Contenedor de ropa
Contenedor de ropa;1;Calle  Jose del hierro, 54 ;Calle Jose del hierro;54;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,440557;-3,643166;-3.643166 40.440557 Contenedor de ropa
Contenedor de ropa;1;Calle  Estrecho de Corea, 1 ;Calle Estrecho de Corea;1;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,440314;-3,647805;-3.647805 40.440314 Contenedor de ropa
Contenedor de ropa;1;Calle  Carlota O'neill, 32 ;Calle Carlota O'neill;32;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,443838;-3,649035;-3.649035 40.443838 Contenedor de ropa
Contenedor de ropa;1;Calle de Arturo Soria, 56 ;Calle de Arturo Soria;56;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,442995;-3,641581;-3.641581 40.442995 Contenedor de ropa
Contenedor de ropa;1;Calle de Matias Turrion, 2 ;Calle de Matias Turrion;2;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,458824;-3,658635;-3.658635 40.458824 Contenedor de ropa
Contenedor de ropa;1;Calle  Arturo Soria, 261 esquina Calle Bueso de Pineda;Calle Arturo Soria;261;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,46362;-3,665077;-3.665077 40.46362 Contenedor de ropa
