TIPO CONTENEDOR;CANTIDAD;DIRECCION COMPLETA;NOMBRE;NÚMERO;DISTRITO;URI distrito;LATITUD;LONGITUD;IDENTIFICADOR
Contenedor de ropa;1;Calle  Alianza , 20 ;Calle Alianza ;20;Villaverde;http://www.wikidata.org/entity/Q919536;40,35739042;-3,686619907;-3.68661990732089 40.3573904245158 Contenedor de ropa
Contenedor de ropa;1;Calle  Alianza , 4 ;Calle Alianza ;4;Villaverde;http://www.wikidata.org/entity/Q919536;40,35763025;-3,688559601;-3.68855960070938 40.3576302476259 Contenedor de ropa
Contenedor de ropa;1;Calle  Los Bohemios , 1 ;Calle Los Bohemios ;1;Villaverde;http://www.wikidata.org/entity/Q919536;40,35640023;-3,6940302;-3.6940302003147 40.3564002341569 Contenedor de ropa
Contenedor de ropa;1;Calle  Alegria de la Huerta , 1 frente;Calle Alegria de la Huerta ;1;Villaverde;http://www.wikidata.org/entity/Q919536;40,35611677;-3,695235905;-3.69523590509704 40.3561167724342 Contenedor de ropa
Contenedor de ropa;1;Calle  San Jenaro, 3 ;Calle San Jenaro;3;Villaverde;http://www.wikidata.org/entity/Q919536;40,34920021;-3,703560231;-3.70356023140184 40.3492002061469 Contenedor de ropa
Contenedor de ropa;1;Calle  Transversal Sexta, 13 esquina calle Principal;Calle Transversal Sexta;13;Villaverde;http://www.wikidata.org/entity/Q919536;40,35137032;-3,705070038;-3.70507003756673 40.3513703241487 Contenedor de ropa
Contenedor de ropa;1;Calle  Americio, 17 ;Calle Americio;17;Villaverde;http://www.wikidata.org/entity/Q919536;40,36160049;-3,688119479;-3.68811947882508 40.3616004902956 Contenedor de ropa
Contenedor de ropa;1;Calle  Berrocal, 2 ;Calle Berrocal;2;Villaverde;http://www.wikidata.org/entity/Q919536;40,34866288;-3,67790295;-3.67790294956706 40.3486628820532 Contenedor de ropa
Contenedor de ropa;1;Calle  Berrocal, 42 ;Calle Berrocal;42;Villaverde;http://www.wikidata.org/entity/Q919536;40,34450959;-3,676822044;-3.67682204436152 40.3445095936006 Contenedor de ropa
Contenedor de ropa;1;Avenida  Los Rosales, 117 ;Avenida Los Rosales;117;Villaverde;http://www.wikidata.org/entity/Q919536;40,35342105;-3,678889374;-3.67888937371179 40.3534210454335 Contenedor de ropa
Contenedor de ropa;1;Calle  Arroyo de la Burela, 10 ;Calle Arroyo de la Burela;10;Villaverde;http://www.wikidata.org/entity/Q919536;40,33903041;-3,680888105;-3.68088810450255 40.3390304091957 Contenedor de ropa
Contenedor de ropa;1;Calle  Godella, 325 ;Calle Godella;325;Villaverde;http://www.wikidata.org/entity/Q919536;40,34011663;-3,687303871;-3.68730387115542 40.3401166277511 Contenedor de ropa
Contenedor de ropa;1;Calle  Villaverde a Perales del Rio, 1 ;Calle Villaverde a Perales del Rio;1;Villaverde;http://www.wikidata.org/entity/Q919536;40,3397435;-3,675908821;-3.67590882092803 40.3397434993613 Contenedor de ropa
Contenedor de ropa;1;Calle  Santo de la Isidra, 25 ;Calle Santo de la Isidra;25;Villaverde;http://www.wikidata.org/entity/Q919536;40,35410372;-3,703956703;-3.70395670262719 40.3541037223578 Contenedor de ropa
Contenedor de ropa;1;Calle  Estefanita, 24 ;Calle Estefanita;24;Villaverde;http://www.wikidata.org/entity/Q919536;40,34573622;-3,675554171;-3.67555417096006 40.3457362156432 Contenedor de ropa
